method,seed,policy,split,direction,amplitude,S_f32,S_f64,abs_diff
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,0,0.01,0.0009497528076172213,0.0009497131199051045,3.9687712116709406e-08
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,0,0.02,0.003885841369628995,0.003885859766744826,1.839711583073722e-08
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,0,0.05,0.021380065917968816,0.021380001956898043,6.396107077311086e-08
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,1,0.005,0.00012956237792971503,0.00012948805109969097,7.432683002406293e-08
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,1,0.01,0.0006273422241210858,0.000627326022918373,1.6201202712728957e-08
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,1,0.02,0.0023034744262695472,0.0023033775537797396,9.687248980760899e-08
resolution_max_b1_gaussian_conv,0,recalibrated,test_probe,1,0.05,0.013048309326171958,0.01304826195717057,4.736900138802014e-08
resolution_max_b1_gaussian_conv,0,centre_frozen,train_probe,0,0.005,0.000749946594238271,0.000749964426759786,1.783252151499326e-08
resolution_max_b1_gaussian_conv,0,centre_frozen,train_probe,0,0.01,0.002772018432617207,0.0027720169248141024,1.5078031045945295e-09
resolution_max_b1_gaussian_conv,0,centre_frozen,train_probe,0,0.02,0.010975967407226561,0.01097597681187934,9.40465277876612e-09
resolution_max_b1_gaussian_conv,0,centre_frozen,train_probe,0,0.05,0.06550003051757813,0.0655001081966678,7.767908966060943e-08
resolution_max_b1_gaussian_conv,0,centre_frozen,train_probe,1,0.005,0.0006209335327148624,0.0006209992956333066,6.576291844417881e-08
resolution_max_b1_gaussian_conv,0,centre_frozen,train_probe,1,0.01,0.002547325134277356,0.0025473568632639054,3.1728986549239835e-08
resolution_max_b1_gaussian_conv,0,centre_frozen,train_probe,1,0.02,0.010485198974609422,0.010485193382993307,5.59161611457526e-09
resolution_max_b1_gaussian_conv,0,centre_frozen,train_probe,1,0.05,0.06902959442138673,0.06902957014859734,2.427278938954558e-08
resolution_max_b1_gaussian_conv,0,centre_frozen,test_probe,0,0.005,0.0005232772827148402,0.0005232401252911467,3.7157423693479075e-08
resolution_max_b1_gaussian_conv,0,centre_frozen,test_probe,0,0.01,0.0021464843750000906,0.002146439078970719,4.529602937175525e-08
resolution_max_b1_gaussian_conv,0,centre_frozen,test_probe,0,0.02,0.008347145080566443,0.008347136593215287,8.487351155217482e-09
resolution_max_b1_gaussian_conv,0,centre_frozen,test_probe,0,0.05,0.052957885742187516,0.05295787651810269,9.224084829284607e-09
resolution_max_b1_gaussian_conv,0,centre_frozen,test_probe,1,0.005,0.0005397338867187962,0.0005396664655910044,6.74211277917891e-08
resolution_max_b1_gaussian_conv,0,centre_frozen,test_probe,1,0.01,0.0024071807861327787,0.002407141222045772,3.9564087006560555e-08
resolution_max_b1_gaussian_conv,0,centre_frozen,test_probe,1,0.02,0.010267242431640677,0.010267196822683067,4.560895761063222e-08
resolution_max_b1_gaussian_conv,0,centre_frozen,test_probe,1,0.05,0.06724446105957038,0.06724442479643078,3.6263139602255023e-08
resolution_max_b1_gaussian_conv,1,saved,train_probe,0,0.005,0.0009665908813476509,0.0009666440383965802,5.315704892927542e-08
resolution_max_b1_gaussian_conv,1,saved,train_probe,0,0.01,0.0036777954101562815,0.003677907768610489,1.1235845420731749e-07
resolution_max_b1_gaussian_conv,1,saved,train_probe,0,0.02,0.014364547729492194,0.014364590210226236,4.2480734041561163e-08
resolution_max_b1_gaussian_conv,1,saved,train_probe,0,0.05,0.09159172058105464,0.0915918269230333,1.0634197866732364e-07
resolution_max_b1_gaussian_conv,1,saved,train_probe,1,0.005,0.0012228088378906654,0.0012228560296250746,4.719173440914659e-08
resolution_max_b1_gaussian_conv,1,saved,train_probe,1,0.01,0.0049724655151366925,0.00497252338715698,5.7872020287064174e-08
resolution_max_b1_gaussian_conv,1,saved,train_probe,1,0.02,0.02048515319824218,0.020485257632723852,1.0443448167363201e-07
resolution_max_b1_gaussian_conv,1,saved,train_probe,1,0.05,0.13582769012451174,0.13582773244139595,4.2316884218962514e-08
resolution_max_b1_gaussian_conv,1,saved,test_probe,0,0.005,0.0007434692382812802,0.0007435085759074367,3.933762615648817e-08
resolution_max_b1_gaussian_conv,1,saved,test_probe,0,0.01,0.0029913635253905335,0.002991422262240473,5.8736849939400315e-08
resolution_max_b1_gaussian_conv,1,saved,test_probe,0,0.02,0.01169902038574211,0.011699097838101857,7.745235974798703e-08
resolution_max_b1_gaussian_conv,1,saved,test_probe,0,0.05,0.07875398254394528,0.07875405887879627,7.633485099578508e-08
resolution_max_b1_gaussian_conv,1,saved,test_probe,1,0.005,0.0011693878173828498,0.0011694308130432152,4.299566036536362e-08
resolution_max_b1_gaussian_conv,1,saved,test_probe,1,0.01,0.004694610595703086,0.004694663870480675,5.3274777589429334e-08
resolution_max_b1_gaussian_conv,1,saved,test_probe,1,0.02,0.01936343383789052,0.019363506591291157,7.275340063728208e-08
resolution_max_b1_gaussian_conv,1,saved,test_probe,1,0.05,0.12595359802246087,0.12595362416653422,2.61440733506646e-08
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,0,0.005,0.0002465972900390634,0.0002465988550800491,1.5650409856959868e-09
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,0,0.01,0.0011357955932617125,0.0011358015002012056,5.9069394930943986e-09
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,0,0.02,0.004510360717773443,0.0045103801454676185,1.942769417562218e-08
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,0,0.05,0.027531478881835936,0.027531468754653066,1.0127182870078855e-08
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,1,0.005,0.000316619873046875,0.0003166049929749226,1.4880071952383389e-08
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,1,0.01,0.0013514022827147976,0.0013513917516042584,1.053111053916922e-08
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,1,0.02,0.005651039123535151,0.005651049770266925,1.0646731773977791e-08
resolution_max_b1_gaussian_conv,1,recalibrated,train_probe,1,0.05,0.03438372802734374,0.03438371489679931,1.3130544429529323e-08
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,0,0.005,0.0001009063720702752,0.00010090197790602051,4.394164254684085e-09
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,0,0.01,0.0004384765624999565,0.000438605784277013,1.2922177705654292e-07
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,0,0.02,0.0018428649902343386,0.001842967369483084,1.0237924874534343e-07
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,0,0.05,0.01334460449218744,0.013344728788393989,1.2429620654952345e-07
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,1,0.005,0.00013879394531246536,0.00013888942383366576,9.547852120039835e-08
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,1,0.01,0.0007136993408203285,0.0007138357467570966,1.3640593676811363e-07
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,1,0.02,0.0031157226562499307,0.00311585558092331,1.3292467337944203e-07
resolution_max_b1_gaussian_conv,1,recalibrated,test_probe,1,0.05,0.02242572021484368,0.022425829526564134,1.0931172045314241e-07
resolution_max_b1_gaussian_conv,1,centre_frozen,train_probe,0,0.005,0.0008548049926757617,0.000854800848343662,4.144332099720316e-09
resolution_max_b1_gaussian_conv,1,centre_frozen,train_probe,0,0.01,0.0035655059814453383,0.0035655453595909714,3.937814563315101e-08
resolution_max_b1_gaussian_conv,1,centre_frozen,train_probe,0,0.02,0.014489753723144538,0.014489774527465582,2.080432104367702e-08
resolution_max_b1_gaussian_conv,1,centre_frozen,train_probe,0,0.05,0.09259195709228518,0.0925919462685717,1.082371348104516e-08
resolution_max_b1_gaussian_conv,1,centre_frozen,train_probe,1,0.005,0.001107604980468746,0.0011075892381081642,1.574236058177192e-08
resolution_max_b1_gaussian_conv,1,centre_frozen,train_probe,1,0.01,0.004827346801757781,0.004827336841246699,9.960511082596213e-09
resolution_max_b1_gaussian_conv,1,centre_frozen,train_probe,1,0.02,0.020212593078613283,0.02021256689550721,2.618310607216401e-08
resolution_max_b1_gaussian_conv,1,centre_frozen,train_probe,1,0.05,0.13436625671386715,0.1343662610605948,4.346727644488624e-09
resolution_max_b1_gaussian_conv,1,centre_frozen,test_probe,0,0.005,0.0007639617919921182,0.000764078992153916,1.1720016179772585e-07
resolution_max_b1_gaussian_conv,1,centre_frozen,test_probe,0,0.01,0.0031395416259765163,0.00313960074202424,5.911604772368406e-08
resolution_max_b1_gaussian_conv,1,centre_frozen,test_probe,0,0.02,0.012063964843749941,0.012064179646367745,2.1480261780393306e-07
resolution_max_b1_gaussian_conv,1,centre_frozen,test_probe,0,0.05,0.0801658935546874,0.08016600249819128,1.0894350388479523e-07
resolution_max_b1_gaussian_conv,1,centre_frozen,test_probe,1,0.005,0.001131561279296811,0.0011316526122459036,9.133294909258183e-08
resolution_max_b1_gaussian_conv,1,centre_frozen,test_probe,1,0.01,0.004572509765624955,0.0045725758259475,6.606032254552474e-08
resolution_max_b1_gaussian_conv,1,centre_frozen,test_probe,1,0.02,0.01898983764648432,0.01898998219225001,1.4454576569011834e-07
resolution_max_b1_gaussian_conv,1,centre_frozen,test_probe,1,0.05,0.12484602355957031,0.12484612451810417,1.0095853386626885e-07
resolution_max_b1_gaussian_conv,2,saved,train_probe,0,0.005,0.0013137893676757328,0.0013139028618796011,1.1349420386830289e-07
resolution_max_b1_gaussian_conv,2,saved,train_probe,0,0.01,0.0053767395019531095,0.005376832286393518,9.278444040861089e-08
resolution_max_b1_gaussian_conv,2,saved,train_probe,0,0.02,0.021753181457519533,0.0217532514498619,6.999234236637619e-08
resolution_max_b1_gaussian_conv,2,saved,train_probe,0,0.05,0.13922136688232417,0.1392213858601506,1.8977826421462396e-08
resolution_max_b1_gaussian_conv,2,saved,train_probe,1,0.005,0.0006636428833007302,0.0006637362594944518,9.33761937216282e-08
resolution_max_b1_gaussian_conv,2,saved,train_probe,1,0.01,0.0026629867553710773,0.002663075966903461,8.921153238361512e-08
resolution_max_b1_gaussian_conv,2,saved,train_probe,1,0.02,0.010793464660644514,0.010793522272792844,5.761214832977757e-08
resolution_max_b1_gaussian_conv,2,saved,train_probe,1,0.05,0.07010961151123046,0.07010966336528629,5.1854055826972e-08
resolution_max_b1_gaussian_conv,2,saved,test_probe,0,0.005,0.0014774017333983869,0.0014774053743323856,3.64093399873866e-09
resolution_max_b1_gaussian_conv,2,saved,test_probe,0,0.01,0.005511566162109349,0.005511613381793956,4.7219684606858436e-08
resolution_max_b1_gaussian_conv,2,saved,test_probe,0,0.02,0.020795715332031173,0.02079574885176738,3.3519736208909023e-08
resolution_max_b1_gaussian_conv,2,saved,test_probe,0,0.05,0.1325483093261718,0.13254831844915793,9.1229861443054e-09
resolution_max_b1_gaussian_conv,2,saved,test_probe,1,0.005,0.0005188064575195606,0.0005188386699093162,3.2212389755592596e-08
resolution_max_b1_gaussian_conv,2,saved,test_probe,1,0.01,0.001981849670410152,0.001981968743616336,1.1907320618398387e-07
resolution_max_b1_gaussian_conv,2,saved,test_probe,1,0.02,0.008227478027343693,0.008227529896688623,5.186934493028872e-08
resolution_max_b1_gaussian_conv,2,saved,test_probe,1,0.05,0.05398141479492191,0.053981458910101865,4.411517995350778e-08
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,0,0.005,0.0002573242187500213,0.00025734058802601156,1.6369275990246734e-08
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,0,0.01,0.0011615371704101762,0.0011616035326884044,6.636227822820473e-08
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,0,0.02,0.004485969543457036,0.0044859676414560345,1.9020010011416844e-09
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,0,0.05,0.028003898620605483,0.028003902624048338,4.0034428550050905e-09
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,1,0.005,0.00028417205810549184,0.00028418144494701814,9.38684152629321e-09
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,1,0.01,0.001203102111816401,0.001203155688103752,5.357628735103148e-08
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,1,0.02,0.004933708190917985,0.004933706342318045,1.848599939791029e-09
resolution_max_b1_gaussian_conv,2,recalibrated,train_probe,1,0.05,0.029927955627441438,0.029927982987572044,2.7360130605558197e-08
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,0,0.005,0.0003604202270507395,0.00036037824382983974,4.198322089976614e-08
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,0,0.01,0.0010216827392578454,0.001021706092871666,2.3353613820553676e-08
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,0,0.02,0.0034261322021483798,0.0034261205599069866,1.1642241393161612e-08
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,0,0.05,0.021296707153320216,0.02129665917550916,4.797781105736476e-08
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,1,0.005,0.00025673675537107865,0.00025674450244783653,7.747076757880222e-09
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,1,0.01,0.0009359741210938077,0.0009359675135094392,6.6075843685453606e-09
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,1,0.02,0.0037856979370116672,0.0037856761167393005,2.1820272366745996e-08
resolution_max_b1_gaussian_conv,2,recalibrated,test_probe,1,0.05,0.020473503112792835,0.02047353906020455,3.594741171397686e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,train_probe,0,0.005,0.0013163223266601798,0.0013163524410322869,3.011437210709289e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,train_probe,0,0.01,0.00548040771484376,0.005480390681515679,1.7033328081339505e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,train_probe,0,0.02,0.02201577758789064,0.022015793026404162,1.543851352314718e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,train_probe,0,0.05,0.14077960968017578,0.1407795786914005,3.0988775268081525e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,train_probe,1,0.005,0.0006724014282226687,0.0006724234994427425,2.207122007380491e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,train_probe,1,0.01,0.002786827087402355,0.0027868454480484695,1.836064611460131e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,train_probe,1,0.02,0.011341156005859387,0.011341148264739587,7.741119800730445e-09
resolution_max_b1_gaussian_conv,2,centre_frozen,train_probe,1,0.05,0.07266968536376955,0.07266970440759907,1.904382951334327e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,test_probe,0,0.005,0.0015148773193359721,0.001514889750204973,1.2430869000823463e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,test_probe,0,0.01,0.005549171447753909,0.00554910870334735,6.27444065592897e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,test_probe,0,0.02,0.020889724731445347,0.020889767360849354,4.262940400678872e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,test_probe,0,0.05,0.13439250183105467,0.13439262108250138,1.192514467174277e-07
resolution_max_b1_gaussian_conv,2,centre_frozen,test_probe,1,0.005,0.0004894180297850825,0.0004894161466444391,1.8831406434216547e-09
resolution_max_b1_gaussian_conv,2,centre_frozen,test_probe,1,0.01,0.002033096313476479,0.0020331276423759537,3.1328899474658556e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,test_probe,1,0.02,0.008514900207519438,0.008514814422306616,8.578521282220919e-08
resolution_max_b1_gaussian_conv,2,centre_frozen,test_probe,1,0.05,0.05609922790527333,0.05609917702469669,5.088057664082157e-08
resolution_max_b1_gaussian_conv,3,saved,train_probe,0,0.005,0.002242248535156255,0.002242277080977184,2.8545820929259946e-08
resolution_max_b1_gaussian_conv,3,saved,train_probe,0,0.01,0.008418258666992195,0.00841825025847781,8.408514384772303e-09
resolution_max_b1_gaussian_conv,3,saved,train_probe,0,0.02,0.03231926727294926,0.03231921379192232,5.348102694036072e-08
resolution_max_b1_gaussian_conv,3,saved,train_probe,0,0.05,0.2069312591552735,0.206931270088679,1.093340551427957e-08
resolution_max_b1_gaussian_conv,3,saved,train_probe,1,0.005,0.0008179931640625582,0.000817967095821881,2.6068240677190602e-08
resolution_max_b1_gaussian_conv,3,saved,train_probe,1,0.01,0.0030948333740234424,0.003094827566435032,5.807588410178255e-09
resolution_max_b1_gaussian_conv,3,saved,train_probe,1,0.02,0.01211454010009766,0.012114515029364836,2.507073282309591e-08
resolution_max_b1_gaussian_conv,3,saved,train_probe,1,0.05,0.07556107330322265,0.07556111600840826,4.270518561000358e-08
resolution_max_b1_gaussian_conv,3,saved,test_probe,0,0.005,0.001586624145507809,0.0015867192889454929,9.514343768390887e-08
resolution_max_b1_gaussian_conv,3,saved,test_probe,0,0.01,0.0062686843872070686,0.006268791086743941,1.0669953687258982e-07
resolution_max_b1_gaussian_conv,3,saved,test_probe,0,0.02,0.025105506896972773,0.025105564695001692,5.779802891847652e-08
resolution_max_b1_gaussian_conv,3,saved,test_probe,0,0.05,0.18167410278320317,0.18167414923450675,4.645130358138516e-08
resolution_max_b1_gaussian_conv,3,saved,test_probe,1,0.005,0.00043760681152349434,0.0004376324974967316,2.568597323726607e-08
resolution_max_b1_gaussian_conv,3,saved,test_probe,1,0.01,0.001875137329101606,0.0018751640132668168,2.6684165210788535e-08
resolution_max_b1_gaussian_conv,3,saved,test_probe,1,0.02,0.0073768463134765705,0.00737696775947605,1.214459994791639e-07
resolution_max_b1_gaussian_conv,3,saved,test_probe,1,0.05,0.05008640289306643,0.05008639926621661,3.626849820470568e-09
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,0,0.005,0.0008353042602538552,0.000835342434812758,3.817455890287036e-08
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,0,0.01,0.00340600585937495,0.003405971947436748,3.391193820201366e-08
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,0,0.02,0.012326385498046821,0.012326401252616637,1.5754569815396025e-08
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,0,0.05,0.07132257080078125,0.07132252750745205,4.3293329199389774e-08
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,1,0.005,0.00046090698242190475,0.0004609141834489572,7.201027052428088e-09
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,1,0.01,0.001648933410644482,0.0016489771618097837,4.375116530175305e-08
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,1,0.02,0.005880966186523451,0.00588098164664147,1.5460118019117175e-08
resolution_max_b1_gaussian_conv,3,recalibrated,train_probe,1,0.05,0.03458146667480472,0.034581518861912075,5.218710735777066e-08
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,0,0.005,0.00038047027587895244,0.00038051229254842944,4.201666947700744e-08
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,0,0.01,0.0012457885742187536,0.001245834947133595,4.637291484144157e-08
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,0,0.02,0.004191390991211019,0.004191438370794276,4.737958325673475e-08
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,0,0.05,0.04426196289062512,0.04426200726142482,4.437079970109892e-08
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,1,0.005,0.00020371246337891336,0.00020373316157029642,2.0698191383061726e-08
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,1,0.01,0.0006213760375977095,0.0006214263389976438,5.030139993422722e-08
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,1,0.02,0.002628517150878862,0.002628600297616468,8.314673760612123e-08
resolution_max_b1_gaussian_conv,3,recalibrated,test_probe,1,0.05,0.0193601989746095,0.019360205679598397,6.704988897432429e-09
resolution_max_b1_gaussian_conv,3,centre_frozen,train_probe,0,0.005,0.002124626159667964,0.0021246537497247586,2.7590056794757345e-08
resolution_max_b1_gaussian_conv,3,centre_frozen,train_probe,0,0.01,0.008471191406250023,0.008471195069645387,3.6633953648390616e-09
resolution_max_b1_gaussian_conv,3,centre_frozen,train_probe,0,0.02,0.032543083190917976,0.03254311102659918,2.7835681204457785e-08
resolution_max_b1_gaussian_conv,3,centre_frozen,train_probe,0,0.05,0.20627438354492184,0.20627443845690363,5.491198179496948e-08
resolution_max_b1_gaussian_conv,3,centre_frozen,train_probe,1,0.005,0.0008302993774414458,0.0008303532127411639,5.383529971814127e-08
resolution_max_b1_gaussian_conv,3,centre_frozen,train_probe,1,0.01,0.0031779632568358918,0.003178019858194714,5.6601358822128134e-08
resolution_max_b1_gaussian_conv,3,centre_frozen,train_probe,1,0.02,0.012253692626953139,0.012253698110375466,5.4834223273125815e-09
resolution_max_b1_gaussian_conv,3,centre_frozen,train_probe,1,0.05,0.07614488220214843,0.07614496621216593,8.40100174981373e-08
resolution_max_b1_gaussian_conv,3,centre_frozen,test_probe,0,0.005,0.001801818847656289,0.0018018348028183695,1.5955162080416585e-08
resolution_max_b1_gaussian_conv,3,centre_frozen,test_probe,0,0.01,0.006187133789062438,0.006187188107248831,5.4318186393231827e-08
resolution_max_b1_gaussian_conv,3,centre_frozen,test_probe,0,0.02,0.02470716094970704,0.02470715840244364,2.5472634002099426e-09
resolution_max_b1_gaussian_conv,3,centre_frozen,test_probe,0,0.05,0.17857228088378907,0.1785722985712016,1.768741253460604e-08
resolution_max_b1_gaussian_conv,3,centre_frozen,test_probe,1,0.005,0.0005324935913086914,0.0005324741279688627,1.9463339828718063e-08
resolution_max_b1_gaussian_conv,3,centre_frozen,test_probe,1,0.01,0.0017856597900390847,0.001785698023706317,3.8233667232212554e-08
resolution_max_b1_gaussian_conv,3,centre_frozen,test_probe,1,0.02,0.006548454284668104,0.006548427513930255,2.6770737848735848e-08
resolution_max_b1_gaussian_conv,3,centre_frozen,test_probe,1,0.05,0.048639617919921885,0.0486396884898026,7.05698807168531e-08
resolution_max_b1_gaussian_conv,4,saved,train_probe,0,0.005,0.0012241439819336009,0.0012241705554568716,2.6573523270734256e-08
resolution_max_b1_gaussian_conv,4,saved,train_probe,0,0.01,0.004578041076660155,0.004578071903230896,3.082657074049422e-08
resolution_max_b1_gaussian_conv,4,saved,train_probe,0,0.02,0.01707919311523437,0.017079239829824178,4.67145898075394e-08
resolution_max_b1_gaussian_conv,4,saved,train_probe,0,0.05,0.10139324951171874,0.10139333574663534,8.623491659642823e-08
resolution_max_b1_gaussian_conv,4,saved,train_probe,1,0.005,0.0015309219360351567,0.0015309636894866863,4.175345152956922e-08
resolution_max_b1_gaussian_conv,4,saved,train_probe,1,0.01,0.005904121398925766,0.005904192281246057,7.088232029106578e-08
resolution_max_b1_gaussian_conv,4,saved,train_probe,1,0.02,0.022001396179199217,0.022001470794133227,7.461493400917618e-08
resolution_max_b1_gaussian_conv,4,saved,train_probe,1,0.05,0.12620948028564455,0.12620954600336642,6.571772187546898e-08
resolution_max_b1_gaussian_conv,4,saved,test_probe,0,0.005,0.0005884017944336462,0.0005886294981032325,2.2770366958635435e-07
resolution_max_b1_gaussian_conv,4,saved,test_probe,0,0.01,0.002526527404785095,0.0025267841517696565,2.567469845615733e-07
resolution_max_b1_gaussian_conv,4,saved,test_probe,0,0.02,0.011599494934082077,0.011599790131716303,2.951976342258078e-07
resolution_max_b1_gaussian_conv,4,saved,test_probe,0,0.05,0.08140261840820318,0.08140285887025689,2.404620537133084e-07
resolution_max_b1_gaussian_conv,4,saved,test_probe,1,0.005,0.0012288513183593697,0.001229044716520189,1.933981608193136e-07
resolution_max_b1_gaussian_conv,4,saved,test_probe,1,0.01,0.004656211853027448,0.004656416598160185,2.0474513273693873e-07
resolution_max_b1_gaussian_conv,4,saved,test_probe,1,0.02,0.017800834655761766,0.01780112131782219,2.866620604224934e-07
resolution_max_b1_gaussian_conv,4,saved,test_probe,1,0.05,0.11651115417480473,0.11651133724083129,1.8306602656004145e-07
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,0,0.005,0.0006472702026367183,0.0006472780461647121,7.843527993767196e-09
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,0,0.01,0.002364028930664064,0.002364019788684668,9.141979395721478e-09
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,0,0.02,0.009110725402832032,0.009110761483980045,3.608114801378903e-08
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,0,0.05,0.05264855957031245,0.05264856083301833,1.2627058842973327e-09
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,1,0.005,0.0005833129882812371,0.0005833588392039069,4.585092266973234e-08
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,1,0.01,0.0023661422729492343,0.0023661459060237977,3.633074563413885e-09
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,1,0.02,0.00861412811279294,0.008614117651399855,1.046139308513716e-08
resolution_max_b1_gaussian_conv,4,recalibrated,train_probe,1,0.05,0.048030723571777345,0.0480307276323686,4.060591252130763e-09
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,0,0.005,8.042907714839176e-05,8.049561790191007e-05,6.654075351830713e-08
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,0,0.01,0.0006259231567382617,0.0006259062326124942,1.6924125767481257e-08
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,0,0.02,0.004207168579101472,0.00420712194047046,4.66386310127298e-08
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,0,0.05,0.03433393859863282,0.03433398051098702,4.191235419837014e-08
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,1,0.005,0.00031788635253909847,0.0003179331345483649,4.6782009266443936e-08
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,1,0.01,0.0015430755615233882,0.0015431030249152267,2.746339183845592e-08
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,1,0.02,0.006372390747070356,0.006372421306810594,3.055974023835617e-08
resolution_max_b1_gaussian_conv,4,recalibrated,test_probe,1,0.05,0.03750965881347651,0.03750969449004504,3.567656853276091e-08
resolution_max_b1_gaussian_conv,4,centre_frozen,train_probe,0,0.005,0.0012227859497070392,0.0012228140210480687,2.8071341029445307e-08
resolution_max_b1_gaussian_conv,4,centre_frozen,train_probe,0,0.01,0.0047108764648437496,0.004710892714746895,1.62499031453045e-08
resolution_max_b1_gaussian_conv,4,centre_frozen,train_probe,0,0.02,0.017701461791992168,0.017701506722683114,4.493069094557711e-08
resolution_max_b1_gaussian_conv,4,centre_frozen,train_probe,0,0.05,0.10477739715576173,0.10477746106223779,6.390647605547528e-08
resolution_max_b1_gaussian_conv,4,centre_frozen,train_probe,1,0.005,0.0015447540283203276,0.0015447444421754497,9.586144877893332e-09
resolution_max_b1_gaussian_conv,4,centre_frozen,train_probe,1,0.01,0.0059804458618164524,0.005980456370099363,1.0508282910492994e-08
resolution_max_b1_gaussian_conv,4,centre_frozen,train_probe,1,0.02,0.02236804199218745,0.022368040652474774,1.3397126741310217e-09
resolution_max_b1_gaussian_conv,4,centre_frozen,train_probe,1,0.05,0.12826468658447265,0.12826473406618366,4.748171100743548e-08
resolution_max_b1_gaussian_conv,4,centre_frozen,test_probe,0,0.005,0.0005238037109374649,0.000523828932073922,2.5221136457087567e-08
resolution_max_b1_gaussian_conv,4,centre_frozen,test_probe,0,0.01,0.0023184661865234824,0.002318477945580155,1.1759056672833168e-08
resolution_max_b1_gaussian_conv,4,centre_frozen,test_probe,0,0.02,0.01152893066406252,0.011528849219961668,8.144410085231257e-08
resolution_max_b1_gaussian_conv,4,centre_frozen,test_probe,0,0.05,0.08283929443359367,0.08283927310556838,2.1328025290312524e-08
resolution_max_b1_gaussian_conv,4,centre_frozen,test_probe,1,0.005,0.0011153259277343897,0.0011152907588932726,3.516884111709473e-08
resolution_max_b1_gaussian_conv,4,centre_frozen,test_probe,1,0.01,0.0044809188842773184,0.004480913448856261,5.435421057686796e-09
