pair,seed,alpha,policy,train_probe_ce,test_probe_ce,source
resolution_combined,0,0.84,recalibrated,0.48855006408691404,0.6438460693359375,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.86,recalibrated,0.4499021911621094,0.6149955749511719,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.88,recalibrated,0.41648326110839845,0.5904285888671875,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.9,recalibrated,0.38716612243652343,0.5707061157226563,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.92,recalibrated,0.3620240936279297,0.555087875366211,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.9400000000000001,recalibrated,0.34203150939941407,0.5430079650878906,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.96,recalibrated,0.32597811889648437,0.534202392578125,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,0.98,recalibrated,0.3141237030029297,0.5292086486816406,v2:interp__resolution_combined__seed0.jsonl
resolution_combined,0,1.0,recalibrated,0.30662591552734375,0.5280258178710937,v2:interp__resolution_combined__seed0.jsonl
plain_combined,1,0.0,recalibrated,0.19905135345458985,0.7145313110351562,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.02,recalibrated,0.2096890106201172,0.7195404357910157,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.04,recalibrated,0.23046682739257812,0.7288174438476562,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.06,recalibrated,0.26045156860351565,0.7444611511230469,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.08,recalibrated,0.2991950988769531,0.764740966796875,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.1,recalibrated,0.3468971405029297,0.788505859375,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.12,recalibrated,0.40245283508300783,0.8195235595703125,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.14,recalibrated,0.4645822448730469,0.8567018432617187,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.16,recalibrated,0.5322159729003906,0.8993179321289062,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.18,recalibrated,0.6043211975097657,0.94512890625,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.2,recalibrated,0.6807193603515626,0.9949539184570313,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.22,recalibrated,0.7592767028808594,1.050281005859375,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.24,recalibrated,0.837175537109375,1.1081151733398438,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.26,recalibrated,0.9161268310546875,1.1662417602539064,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.28,recalibrated,0.99702783203125,1.2250781860351563,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.3,recalibrated,1.0773690185546876,1.2825885620117188,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.32,recalibrated,1.1549097900390626,1.3359205322265626,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.34,recalibrated,1.2296315307617187,1.3833312377929687,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.36,recalibrated,1.299032470703125,1.4280208129882812,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.38,recalibrated,1.36071875,1.4695343627929687,v2:interp__plain_combined__seed1.jsonl
plain_combined,1,0.4,recalibrated,1.4134218139648438,1.5024693603515624,v2:interp__plain_combined__seed1.jsonl
