method,epoch,state_label,state,seed,policy,split,centre_ce
resolution_max_b1_gaussian_conv,6,final,r32_G0,4,recalibrated,test_probe,1.7570140991210939
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,0,saved,train_probe,0.67499560546875
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,0,saved,test_probe,0.7746568298339844
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,0,recalibrated,train_probe,0.6111329650878906
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,0,recalibrated,test_probe,0.7399639587402344
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,1,saved,train_probe,0.6761556396484375
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,1,saved,test_probe,0.7480316467285156
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,1,recalibrated,train_probe,0.6552991027832031
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,1,recalibrated,test_probe,0.7279786071777343
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,2,saved,train_probe,0.6406350402832032
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,2,saved,test_probe,0.7173063049316406
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,2,recalibrated,train_probe,0.6218771667480468
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,2,recalibrated,test_probe,0.688921875
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,3,saved,train_probe,0.6610306091308594
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,3,saved,test_probe,0.7596583557128906
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,3,recalibrated,train_probe,0.6412930908203125
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,3,recalibrated,test_probe,0.7345807800292968
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,4,saved,train_probe,0.6744306030273437
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,4,saved,test_probe,0.8335479736328125
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,4,recalibrated,train_probe,0.6249828491210937
resolution_max_b1_gaussian_conv,9,before,r24_G0.7,4,recalibrated,test_probe,0.7631728515625
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,0,saved,train_probe,1.4824725952148436
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,0,saved,test_probe,1.5556397705078124
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,0,recalibrated,train_probe,0.6909104614257813
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,0,recalibrated,test_probe,0.7779932861328125
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,1,saved,train_probe,0.9428819580078125
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,1,saved,test_probe,0.963840087890625
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,1,recalibrated,train_probe,0.7074098510742187
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,1,recalibrated,test_probe,0.7591348571777343
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,2,saved,train_probe,0.82618115234375
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,2,saved,test_probe,0.8763700561523438
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,2,recalibrated,train_probe,0.7002528991699218
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,2,recalibrated,test_probe,0.732807861328125
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,3,saved,train_probe,0.8437122192382812
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,3,saved,test_probe,0.9333242797851562
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,3,recalibrated,train_probe,0.6734364013671875
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,3,recalibrated,test_probe,0.7524146728515625
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,4,saved,train_probe,0.8432342834472656
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,4,saved,test_probe,0.9472446899414062
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,4,recalibrated,train_probe,0.6960167846679688
resolution_max_b1_gaussian_conv,9,after,r24_G0.6,4,recalibrated,test_probe,0.7999266967773437
resolution_max_b1_gaussian_conv,9,final,r32_G0,0,saved,train_probe,4.613612060546875
resolution_max_b1_gaussian_conv,9,final,r32_G0,0,saved,test_probe,4.5847529296875
resolution_max_b1_gaussian_conv,9,final,r32_G0,0,recalibrated,train_probe,1.6662012329101563
resolution_max_b1_gaussian_conv,9,final,r32_G0,0,recalibrated,test_probe,1.7000636596679688
resolution_max_b1_gaussian_conv,9,final,r32_G0,1,saved,train_probe,4.96160986328125
resolution_max_b1_gaussian_conv,9,final,r32_G0,1,saved,test_probe,4.85029248046875
resolution_max_b1_gaussian_conv,9,final,r32_G0,1,recalibrated,train_probe,1.562552001953125
resolution_max_b1_gaussian_conv,9,final,r32_G0,1,recalibrated,test_probe,1.589802001953125
resolution_max_b1_gaussian_conv,9,final,r32_G0,2,saved,train_probe,3.9512607421875
resolution_max_b1_gaussian_conv,9,final,r32_G0,2,saved,test_probe,3.93729541015625
resolution_max_b1_gaussian_conv,9,final,r32_G0,2,recalibrated,train_probe,1.5661753540039063
resolution_max_b1_gaussian_conv,9,final,r32_G0,2,recalibrated,test_probe,1.5566488037109374
resolution_max_b1_gaussian_conv,9,final,r32_G0,3,saved,train_probe,3.67368310546875
resolution_max_b1_gaussian_conv,9,final,r32_G0,3,saved,test_probe,3.6840546875
resolution_max_b1_gaussian_conv,9,final,r32_G0,3,recalibrated,train_probe,1.5876288452148437
resolution_max_b1_gaussian_conv,9,final,r32_G0,3,recalibrated,test_probe,1.63521435546875
resolution_max_b1_gaussian_conv,9,final,r32_G0,4,saved,train_probe,3.6066094970703126
resolution_max_b1_gaussian_conv,9,final,r32_G0,4,saved,test_probe,3.515609375
resolution_max_b1_gaussian_conv,9,final,r32_G0,4,recalibrated,train_probe,1.6378137817382812
resolution_max_b1_gaussian_conv,9,final,r32_G0,4,recalibrated,test_probe,1.64504541015625
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,0,saved,train_probe,0.5260738220214843
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,0,saved,test_probe,0.6922208251953125
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,0,recalibrated,train_probe,0.5230520782470703
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,0,recalibrated,test_probe,0.6705953063964843
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,1,saved,train_probe,0.5349801025390625
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,1,saved,test_probe,0.6528913879394531
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,1,recalibrated,train_probe,0.5200967559814453
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,1,recalibrated,test_probe,0.6408253173828125
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,2,saved,train_probe,0.5131208801269531
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,2,saved,test_probe,0.6519014892578125
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,2,recalibrated,train_probe,0.49972674560546876
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,2,recalibrated,test_probe,0.6408884582519532
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,3,saved,train_probe,0.4891329650878906
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,3,saved,test_probe,0.6190553588867187
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,3,recalibrated,train_probe,0.4832899475097656
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,3,recalibrated,test_probe,0.6142568054199219
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,4,saved,train_probe,0.4897853546142578
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,4,saved,test_probe,0.6637279357910156
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,4,recalibrated,train_probe,0.48863555908203127
resolution_max_b1_gaussian_conv,12,before,r24_G0.6,4,recalibrated,test_probe,0.6611011047363281
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,0,saved,train_probe,3.5944698486328126
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,0,saved,test_probe,3.6200086669921876
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,0,recalibrated,train_probe,0.9093753967285156
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,0,recalibrated,test_probe,1.0267267150878907
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,1,saved,train_probe,4.85012841796875
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,1,saved,test_probe,4.85281103515625
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,1,recalibrated,train_probe,0.9372561340332031
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,1,recalibrated,test_probe,1.0208515319824218
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,2,saved,train_probe,3.5150860595703124
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,2,saved,test_probe,3.4574317626953124
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,2,recalibrated,train_probe,0.8742938232421875
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,2,recalibrated,test_probe,1.0323672485351563
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,3,saved,train_probe,3.911105224609375
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,3,saved,test_probe,3.93061962890625
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,3,recalibrated,train_probe,0.8535210571289062
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,3,recalibrated,test_probe,0.9461796569824219
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,4,saved,train_probe,3.6006605224609376
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,4,saved,test_probe,3.5749619140625
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,4,recalibrated,train_probe,0.8643442687988281
resolution_max_b1_gaussian_conv,12,after,r32_G0.5,4,recalibrated,test_probe,0.9690529174804687
resolution_max_b1_gaussian_conv,12,final,r32_G0,0,saved,train_probe,3.0282493896484377
resolution_max_b1_gaussian_conv,12,final,r32_G0,0,saved,test_probe,3.11470458984375
resolution_max_b1_gaussian_conv,12,final,r32_G0,0,recalibrated,train_probe,1.3401229248046875
resolution_max_b1_gaussian_conv,12,final,r32_G0,0,recalibrated,test_probe,1.398220703125
resolution_max_b1_gaussian_conv,12,final,r32_G0,1,saved,train_probe,2.943685302734375
resolution_max_b1_gaussian_conv,12,final,r32_G0,1,saved,test_probe,2.9280885009765627
resolution_max_b1_gaussian_conv,12,final,r32_G0,1,recalibrated,train_probe,1.2273446044921874
resolution_max_b1_gaussian_conv,12,final,r32_G0,1,recalibrated,test_probe,1.2536142578125
resolution_max_b1_gaussian_conv,12,final,r32_G0,2,saved,train_probe,3.8330997314453126
resolution_max_b1_gaussian_conv,12,final,r32_G0,2,saved,test_probe,3.830775390625
resolution_max_b1_gaussian_conv,12,final,r32_G0,2,recalibrated,train_probe,1.2839404296875
resolution_max_b1_gaussian_conv,12,final,r32_G0,2,recalibrated,test_probe,1.3050645751953125
resolution_max_b1_gaussian_conv,12,final,r32_G0,3,saved,train_probe,3.737318115234375
resolution_max_b1_gaussian_conv,12,final,r32_G0,3,saved,test_probe,3.798335205078125
resolution_max_b1_gaussian_conv,12,final,r32_G0,3,recalibrated,train_probe,1.232994384765625
resolution_max_b1_gaussian_conv,12,final,r32_G0,3,recalibrated,test_probe,1.3236993408203126
resolution_max_b1_gaussian_conv,12,final,r32_G0,4,saved,train_probe,3.050833251953125
resolution_max_b1_gaussian_conv,12,final,r32_G0,4,saved,test_probe,3.000474365234375
resolution_max_b1_gaussian_conv,12,final,r32_G0,4,recalibrated,train_probe,1.29801123046875
resolution_max_b1_gaussian_conv,12,final,r32_G0,4,recalibrated,test_probe,1.31238720703125
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,0,saved,train_probe,0.5205228576660156
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,0,saved,test_probe,0.632994140625
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,0,recalibrated,train_probe,0.4934424133300781
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,0,recalibrated,test_probe,0.6136235046386719
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,1,saved,train_probe,0.4984993896484375
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,1,saved,test_probe,0.5935216064453125
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,1,recalibrated,train_probe,0.48585301208496096
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,1,recalibrated,test_probe,0.5789289855957032
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,2,saved,train_probe,0.49819288635253905
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,2,saved,test_probe,0.6069798278808594
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,2,recalibrated,train_probe,0.4871925811767578
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,2,recalibrated,test_probe,0.5940975952148437
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,3,saved,train_probe,0.47065240478515624
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,3,saved,test_probe,0.6066765441894532
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,3,recalibrated,train_probe,0.47382293701171874
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,3,recalibrated,test_probe,0.6026468200683593
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,4,saved,train_probe,0.5063198699951171
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,4,saved,test_probe,0.5910196533203125
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,4,recalibrated,train_probe,0.48896896362304687
resolution_max_b1_gaussian_conv,15,before,r32_G0.5,4,recalibrated,test_probe,0.5816460571289063
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,0,saved,train_probe,1.607251220703125
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,0,saved,test_probe,1.6198466796875
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,0,recalibrated,train_probe,0.6501044006347656
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,0,recalibrated,test_probe,0.7171841430664062
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,1,saved,train_probe,1.1878864135742186
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,1,saved,test_probe,1.234038818359375
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,1,recalibrated,train_probe,0.6227071838378906
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,1,recalibrated,test_probe,0.6830882568359375
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,2,saved,train_probe,1.1089404296875
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,2,saved,test_probe,1.1367693481445313
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,2,recalibrated,train_probe,0.6147603454589844
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,2,recalibrated,test_probe,0.6660139770507812
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,3,saved,train_probe,0.8706893310546875
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,3,saved,test_probe,0.9274261169433594
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,3,recalibrated,train_probe,0.6233533630371094
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,3,recalibrated,test_probe,0.6968920593261718
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,4,saved,train_probe,1.25129736328125
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,4,saved,test_probe,1.26667041015625
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,4,recalibrated,train_probe,0.6242959594726563
resolution_max_b1_gaussian_conv,15,after,r32_G0.4,4,recalibrated,test_probe,0.6878902893066406
resolution_max_b1_gaussian_conv,15,final,r32_G0,0,saved,train_probe,6.675029052734375
resolution_max_b1_gaussian_conv,15,final,r32_G0,0,saved,test_probe,6.49948095703125
resolution_max_b1_gaussian_conv,15,final,r32_G0,0,recalibrated,train_probe,0.9994246826171875
resolution_max_b1_gaussian_conv,15,final,r32_G0,0,recalibrated,test_probe,1.0405892944335937
resolution_max_b1_gaussian_conv,15,final,r32_G0,1,saved,train_probe,4.9914853515625
resolution_max_b1_gaussian_conv,15,final,r32_G0,1,saved,test_probe,4.84301904296875
resolution_max_b1_gaussian_conv,15,final,r32_G0,1,recalibrated,train_probe,0.9611343994140625
resolution_max_b1_gaussian_conv,15,final,r32_G0,1,recalibrated,test_probe,1.0038843383789062
resolution_max_b1_gaussian_conv,15,final,r32_G0,2,saved,train_probe,4.55500830078125
resolution_max_b1_gaussian_conv,15,final,r32_G0,2,saved,test_probe,4.5021982421875
resolution_max_b1_gaussian_conv,15,final,r32_G0,2,recalibrated,train_probe,0.9310529479980468
resolution_max_b1_gaussian_conv,15,final,r32_G0,2,recalibrated,test_probe,0.9494346313476563
resolution_max_b1_gaussian_conv,15,final,r32_G0,3,saved,train_probe,3.0773238525390627
resolution_max_b1_gaussian_conv,15,final,r32_G0,3,saved,test_probe,2.9284287109375
resolution_max_b1_gaussian_conv,15,final,r32_G0,3,recalibrated,train_probe,0.987833984375
resolution_max_b1_gaussian_conv,15,final,r32_G0,3,recalibrated,test_probe,1.0397457275390625
resolution_max_b1_gaussian_conv,15,final,r32_G0,4,saved,train_probe,5.82687158203125
resolution_max_b1_gaussian_conv,15,final,r32_G0,4,saved,test_probe,5.67645458984375
resolution_max_b1_gaussian_conv,15,final,r32_G0,4,recalibrated,train_probe,0.9935047302246094
resolution_max_b1_gaussian_conv,15,final,r32_G0,4,recalibrated,test_probe,1.0248233642578124
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,0,saved,train_probe,0.41790237426757815
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,0,saved,test_probe,0.5577601013183594
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,0,recalibrated,train_probe,0.41196722412109377
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,0,recalibrated,test_probe,0.5499944458007813
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,1,saved,train_probe,0.39427580261230466
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,1,saved,test_probe,0.5808771057128906
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,1,recalibrated,train_probe,0.39086241149902345
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,1,recalibrated,test_probe,0.5734779052734374
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,2,saved,train_probe,0.4105768432617187
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,2,saved,test_probe,0.5594770660400391
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,2,recalibrated,train_probe,0.39666018676757814
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,2,recalibrated,test_probe,0.5516972808837891
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,3,saved,train_probe,0.4189076232910156
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,3,saved,test_probe,0.5800603637695313
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,3,recalibrated,train_probe,0.41698007202148435
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,3,recalibrated,test_probe,0.571045166015625
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,4,saved,train_probe,0.40222967529296877
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,4,saved,test_probe,0.55398974609375
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,4,recalibrated,train_probe,0.3940559387207031
resolution_max_b1_gaussian_conv,18,before,r32_G0.4,4,recalibrated,test_probe,0.5341664428710937
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,0,saved,train_probe,0.7111942138671875
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,0,saved,test_probe,0.8210076293945312
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,0,recalibrated,train_probe,0.5208520812988281
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,0,recalibrated,test_probe,0.63018310546875
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,1,saved,train_probe,0.6018886108398438
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,1,saved,test_probe,0.7537283325195312
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,1,recalibrated,train_probe,0.5014440155029297
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,1,recalibrated,test_probe,0.6414562072753907
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,2,saved,train_probe,0.6180274658203125
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,2,saved,test_probe,0.7530670166015625
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,2,recalibrated,train_probe,0.4965800323486328
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,2,recalibrated,test_probe,0.6138820190429688
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,3,saved,train_probe,0.5981343383789063
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,3,saved,test_probe,0.7277843627929688
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,3,recalibrated,train_probe,0.5106431884765625
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,3,recalibrated,test_probe,0.6326885070800782
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,4,saved,train_probe,0.60917236328125
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,4,saved,test_probe,0.6972947082519532
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,4,recalibrated,train_probe,0.4990016174316406
resolution_max_b1_gaussian_conv,18,after,r32_G0.3,4,recalibrated,test_probe,0.5991159362792968
resolution_max_b1_gaussian_conv,18,final,r32_G0,0,saved,train_probe,0.7966978149414062
resolution_max_b1_gaussian_conv,18,final,r32_G0,0,saved,test_probe,0.8963218994140625
resolution_max_b1_gaussian_conv,18,final,r32_G0,0,recalibrated,train_probe,0.5450054016113282
resolution_max_b1_gaussian_conv,18,final,r32_G0,0,recalibrated,test_probe,0.6493305053710937
resolution_max_b1_gaussian_conv,18,final,r32_G0,1,saved,train_probe,0.6659862670898438
resolution_max_b1_gaussian_conv,18,final,r32_G0,1,saved,test_probe,0.8124874267578125
resolution_max_b1_gaussian_conv,18,final,r32_G0,1,recalibrated,train_probe,0.524740234375
resolution_max_b1_gaussian_conv,18,final,r32_G0,1,recalibrated,test_probe,0.66002490234375
resolution_max_b1_gaussian_conv,18,final,r32_G0,2,saved,train_probe,0.691021484375
resolution_max_b1_gaussian_conv,18,final,r32_G0,2,saved,test_probe,0.8260636291503907
resolution_max_b1_gaussian_conv,18,final,r32_G0,2,recalibrated,train_probe,0.5197311401367187
resolution_max_b1_gaussian_conv,18,final,r32_G0,2,recalibrated,test_probe,0.6318586120605468
resolution_max_b1_gaussian_conv,18,final,r32_G0,3,saved,train_probe,0.6530042724609375
resolution_max_b1_gaussian_conv,18,final,r32_G0,3,saved,test_probe,0.7775215759277344
resolution_max_b1_gaussian_conv,18,final,r32_G0,3,recalibrated,train_probe,0.5321312255859375
resolution_max_b1_gaussian_conv,18,final,r32_G0,3,recalibrated,test_probe,0.6510269165039062
resolution_max_b1_gaussian_conv,18,final,r32_G0,4,saved,train_probe,0.6656070251464844
resolution_max_b1_gaussian_conv,18,final,r32_G0,4,saved,test_probe,0.7486058959960937
resolution_max_b1_gaussian_conv,18,final,r32_G0,4,recalibrated,train_probe,0.5217480621337891
resolution_max_b1_gaussian_conv,18,final,r32_G0,4,recalibrated,test_probe,0.6167235412597656
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,0,saved,train_probe,0.36200025939941405
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,0,saved,test_probe,0.5440566253662109
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,0,recalibrated,train_probe,0.36275137329101564
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,0,recalibrated,test_probe,0.5427296447753907
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,1,saved,train_probe,0.3643123779296875
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,1,saved,test_probe,0.5700822143554688
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,1,recalibrated,train_probe,0.35992782592773437
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,1,recalibrated,test_probe,0.55981689453125
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,2,saved,train_probe,0.35485467529296877
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,2,saved,test_probe,0.5425082702636719
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,2,recalibrated,train_probe,0.3496387481689453
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,2,recalibrated,test_probe,0.5457814788818359
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,3,saved,train_probe,0.36398092651367187
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,3,saved,test_probe,0.5399368286132813
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,3,recalibrated,train_probe,0.36178375244140626
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,3,recalibrated,test_probe,0.542118896484375
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,4,saved,train_probe,0.3695083160400391
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,4,saved,test_probe,0.5329207153320312
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,4,recalibrated,train_probe,0.3552353515625
resolution_max_b1_gaussian_conv,21,before,r32_G0.3,4,recalibrated,test_probe,0.5222025909423829
resolution_max_b1_gaussian_conv,21,after,r32_G0,0,saved,train_probe,0.36440335083007813
resolution_max_b1_gaussian_conv,21,after,r32_G0,0,saved,test_probe,0.5466757507324219
resolution_max_b1_gaussian_conv,21,after,r32_G0,0,recalibrated,train_probe,0.36736846923828126
resolution_max_b1_gaussian_conv,21,after,r32_G0,0,recalibrated,test_probe,0.5449421081542969
resolution_max_b1_gaussian_conv,21,after,r32_G0,1,saved,train_probe,0.36605482482910157
resolution_max_b1_gaussian_conv,21,after,r32_G0,1,saved,test_probe,0.5707705993652343
resolution_max_b1_gaussian_conv,21,after,r32_G0,1,recalibrated,train_probe,0.3663572540283203
resolution_max_b1_gaussian_conv,21,after,r32_G0,1,recalibrated,test_probe,0.5622990112304688
resolution_max_b1_gaussian_conv,21,after,r32_G0,2,saved,train_probe,0.36097279357910156
resolution_max_b1_gaussian_conv,21,after,r32_G0,2,saved,test_probe,0.549162109375
resolution_max_b1_gaussian_conv,21,after,r32_G0,2,recalibrated,train_probe,0.3551959075927734
resolution_max_b1_gaussian_conv,21,after,r32_G0,2,recalibrated,test_probe,0.5484110412597656
resolution_max_b1_gaussian_conv,21,after,r32_G0,3,saved,train_probe,0.3659637298583984
resolution_max_b1_gaussian_conv,21,after,r32_G0,3,saved,test_probe,0.5437384338378907
resolution_max_b1_gaussian_conv,21,after,r32_G0,3,recalibrated,train_probe,0.3664467468261719
resolution_max_b1_gaussian_conv,21,after,r32_G0,3,recalibrated,test_probe,0.5446912536621094
resolution_max_b1_gaussian_conv,21,after,r32_G0,4,saved,train_probe,0.3773746337890625
resolution_max_b1_gaussian_conv,21,after,r32_G0,4,saved,test_probe,0.5351604919433594
resolution_max_b1_gaussian_conv,21,after,r32_G0,4,recalibrated,train_probe,0.36073870849609374
resolution_max_b1_gaussian_conv,21,after,r32_G0,4,recalibrated,test_probe,0.5241776885986328
resolution_max_b1_gaussian_conv,21,final,r32_G0,0,saved,train_probe,0.36440335083007813
resolution_max_b1_gaussian_conv,21,final,r32_G0,0,saved,test_probe,0.5466757507324219
resolution_max_b1_gaussian_conv,21,final,r32_G0,0,recalibrated,train_probe,0.36736846923828126
resolution_max_b1_gaussian_conv,21,final,r32_G0,0,recalibrated,test_probe,0.5449421081542969
resolution_max_b1_gaussian_conv,21,final,r32_G0,1,saved,train_probe,0.36605482482910157
resolution_max_b1_gaussian_conv,21,final,r32_G0,1,saved,test_probe,0.5707705993652343
resolution_max_b1_gaussian_conv,21,final,r32_G0,1,recalibrated,train_probe,0.3663572540283203
