method,seed,policy,split,direction,amplitude,centre_ce,dL_plus,dL_minus,S
plain,0,saved,train_probe,5,0.2,0.2235287322998047,3.8577527618408203,2.694387893676758,3.276070327758789
plain,0,saved,train_probe,5,0.25,0.2235287322998047,6.126842361450195,4.323810134887696,5.225326248168946
plain,0,saved,train_probe,5,0.35,0.2235287322998047,10.956024978637695,8.574442947387695,9.765233963012694
plain,0,saved,train_probe,5,0.5,0.2235287322998047,23.066880447387696,20.647057205200195,21.856968826293944
plain,0,saved,train_probe,6,0.005,0.2235287322998047,0.0029450988769531283,0.0006698303222656132,0.0018074645996093708
plain,0,saved,train_probe,6,0.01,0.2235287322998047,0.009675033569335939,0.0049998321533203105,0.007337432861328125
plain,0,saved,train_probe,6,0.02,0.2235287322998047,0.03311559295654298,0.02481915283203126,0.02896737289428712
plain,0,saved,train_probe,6,0.025,0.2235287322998047,0.05022018432617187,0.0407292022705078,0.045474693298339836
plain,0,saved,train_probe,6,0.05,0.2235287322998047,0.1916722869873047,0.1949101715087891,0.1932912292480469
plain,0,saved,train_probe,6,0.1,0.2235287322998047,0.7339310760498048,0.9929275054931641,0.8634292907714844
plain,0,saved,train_probe,6,0.2,0.2235287322998047,2.7193228302001953,5.2182622833251955,3.968792556762695
plain,0,saved,train_probe,6,0.25,0.2235287322998047,3.995734939575195,8.231594314575196,6.113664627075195
plain,0,saved,train_probe,6,0.35,0.2235287322998047,7.080015213012695,14.781536209106445,10.930775711059571
plain,0,saved,train_probe,6,0.5,0.2235287322998047,12.267786209106445,25.316913650512696,18.79234992980957
plain,0,saved,train_probe,7,0.005,0.2235287322998047,0.0004398117065429752,0.0019188919067382737,0.0011793518066406244
plain,0,saved,train_probe,7,0.01,0.2235287322998047,0.0032231521606445324,0.005898208618164064,0.004560680389404298
plain,0,saved,train_probe,7,0.02,0.2235287322998047,0.015850334167480468,0.020040733337402333,0.0179455337524414
plain,0,saved,train_probe,7,0.025,0.2235287322998047,0.025948806762695314,0.030668556213378884,0.0283086814880371
plain,0,saved,train_probe,7,0.05,0.2235287322998047,0.11082106018066407,0.11759338378906248,0.11420722198486327
plain,0,saved,train_probe,7,0.1,0.2235287322998047,0.4885053863525391,0.4734032745361328,0.48095433044433594
plain,0,saved,train_probe,7,0.2,0.2235287322998047,2.19682014465332,1.970481521606445,2.083650833129883
plain,0,saved,train_probe,7,0.25,0.2235287322998047,3.467739822387695,3.1397251739501955,3.3037324981689453
