study,method,seed,epoch,update,lr_last_update,train_loss_epoch,state_used_resolution,state_used_sigma,current_train_probe_acc,current_train_probe_ce,current_test_acc,current_test_ce,target_train_probe_acc,target_train_probe_ce,target_test_acc,target_test_ce
resnet20act_cifar10/silu,gaussian_postrelu,2,22,8602,0.0008356933695777008,0.42466911135196683,,0.0,0.88,0.36185150146484374,0.7961,0.598485498046875,0.88,0.36185150146484374,0.7961,0.598485498046875
resnet20act_cifar10/silu,gaussian_postrelu,2,23,8993,0.0006489079999188671,0.40880919629096985,,0.0,0.884,0.3370825805664063,0.7962,0.6000983154296875,0.884,0.3370825805664063,0.7962,0.6000983154296875
resnet20act_cifar10/silu,gaussian_postrelu,2,24,9384,0.0004826124690963721,0.3936094154548645,,0.0,0.894,0.33279171752929687,0.7932,0.5995354461669922,0.894,0.33279171752929687,0.7932,0.5995354461669922
resnet20act_cifar10/silu,gaussian_postrelu,2,25,9775,0.0003386475114581614,0.37864692021369933,,0.0,0.902,0.3205889282226563,0.7985,0.5921293533325195,0.902,0.3205889282226563,0.7985,0.5921293533325195
resnet20act_cifar10/silu,gaussian_postrelu,2,26,10166,0.00021860668301331375,0.37217480289459226,,0.0,0.896,0.3159136047363281,0.7981,0.5941363937377929,0.896,0.3159136047363281,0.7981,0.5941363937377929
resnet20act_cifar10/silu,gaussian_postrelu,2,27,10557,0.00012381872227320984,0.36300625134944914,,0.0,0.902,0.311210205078125,0.7973,0.5951515747070313,0.902,0.311210205078125,0.7973,0.5951515747070313
resnet20act_cifar10/silu,gaussian_postrelu,2,28,10948,5.53328423720989e-05,0.3595595853376389,,0.0,0.904,0.30448556518554687,0.7993,0.5949050231933594,0.904,0.30448556518554687,0.7993,0.5949050231933594
resnet20act_cifar10/silu,gaussian_postrelu,2,29,11339,1.3907117269393864e-05,0.3556189246225357,,0.0,0.912,0.30998211669921877,0.7977,0.5951614929199218,0.912,0.30998211669921877,0.7977,0.5951614929199218
resnet20act_cifar10/silu,gaussian_postrelu,2,30,11730,9.058745198409212e-11,0.355685279135704,,0.0,0.904,0.30292474365234373,0.7984,0.5920840026855468,0.904,0.30292474365234373,0.7984,0.5920840026855468
resnet20act_cifar10/silu,plain,0,0,0,8.333333333333333e-05,,,,0.098,2.484265625,0.0985,2.481695495605469,,,,
resnet20act_cifar10/silu,plain,0,1,391,0.004990141512569891,1.9212803768539428,,,0.37,1.69466064453125,0.3536,1.6656295593261718,,,,
resnet20act_cifar10/silu,plain,0,2,782,0.004953056580549272,1.5755057400894166,,,0.466,1.468857177734375,0.462,1.4464032409667968,,,,
resnet20act_cifar10/silu,plain,0,3,1173,0.004888818630747975,1.3456560250473022,,,0.538,1.263539794921875,0.5327,1.2538704528808593,,,,
resnet20act_cifar10/silu,plain,0,4,1564,0.004798138716554241,1.1825553954696655,,,0.588,1.12822802734375,0.5932,1.1164813293457032,,,,
resnet20act_cifar10/silu,plain,0,5,1955,0.004682020578909872,1.0681448691940307,,,0.628,1.033023681640625,0.6294,1.0199596893310547,,,,
resnet20act_cifar10/silu,plain,0,6,2346,0.004541749535846712,0.9788459776306152,,,0.654,0.9517317504882813,0.6644,0.9361793060302734,,,,
resnet20act_cifar10/silu,plain,0,7,2737,0.0043788782552308895,0.9090821954536438,,,0.694,0.8950081176757813,0.6697,0.9175044036865234,,,,
resnet20act_cifar10/silu,plain,0,8,3128,0.004195209568197074,0.8535235366630555,,,0.714,0.81709375,0.6973,0.8549525512695313,,,,
resnet20act_cifar10/silu,plain,0,9,3519,0.0039927765135118086,0.79684301612854,,,0.746,0.746946533203125,0.7124,0.8181549499511719,,,,
resnet20act_cifar10/silu,plain,0,10,3910,0.0037738198337559444,0.7537039679813385,,,0.742,0.739977783203125,0.7216,0.7885164703369141,,,,
resnet20act_cifar10/silu,plain,0,11,4301,0.0035407631724221527,0.7022120927810669,,,0.742,0.6982688598632812,0.722,0.7880359222412109,,,,
resnet20act_cifar10/silu,plain,0,12,4692,0.003296186246472237,0.6658824399757385,,,0.808,0.5991898193359375,0.7413,0.7385979614257813,,,,
resnet20act_cifar10/silu,plain,0,13,5083,0.0030427962913086395,0.6276205452919006,,,0.79,0.5890604248046875,0.7473,0.7240523590087891,,,,
resnet20act_cifar10/silu,plain,0,14,5474,0.0027833980942373526,0.5957530354881286,,,0.808,0.548409423828125,0.7434,0.7384157531738281,,,,
resnet20act_cifar10/silu,plain,0,15,5865,0.0025208629481234496,0.5663096633911133,,,0.824,0.5206957397460937,0.7596,0.7062228302001953,,,,
resnet20act_cifar10/silu,plain,0,16,6256,0.0022580968688929426,0.5306600037956237,,,0.86,0.456785888671875,0.7606,0.6956693939208984,,,,
resnet20act_cifar10/silu,plain,0,17,6647,0.0019980084286831713,0.5026682573509216,,,0.83,0.4737435913085937,0.7551,0.7109886077880859,,,,
resnet20act_cifar10/silu,plain,0,18,7038,0.0017434765606983522,0.4783484675693512,,,0.852,0.4234532470703125,0.7622,0.6948101104736328,,,,
resnet20act_cifar10/silu,plain,0,19,7429,0.0014973186921401005,0.447718992767334,,,0.878,0.372525390625,0.7689,0.685244189453125,,,,
resnet20act_cifar10/silu,plain,0,20,7820,0.0012622595579512698,0.4244869751739502,,,0.892,0.3590127563476562,0.7658,0.6916284606933594,,,,
resnet20act_cifar10/silu,plain,0,21,8211,0.0010409010405754784,0.4040682561683655,,,0.892,0.3308005981445313,0.7735,0.6864753479003907,,,,
resnet20act_cifar10/silu,plain,0,22,8602,0.0008356933695777008,0.3872445359325409,,,0.894,0.3178797607421875,0.7695,0.6921920440673828,,,,
resnet20act_cifar10/silu,plain,0,23,8993,0.0006489079999188671,0.3678708568811417,,,0.904,0.3043240661621094,0.7727,0.6876366394042969,,,,
resnet20act_cifar10/silu,plain,0,24,9384,0.0004826124690963721,0.3524405226945877,,,0.9,0.29851345825195313,0.7735,0.6939035888671875,,,,
resnet20act_cifar10/silu,plain,0,25,9775,0.0003386475114581614,0.33834076045036315,,,0.912,0.2801304931640625,0.7716,0.6983588745117187,,,,
resnet20act_cifar10/silu,plain,0,26,10166,0.00021860668301331375,0.32938260857105256,,,0.906,0.2740958251953125,0.771,0.696843408203125,,,,
resnet20act_cifar10/silu,plain,0,27,10557,0.00012381872227320984,0.31957962347984314,,,0.908,0.27651239013671874,0.7741,0.6984206756591796,,,,
resnet20act_cifar10/silu,plain,0,28,10948,5.53328423720989e-05,0.3157168527317047,,,0.916,0.2696444091796875,0.7722,0.6968312286376953,,,,
resnet20act_cifar10/silu,plain,0,29,11339,1.3907117269393864e-05,0.31070299357414244,,,0.916,0.2672950134277344,0.7734,0.7012528686523437,,,,
resnet20act_cifar10/silu,plain,0,30,11730,9.058745198409212e-11,0.30945354976177214,,,0.91,0.264508544921875,0.7733,0.6955073791503906,,,,
resnet20act_cifar10/silu,plain,1,0,0,8.333333333333333e-05,,,,0.108,2.3582607421875,0.1047,2.3590391479492188,,,,
resnet20act_cifar10/silu,plain,1,1,391,0.004990141512569891,1.94454814994812,,,0.358,1.6803502197265625,0.3746,1.633300439453125,,,,
resnet20act_cifar10/silu,plain,1,2,782,0.004953056580549272,1.5532506093597411,,,0.468,1.423260986328125,0.4798,1.3953810424804687,,,,
resnet20act_cifar10/silu,plain,1,3,1173,0.004888818630747975,1.3327873541259765,,,0.548,1.2737462158203126,0.5532,1.2333857421875,,,,
resnet20act_cifar10/silu,plain,1,4,1564,0.004798138716554241,1.1913248713684081,,,0.588,1.1336788330078125,0.5868,1.1343059020996094,,,,
resnet20act_cifar10/silu,plain,1,5,1955,0.004682020578909872,1.0853035017967223,,,0.624,1.028508056640625,0.6289,1.0276315643310547,,,,
resnet20act_cifar10/silu,plain,1,6,2346,0.004541749535846712,0.9942588175201416,,,0.664,0.9768948974609375,0.6478,0.9658756378173828,,,,
resnet20act_cifar10/silu,plain,1,7,2737,0.0043788782552308895,0.9205143166160583,,,0.706,0.8841099853515625,0.6664,0.9161952209472656,,,,
resnet20act_cifar10/silu,plain,1,8,3128,0.004195209568197074,0.8556754963684082,,,0.718,0.8473545532226563,0.6885,0.8731622314453125,,,,
resnet20act_cifar10/silu,plain,1,9,3519,0.0039927765135118086,0.7956523881530762,,,0.746,0.753367431640625,0.7073,0.81990107421875,,,,
resnet20act_cifar10/silu,plain,1,10,3910,0.0037738198337559444,0.7427699550056458,,,0.716,0.7763179321289062,0.709,0.8213455108642578,,,,
resnet20act_cifar10/silu,plain,1,11,4301,0.0035407631724221527,0.6999240200424194,,,0.772,0.6779258422851563,0.7163,0.7938175872802734,,,,
resnet20act_cifar10/silu,plain,1,12,4692,0.003296186246472237,0.6597262026023865,,,0.792,0.6189586181640625,0.7353,0.7674299255371094,,,,
resnet20act_cifar10/silu,plain,1,13,5083,0.0030427962913086395,0.6204688421344757,,,0.798,0.587705078125,0.7362,0.7485283660888672,,,,
resnet20act_cifar10/silu,plain,1,14,5474,0.0027833980942373526,0.5859463854598999,,,0.828,0.5251995239257813,0.7484,0.7222517242431641,,,,
resnet20act_cifar10/silu,plain,1,15,5865,0.0025208629481234496,0.5502189446926117,,,0.836,0.5037538452148438,0.7454,0.7269611236572265,,,,
resnet20act_cifar10/silu,plain,1,16,6256,0.0022580968688929426,0.5199161835193634,,,0.828,0.490758544921875,0.7474,0.7342659362792969,,,,
resnet20act_cifar10/silu,plain,1,17,6647,0.0019980084286831713,0.4907279133892059,,,0.846,0.4535254211425781,0.7529,0.7232870849609375,,,,
resnet20act_cifar10/silu,plain,1,18,7038,0.0017434765606983522,0.4637565676879883,,,0.834,0.4534512634277344,0.7513,0.7315990692138672,,,,
resnet20act_cifar10/silu,plain,1,19,7429,0.0014973186921401005,0.4396552375602722,,,0.868,0.3942037353515625,0.7582,0.7236630462646484,,,,
resnet20act_cifar10/silu,plain,1,20,7820,0.0012622595579512698,0.4126978696870804,,,0.9,0.3520059814453125,0.7591,0.7216105499267578,,,,
resnet20act_cifar10/silu,plain,1,21,8211,0.0010409010405754784,0.3890048616313934,,,0.894,0.3392799987792969,0.7534,0.740174365234375,,,,
resnet20act_cifar10/silu,plain,1,22,8602,0.0008356933695777008,0.368316975440979,,,0.904,0.30783938598632815,0.7575,0.7386286926269531,,,,
resnet20act_cifar10/silu,plain,1,23,8993,0.0006489079999188671,0.3532497919368744,,,0.918,0.2866264953613281,0.7613,0.7348993682861328,,,,
resnet20act_cifar10/silu,plain,1,24,9384,0.0004826124690963721,0.3334064751911163,,,0.914,0.2774835205078125,0.7648,0.7369749755859375,,,,
resnet20act_cifar10/silu,plain,1,25,9775,0.0003386475114581614,0.3221132284593582,,,0.914,0.2728027648925781,0.7588,0.7424644958496094,,,,
resnet20act_cifar10/silu,plain,1,26,10166,0.00021860668301331375,0.3077312938928604,,,0.922,0.26460888671875,0.7603,0.7391547271728516,,,,
resnet20act_cifar10/silu,plain,1,27,10557,0.00012381872227320984,0.29945237318515777,,,0.918,0.2606957397460937,0.7618,0.7572890716552735,,,,
resnet20act_cifar10/silu,plain,1,28,10948,5.53328423720989e-05,0.29606924927711487,,,0.922,0.2598147888183594,0.7598,0.7435083862304688,,,,
resnet20act_cifar10/silu,plain,1,29,11339,1.3907117269393864e-05,0.29169162759304046,,,0.926,0.25706350708007814,0.7595,0.7451814025878907,,,,
resnet20act_cifar10/silu,plain,1,30,11730,9.058745198409212e-11,0.2903349880361557,,,0.916,0.2568691711425781,0.7615,0.7461322326660156,,,,
resnet20act_cifar10/silu,plain,2,0,0,8.333333333333333e-05,,,,0.1,2.807949462890625,0.0989,2.8255097412109373,,,,
resnet20act_cifar10/silu,plain,2,1,391,0.004990141512569891,1.9465925210571289,,,0.34,1.7150181884765625,0.3756,1.6513163635253907,,,,
resnet20act_cifar10/silu,plain,2,2,782,0.004953056580549272,1.5434011856079102,,,0.472,1.4405650634765625,0.4762,1.398865802001953,,,,
resnet20act_cifar10/silu,plain,2,3,1173,0.004888818630747975,1.3230366464233398,,,0.556,1.22733349609375,0.5565,1.2063229919433593,,,,
resnet20act_cifar10/silu,plain,2,4,1564,0.004798138716554241,1.162619734992981,,,0.626,1.066791015625,0.6112,1.0715607604980468,,,,
resnet20act_cifar10/silu,plain,2,5,1955,0.004682020578909872,1.0491396913528441,,,0.694,0.9400048828125,0.649,0.9719732543945313,,,,
resnet20act_cifar10/silu,plain,2,6,2346,0.004541749535846712,0.9639182893753052,,,0.686,0.8943328857421875,0.668,0.9359986541748047,,,,
resnet20act_cifar10/silu,plain,2,7,2737,0.0043788782552308895,0.896979161567688,,,0.698,0.8398702392578125,0.6707,0.9041121337890625,,,,
resnet20act_cifar10/silu,plain,2,8,3128,0.004195209568197074,0.8324676992416382,,,0.694,0.8034840087890625,0.6911,0.8715481658935547,,,,
resnet20act_cifar10/silu,plain,2,9,3519,0.0039927765135118086,0.784815373878479,,,0.732,0.744847900390625,0.7146,0.8088404571533203,,,,
resnet20act_cifar10/silu,plain,2,10,3910,0.0037738198337559444,0.7336670586585998,,,0.74,0.7049512939453125,0.7266,0.7842578521728516,,,,
resnet20act_cifar10/silu,plain,2,11,4301,0.0035407631724221527,0.6932029731369018,,,0.766,0.6406199951171875,0.7358,0.7519944091796875,,,,
resnet20act_cifar10/silu,plain,2,12,4692,0.003296186246472237,0.6483469531059265,,,0.79,0.6037010498046875,0.7366,0.7555636627197265,,,,
resnet20act_cifar10/silu,plain,2,13,5083,0.0030427962913086395,0.6105338809108735,,,0.804,0.5707805786132812,0.7479,0.7215978088378906,,,,
resnet20act_cifar10/silu,plain,2,14,5474,0.0027833980942373526,0.5780664625835419,,,0.816,0.5072158813476563,0.7533,0.7144167724609375,,,,
resnet20act_cifar10/silu,plain,2,15,5865,0.0025208629481234496,0.5483189951038361,,,0.82,0.49149652099609376,0.757,0.7024803436279297,,,,
resnet20act_cifar10/silu,plain,2,16,6256,0.0022580968688929426,0.5131343479061127,,,0.844,0.47244552612304686,0.7497,0.7186397583007812,,,,
resnet20act_cifar10/silu,plain,2,17,6647,0.0019980084286831713,0.4859333037281036,,,0.842,0.46795758056640624,0.7522,0.7238987091064453,,,,
resnet20act_cifar10/silu,plain,2,18,7038,0.0017434765606983522,0.4550090934419632,,,0.87,0.37532843017578127,0.7602,0.7136071716308594,,,,
resnet20act_cifar10/silu,plain,2,19,7429,0.0014973186921401005,0.43226097553253173,,,0.882,0.37621441650390625,0.7615,0.7141307037353516,,,,
resnet20act_cifar10/silu,plain,2,20,7820,0.0012622595579512698,0.40589362705230714,,,0.864,0.36147601318359374,0.7595,0.7149762725830078,,,,
resnet20act_cifar10/silu,plain,2,21,8211,0.0010409010405754784,0.3831316075110435,,,0.892,0.3271219482421875,0.7672,0.7095296966552734,,,,
resnet20act_cifar10/silu,plain,2,22,8602,0.0008356933695777008,0.36193672976017,,,0.88,0.29962542724609376,0.7599,0.7241638732910156,,,,
resnet20act_cifar10/silu,plain,2,23,8993,0.0006489079999188671,0.3471670717382431,,,0.91,0.2700586547851562,0.7622,0.7278397155761719,,,,
resnet20act_cifar10/silu,plain,2,24,9384,0.0004826124690963721,0.33003781723976133,,,0.922,0.2645479736328125,0.7648,0.7217620208740234,,,,
resnet20act_cifar10/silu,plain,2,25,9775,0.0003386475114581614,0.3158880373477936,,,0.914,0.26563018798828125,0.7655,0.7286673980712891,,,,
resnet20act_cifar10/silu,plain,2,26,10166,0.00021860668301331375,0.306487696518898,,,0.918,0.25832275390625,0.7618,0.7361839874267578,,,,
resnet20act_cifar10/silu,plain,2,27,10557,0.00012381872227320984,0.29892132543802263,,,0.92,0.24404974365234375,0.7602,0.7391186309814453,,,,
resnet20act_cifar10/silu,plain,2,28,10948,5.53328423720989e-05,0.2951166884326935,,,0.92,0.24120977783203126,0.7631,0.7432537719726563,,,,
resnet20act_cifar10/silu,plain,2,29,11339,1.3907117269393864e-05,0.2921547831392288,,,0.924,0.24504379272460938,0.7621,0.7459019409179688,,,,
resnet20act_cifar10/silu,plain,2,30,11730,9.058745198409212e-11,0.2896090161943436,,,0.92,0.24490396118164062,0.7616,0.7417969848632813,,,,
resnet20act_cifar10/silu,resolution_max_b1,0,0,0,8.333333333333333e-05,,,,0.096,2.46327490234375,0.0988,2.45841220703125,0.098,2.484265625,0.0985,2.481695495605469
resnet20act_cifar10/silu,resolution_max_b1,0,1,391,0.004990141512569891,1.8798001229476928,16,,0.37,1.6527169189453126,0.4045,1.573117218017578,0.166,2.958575927734375,0.1692,2.9514177490234377
resnet20act_cifar10/silu,resolution_max_b1,0,2,782,0.004953056580549272,1.456225559387207,16,,0.502,1.365782958984375,0.5209,1.297614501953125,0.216,2.772151123046875,0.2154,2.7337181518554687
resnet20act_cifar10/silu,resolution_max_b1,0,3,1173,0.004888818630747975,1.236637552986145,16,,0.566,1.126526123046875,0.5843,1.1322957580566406,0.25,2.662718505859375,0.2326,2.6157972412109376
resnet20act_cifar10/silu,resolution_max_b1,0,4,1564,0.004798138716554241,1.0934786056518555,16,,0.64,1.000529296875,0.6303,1.0219519012451173,0.182,3.4243271484375,0.1932,3.362179931640625
resnet20act_cifar10/silu,resolution_max_b1,0,5,1955,0.004682020578909872,0.9956544786071777,16,,0.668,0.949248779296875,0.6475,0.9680127197265626,0.164,3.74298583984375,0.173,3.6494774780273436
resnet20act_cifar10/silu,resolution_max_b1,0,6,2346,0.004541749535846712,0.9149228637123108,16,,0.698,0.861697998046875,0.6729,0.9136595306396484,0.184,3.141444091796875,0.1986,3.066481787109375
resnet20act_cifar10/silu,resolution_max_b1,0,7,2737,0.0043788782552308895,0.9452663242721557,24,,0.714,0.849590576171875,0.6826,0.8828399841308594,0.222,2.76089306640625,0.2251,2.68982158203125
resnet20act_cifar10/silu,resolution_max_b1,0,8,3128,0.004195209568197074,0.8459079517555237,24,,0.722,0.77400634765625,0.7085,0.8213194152832032,0.244,2.8226259765625,0.2484,2.757746765136719
resnet20act_cifar10/silu,resolution_max_b1,0,9,3519,0.0039927765135118086,0.7771558719825744,24,,0.768,0.7128414916992187,0.726,0.7885798736572266,0.232,2.749612060546875,0.242,2.6670366455078125
resnet20act_cifar10/silu,resolution_max_b1,0,10,3910,0.0037738198337559444,0.7298373509025574,24,,0.756,0.71004541015625,0.7254,0.7720422729492188,0.246,2.9793095703125,0.2432,2.8729556884765626
resnet20act_cifar10/silu,resolution_max_b1,0,11,4301,0.0035407631724221527,0.6835272147750855,24,,0.776,0.6293101196289063,0.7405,0.7336306579589844,0.226,3.11697412109375,0.21,3.0400468017578124
resnet20act_cifar10/silu,resolution_max_b1,0,12,4692,0.003296186246472237,0.6453070893383026,24,,0.786,0.5945275268554687,0.7595,0.6977732269287109,0.218,2.80146240234375,0.2105,2.710794470214844
resnet20act_cifar10/silu,resolution_max_b1,0,13,5083,0.0030427962913086395,0.7467582311439515,32,,0.748,0.668075439453125,0.7519,0.7126247344970703,0.748,0.668075439453125,0.7519,0.7126247344970703
resnet20act_cifar10/silu,resolution_max_b1,0,14,5474,0.0027833980942373526,0.6650706970596314,32,,0.794,0.5977991943359375,0.7669,0.671146401977539,0.794,0.5977991943359375,0.7669,0.671146401977539
resnet20act_cifar10/silu,resolution_max_b1,0,15,5865,0.0025208629481234496,0.619730622625351,32,,0.788,0.59077001953125,0.7786,0.6482086853027343,0.788,0.59077001953125,0.7786,0.6482086853027343
resnet20act_cifar10/silu,resolution_max_b1,0,16,6256,0.0022580968688929426,0.5827654962730408,32,,0.814,0.5427637939453125,0.7861,0.6248850311279297,0.814,0.5427637939453125,0.7861,0.6248850311279297
resnet20act_cifar10/silu,resolution_max_b1,0,17,6647,0.0019980084286831713,0.5524203829336166,32,,0.792,0.5364110107421876,0.7899,0.6198872772216797,0.792,0.5364110107421876,0.7899,0.6198872772216797
resnet20act_cifar10/silu,resolution_max_b1,0,18,7038,0.0017434765606983522,0.5265209746646881,32,,0.824,0.5055298156738282,0.7872,0.6071583923339844,0.824,0.5055298156738282,0.7872,0.6071583923339844
resnet20act_cifar10/silu,resolution_max_b1,0,19,7429,0.0014973186921401005,0.5016658523368835,32,,0.832,0.4655160827636719,0.797,0.5846900955200195,0.832,0.4655160827636719,0.797,0.5846900955200195
resnet20act_cifar10/silu,resolution_max_b1,0,20,7820,0.0012622595579512698,0.48081105805397034,32,,0.834,0.450495361328125,0.7959,0.5840221893310547,0.834,0.450495361328125,0.7959,0.5840221893310547
resnet20act_cifar10/silu,resolution_max_b1,0,21,8211,0.0010409010405754784,0.4605131563425064,32,,0.856,0.41179571533203124,0.7977,0.5817371124267579,0.856,0.41179571533203124,0.7977,0.5817371124267579
resnet20act_cifar10/silu,resolution_max_b1,0,22,8602,0.0008356933695777008,0.44923368048667905,32,,0.852,0.396933349609375,0.8005,0.5755616241455078,0.852,0.396933349609375,0.8005,0.5755616241455078
resnet20act_cifar10/silu,resolution_max_b1,0,23,8993,0.0006489079999188671,0.4313307483768463,32,,0.862,0.3921879577636719,0.8016,0.5721750961303711,0.862,0.3921879577636719,0.8016,0.5721750961303711
resnet20act_cifar10/silu,resolution_max_b1,0,24,9384,0.0004826124690963721,0.4190794140291214,32,,0.866,0.37568121337890625,0.8053,0.5675782150268555,0.866,0.37568121337890625,0.8053,0.5675782150268555
resnet20act_cifar10/silu,resolution_max_b1,0,25,9775,0.0003386475114581614,0.409274844660759,32,,0.868,0.3681728515625,0.805,0.5660641525268555,0.868,0.3681728515625,0.805,0.5660641525268555
resnet20act_cifar10/silu,resolution_max_b1,0,26,10166,0.00021860668301331375,0.40297402178287506,32,,0.884,0.35190692138671875,0.8068,0.563466487121582,0.884,0.35190692138671875,0.8068,0.563466487121582
resnet20act_cifar10/silu,resolution_max_b1,0,27,10557,0.00012381872227320984,0.39433140212535855,32,,0.878,0.35629351806640625,0.8065,0.5612405288696289,0.878,0.35629351806640625,0.8065,0.5612405288696289
resnet20act_cifar10/silu,resolution_max_b1,0,28,10948,5.53328423720989e-05,0.39012050606250764,32,,0.872,0.35141424560546874,0.8065,0.5610537002563477,0.872,0.35141424560546874,0.8065,0.5610537002563477
resnet20act_cifar10/silu,resolution_max_b1,0,29,11339,1.3907117269393864e-05,0.38464964185714723,32,,0.876,0.3481380615234375,0.8059,0.562121287536621,0.876,0.3481380615234375,0.8059,0.562121287536621
resnet20act_cifar10/silu,resolution_max_b1,0,30,11730,9.058745198409212e-11,0.38539670905590057,32,,0.878,0.35125439453125,0.806,0.5605427642822266,0.878,0.35125439453125,0.806,0.5605427642822266
resnet20act_cifar10/silu,resolution_max_b1,1,0,0,8.333333333333333e-05,,,,0.102,2.34606884765625,0.0962,2.345124987792969,0.108,2.3582607421875,0.1047,2.3590391479492188
resnet20act_cifar10/silu,resolution_max_b1,1,1,391,0.004990141512569891,1.8947052953338623,16,,0.41,1.600626220703125,0.4174,1.554721923828125,0.198,2.365753662109375,0.2093,2.305845458984375
resnet20act_cifar10/silu,resolution_max_b1,1,2,782,0.004953056580549272,1.4441145045852661,16,,0.49,1.345936767578125,0.5191,1.3052020446777344,0.21,2.86832177734375,0.2064,2.7792487060546875
resnet20act_cifar10/silu,resolution_max_b1,1,3,1173,0.004888818630747975,1.2365631769943237,16,,0.576,1.11694677734375,0.596,1.1244503662109375,0.212,3.349103515625,0.2217,3.2565911987304688
resnet20act_cifar10/silu,resolution_max_b1,1,4,1564,0.004798138716554241,1.089846240940094,16,,0.644,1.0020208740234375,0.6211,1.0396312042236329,0.184,3.8533203125,0.1998,3.731199658203125
resnet20act_cifar10/silu,resolution_max_b1,1,5,1955,0.004682020578909872,0.9893386391067505,16,,0.702,0.8906817626953125,0.6471,0.9723426361083984,0.192,4.3779970703125,0.1976,4.241607165527344
resnet20act_cifar10/silu,resolution_max_b1,1,6,2346,0.004541749535846712,0.9106386172866822,16,,0.722,0.8125828857421875,0.6791,0.9024450714111328,0.16,3.923027587890625,0.1791,3.764110388183594
resnet20act_cifar10/silu,resolution_max_b1,1,7,2737,0.0043788782552308895,0.9399889268112183,24,,0.708,0.8388438110351563,0.684,0.8780352111816406,0.216,3.1970517578125,0.2336,3.103154162597656
resnet20act_cifar10/silu,resolution_max_b1,1,8,3128,0.004195209568197074,0.841989903831482,24,,0.724,0.7774990234375,0.7135,0.8038411529541015,0.248,2.52580615234375,0.2656,2.4298898681640626
resnet20act_cifar10/silu,resolution_max_b1,1,9,3519,0.0039927765135118086,0.7804127987861633,24,,0.73,0.7137412109375,0.7239,0.7785457061767578,0.244,2.549134765625,0.2695,2.4671952392578125
resnet20act_cifar10/silu,resolution_max_b1,1,10,3910,0.0037738198337559444,0.7262217123222351,24,,0.758,0.6713406372070313,0.7361,0.747939404296875,0.252,2.688211669921875,0.2803,2.57495830078125
resnet20act_cifar10/silu,resolution_max_b1,1,11,4301,0.0035407631724221527,0.6821700759315491,24,,0.774,0.635386474609375,0.739,0.7324688720703125,0.26,2.414448974609375,0.2951,2.2840661499023436
resnet20act_cifar10/silu,resolution_max_b1,1,12,4692,0.003296186246472237,0.6394003232192993,24,,0.802,0.5598175048828125,0.7587,0.6881503631591797,0.248,2.9116943359375,0.2652,2.8292218627929686
resnet20act_cifar10/silu,resolution_max_b1,1,13,5083,0.0030427962913086395,0.7356161868476868,32,,0.744,0.6461195068359376,0.7554,0.6949545135498046,0.744,0.6461195068359376,0.7554,0.6949545135498046
resnet20act_cifar10/silu,resolution_max_b1,1,14,5474,0.0027833980942373526,0.6540920905590057,32,,0.784,0.566744140625,0.7713,0.655423080444336,0.784,0.566744140625,0.7713,0.655423080444336
resnet20act_cifar10/silu,resolution_max_b1,1,15,5865,0.0025208629481234496,0.6087600741195679,32,,0.824,0.5276533813476563,0.785,0.624430078125,0.824,0.5276533813476563,0.785,0.624430078125
resnet20act_cifar10/silu,resolution_max_b1,1,16,6256,0.0022580968688929426,0.5716099871540069,32,,0.812,0.5086732177734375,0.7864,0.6218747100830078,0.812,0.5086732177734375,0.7864,0.6218747100830078
resnet20act_cifar10/silu,resolution_max_b1,1,17,6647,0.0019980084286831713,0.5410520396900177,32,,0.842,0.47108245849609376,0.7904,0.6113163726806641,0.842,0.47108245849609376,0.7904,0.6113163726806641
resnet20act_cifar10/silu,resolution_max_b1,1,18,7038,0.0017434765606983522,0.5148865534496307,32,,0.83,0.44651202392578127,0.7932,0.5966009979248047,0.83,0.44651202392578127,0.7932,0.5966009979248047
resnet20act_cifar10/silu,resolution_max_b1,1,19,7429,0.0014973186921401005,0.49240565984725954,32,,0.844,0.4140266723632812,0.7954,0.5914608306884765,0.844,0.4140266723632812,0.7954,0.5914608306884765
resnet20act_cifar10/silu,resolution_max_b1,1,20,7820,0.0012622595579512698,0.46819859690189364,32,,0.862,0.3701094970703125,0.7949,0.5881004638671875,0.862,0.3701094970703125,0.7949,0.5881004638671875
resnet20act_cifar10/silu,resolution_max_b1,1,21,8211,0.0010409010405754784,0.4509719389820099,32,,0.89,0.3589823913574219,0.7971,0.5785375717163086,0.89,0.3589823913574219,0.7971,0.5785375717163086
resnet20act_cifar10/silu,resolution_max_b1,1,22,8602,0.0008356933695777008,0.4334260174942017,32,,0.886,0.348989013671875,0.8049,0.5688756332397461,0.886,0.348989013671875,0.8049,0.5688756332397461
resnet20act_cifar10/silu,resolution_max_b1,1,23,8993,0.0006489079999188671,0.42098201040267946,32,,0.886,0.3347779846191406,0.8038,0.5621414733886718,0.886,0.3347779846191406,0.8038,0.5621414733886718
resnet20act_cifar10/silu,resolution_max_b1,1,24,9384,0.0004826124690963721,0.4044017205619812,32,,0.894,0.31778875732421874,0.8066,0.5633947525024414,0.894,0.31778875732421874,0.8066,0.5633947525024414
resnet20act_cifar10/silu,resolution_max_b1,1,25,9775,0.0003386475114581614,0.3946052075481415,32,,0.894,0.3116314697265625,0.8042,0.5605380020141602,0.894,0.3116314697265625,0.8042,0.5605380020141602
