method,seed,probe,policy,amplitude,mean_dHd,C_mean_finite,ratio_C_over_dHd
resolution_max_b1,2,test_probe,saved,0.005,79.74564071980345,71.69366455078219,0.899029262335318
resolution_max_b1,2,test_probe,saved,0.01,79.74564071980345,68.20497131347702,0.8552815012562749
resolution_max_b1,2,test_probe,saved,0.02,79.74564071980345,67.21162414550788,0.8428250565026439
resolution_max_b1,2,test_probe,saved,0.025,79.74564071980345,67.50611328125008,0.8465179121005684
resolution_max_b1,2,test_probe,saved,0.05,79.74564071980345,70.37078918457033,0.8824405766808888
resolution_max_b1,2,test_probe,saved,0.1,79.74564071980345,81.53695449829101,1.022462842637149
resolution_max_b1,2,test_probe,saved,0.2,79.74564071980345,108.17296211242676,1.356474926228336
resolution_max_b1,2,test_probe,saved,0.25,79.74564071980345,117.73660595703124,1.4764017806404481
resolution_max_b1,2,test_probe,saved,0.35,79.74564071980345,129.6469754464286,1.6257562705146467
resolution_max_b1,2,test_probe,saved,0.5,79.74564071980345,155.36969873046874,1.9483158869634032
resolution_max_b1,2,test_probe,centre_frozen,0.005,79.8002849697859,79.20330810546751,0.9925191136279222
resolution_max_b1,2,test_probe,centre_frozen,0.01,79.8002849697859,74.68052673339898,0.9358428577250648
resolution_max_b1,2,test_probe,centre_frozen,0.02,79.8002849697859,70.67095947265628,0.8855978333838509
resolution_max_b1,2,test_probe,centre_frozen,0.025,79.8002849697859,70.14361572265628,0.8789895393132261
resolution_max_b1,2,test_probe,centre_frozen,0.05,79.8002849697859,72.12333312988278,0.903797939533552
resolution_max_b1,2,test_probe,centre_frozen,0.1,79.8002849697859,83.08159484863282,1.0411190245760311
resolution_max_b1,2,test_probe,centre_frozen,0.2,79.8002849697859,109.17952484130858,1.3681595859293771
resolution_max_b1,2,test_probe,centre_frozen,0.25,79.8002849697859,118.48855693359374,1.4848137068489924
resolution_max_b1,2,test_probe,centre_frozen,0.35,79.8002849697859,129.71294463488522,1.6254696920442993
resolution_max_b1,2,test_probe,centre_frozen,0.5,79.8002849697859,154.5485567871094,1.9366917905822614
resolution_max_b1,3,train_probe,saved,0.005,75.571384167334,95.73162841796791,1.266770874620929
resolution_max_b1,3,train_probe,saved,0.01,75.571384167334,93.84107971191396,1.2417541473651756
resolution_max_b1,3,train_probe,saved,0.02,75.571384167334,91.06932258605954,1.2050768103493938
resolution_max_b1,3,train_probe,saved,0.025,75.571384167334,90.43882446289058,1.1967337300933425
resolution_max_b1,3,train_probe,saved,0.05,75.571384167334,89.03768249511715,1.178193088245749
resolution_max_b1,3,train_probe,saved,0.1,75.571384167334,92.83526870727538,1.2284447311658975
resolution_max_b1,3,train_probe,saved,0.2,75.571384167334,112.67918670654292,1.4910298117213645
resolution_max_b1,3,train_probe,saved,0.25,75.571384167334,120.40167167968748,1.5932177636589
resolution_max_b1,3,train_probe,saved,0.35,75.571384167334,127.6101709482621,1.6886043884772728
resolution_max_b1,3,train_probe,saved,0.5,75.571384167334,136.94694565429685,1.812153464743506
resolution_max_b1,3,train_probe,centre_frozen,0.005,74.65331094792866,87.34957885742236,1.1700697229403456
resolution_max_b1,3,train_probe,centre_frozen,0.01,74.65331094792866,88.70240020751996,1.1881911074163967
resolution_max_b1,3,train_probe,centre_frozen,0.02,74.65331094792866,88.44602584838871,1.1847569079699707
resolution_max_b1,3,train_probe,centre_frozen,0.025,74.65331094792866,88.36469604492193,1.1836674746624043
resolution_max_b1,3,train_probe,centre_frozen,0.05,74.65331094792866,88.14886444091796,1.1807763556850488
resolution_max_b1,3,train_probe,centre_frozen,0.1,74.65331094792866,92.27036224365234,1.2359848621853053
resolution_max_b1,3,train_probe,centre_frozen,0.2,74.65331094792866,111.44690948486327,1.4928595673753635
resolution_max_b1,3,train_probe,centre_frozen,0.25,74.65331094792866,118.73077792968748,1.5904288292384412
resolution_max_b1,3,train_probe,centre_frozen,0.35,74.65331094792866,125.52768330476722,1.6814750974986747
resolution_max_b1,3,train_probe,centre_frozen,0.5,74.65331094792866,134.6543562988281,1.803729192838489
resolution_max_b1,3,test_probe,saved,0.005,89.55971074909047,66.04638671875084,0.7374564540944721
resolution_max_b1,3,test_probe,saved,0.01,89.55971074909047,67.56710815429689,0.7544364267052199
resolution_max_b1,3,test_probe,saved,0.02,89.55971074909047,70.7674522399903,0.7901706207856303
resolution_max_b1,3,test_probe,saved,0.025,89.55971074909047,71.8088403320313,0.8017984842895504
resolution_max_b1,3,test_probe,saved,0.05,89.55971074909047,75.32929138183593,0.8411069079139577
resolution_max_b1,3,test_probe,saved,0.1,89.55971074909047,83.20903472900389,0.9290900342691083
resolution_max_b1,3,test_probe,saved,0.2,89.55971074909047,105.82547073364256,1.1816191661239512
resolution_max_b1,3,test_probe,saved,0.25,89.55971074909047,114.04009736328123,1.2733415104786878
resolution_max_b1,3,test_probe,saved,0.35,89.55971074909047,122.85592992665815,1.3717767609907765
resolution_max_b1,3,test_probe,saved,0.5,89.55971074909047,133.7924574707031,1.4938911297462163
resolution_max_b1,3,test_probe,centre_frozen,0.005,88.57944806149241,66.03680419921787,0.7455093212296232
resolution_max_b1,3,test_probe,centre_frozen,0.01,88.57944806149241,68.54669189453132,0.7738441974366985
resolution_max_b1,3,test_probe,centre_frozen,0.02,88.57944806149241,71.24263381958002,0.8042794957372384
resolution_max_b1,3,test_probe,centre_frozen,0.025,88.57944806149241,72.23744384765624,0.8155102050027287
resolution_max_b1,3,test_probe,centre_frozen,0.05,88.57944806149241,75.4482806396484,0.8517583061397236
resolution_max_b1,3,test_probe,centre_frozen,0.1,88.57944806149241,83.09683303833008,0.9381051119289401
resolution_max_b1,3,test_probe,centre_frozen,0.2,88.57944806149241,104.68116302490235,1.181777097462066
resolution_max_b1,3,test_probe,centre_frozen,0.25,88.57944806149241,112.45236171875001,1.269508494122529
resolution_max_b1,3,test_probe,centre_frozen,0.35,88.57944806149241,120.8283420360332,1.3640674522170584
resolution_max_b1,3,test_probe,centre_frozen,0.5,88.57944806149241,131.51665810546876,1.4847310632842177
resolution_max_b1,4,train_probe,saved,0.005,73.55404700453093,80.63449096679686,1.0962617864089759
resolution_max_b1,4,train_probe,saved,0.01,73.55404700453093,82.20098114013635,1.117558917391354
resolution_max_b1,4,train_probe,saved,0.02,73.55404700453093,84.4840507507324,1.1485982646954582
resolution_max_b1,4,train_probe,saved,0.025,73.55404700453093,84.94222656249994,1.1548273687410768
resolution_max_b1,4,train_probe,saved,0.05,73.55404700453093,87.20802612304686,1.1856319220297267
resolution_max_b1,4,train_probe,saved,0.1,73.55404700453093,95.96876480102534,1.3047380628167702
resolution_max_b1,4,train_probe,saved,0.2,73.55404700453093,114.4758568572998,1.5563502148324768
resolution_max_b1,4,train_probe,saved,0.25,73.55404700453093,119.53660307617187,1.6251533116703751
resolution_max_b1,4,train_probe,saved,0.35,73.55404700453093,126.29785016741076,1.7170754745776369
resolution_max_b1,4,train_probe,saved,0.5,73.55404700453093,140.65378876953127,1.9122508481534266
resolution_max_b1,4,train_probe,centre_frozen,0.005,73.55394883560146,90.97647094726467,1.236867257128558
resolution_max_b1,4,train_probe,centre_frozen,0.01,73.55394883560146,88.09437561035132,1.1976838362172613
resolution_max_b1,4,train_probe,centre_frozen,0.02,73.55394883560146,88.05636787414542,1.1971671034407405
resolution_max_b1,4,train_probe,centre_frozen,0.025,73.55394883560146,88.15088378906242,1.1984520910778862
resolution_max_b1,4,train_probe,centre_frozen,0.05,73.55394883560146,89.12939971923828,1.211755468335889
resolution_max_b1,4,train_probe,centre_frozen,0.1,73.55394883560146,97.02687438964841,1.3191252940955038
resolution_max_b1,4,train_probe,centre_frozen,0.2,73.55394883560146,114.90046554565428,1.5621250437888163
resolution_max_b1,4,train_probe,centre_frozen,0.25,73.55394883560146,119.98453544921874,1.6312453287503719
resolution_max_b1,4,train_probe,centre_frozen,0.35,73.55394883560146,126.99114232900195,1.7265033943022772
resolution_max_b1,4,train_probe,centre_frozen,0.5,73.55394883560146,141.83003889160153,1.9282450655178582
resolution_max_b1,4,test_probe,saved,0.005,85.04630134938179,71.45159912109156,0.8401494008253064
resolution_max_b1,4,test_probe,saved,0.01,85.04630134938179,68.93736267089778,0.8105862521603815
resolution_max_b1,4,test_probe,saved,0.02,85.04630134938179,67.34586334228501,0.7918729242041819
resolution_max_b1,4,test_probe,saved,0.025,85.04630134938179,67.32909912109363,0.7916758054473941
resolution_max_b1,4,test_probe,saved,0.05,85.04630134938179,70.55666625976558,0.8296265109744065
resolution_max_b1,4,test_probe,saved,0.1,85.04630134938179,82.19945953369138,0.9665259773732523
resolution_max_b1,4,test_probe,saved,0.2,85.04630134938179,105.38177612304685,1.2391106309270776
resolution_max_b1,4,test_probe,saved,0.25,85.04630134938179,112.39087080078123,1.3215256750445175
resolution_max_b1,4,test_probe,saved,0.35,85.04630134938179,121.76558578802619,1.4317563945290996
resolution_max_b1,4,test_probe,saved,0.5,85.04630134938179,137.86146064453126,1.6210165340192468
resolution_max_b1,4,test_probe,centre_frozen,0.005,84.07218561354149,74.24444580077962,0.8831035527262547
resolution_max_b1,4,test_probe,centre_frozen,0.01,84.07218561354149,69.89825439453111,0.831407603887398
resolution_max_b1,4,test_probe,centre_frozen,0.02,84.07218561354149,67.19391250610349,0.7992407003069583
resolution_max_b1,4,test_probe,centre_frozen,0.025,84.07218561354149,67.33484619140619,0.8009170417066043
resolution_max_b1,4,test_probe,centre_frozen,0.05,84.07218561354149,71.20361389160152,0.8469342550330078
resolution_max_b1,4,test_probe,centre_frozen,0.1,84.07218561354149,83.02759231567381,0.9875750429200282
resolution_max_b1,4,test_probe,centre_frozen,0.2,84.07218561354149,105.7148752593994,1.2574298442215344
resolution_max_b1,4,test_probe,centre_frozen,0.25,84.07218561354149,112.76106738281251,1.341241060404288
resolution_max_b1,4,test_probe,centre_frozen,0.35,84.07218561354149,122.43860077527106,1.4563508713582187
resolution_max_b1,4,test_probe,centre_frozen,0.5,84.07218561354149,139.01983593749998,1.653577041240951
gaussian_postrelu,0,train_probe,saved,0.005,101.2726952631343,109.13409423828125,1.077626046731756
gaussian_postrelu,0,train_probe,saved,0.01,101.2726952631343,112.23336791992172,1.1082292974262073
gaussian_postrelu,0,train_probe,saved,0.02,101.2726952631343,112.74427986145017,1.1132742104721272
gaussian_postrelu,0,train_probe,saved,0.025,101.2726952631343,113.51037109375,1.1208388480114888
gaussian_postrelu,0,train_probe,saved,0.05,101.2726952631343,120.65838348388668,1.1914206802769793
gaussian_postrelu,0,train_probe,saved,0.1,101.2726952631343,137.13190132141108,1.3540856295480703
gaussian_postrelu,0,train_probe,saved,0.2,101.2726952631343,148.53550216674802,1.4666885460173837
gaussian_postrelu,0,train_probe,saved,0.25,101.2726952631343,144.40076147460937,1.4258607524902591
gaussian_postrelu,0,train_probe,saved,0.35,101.2726952631343,133.4235583745217,1.3174682280139836
gaussian_postrelu,0,train_probe,saved,0.5,101.2726952631343,130.66027438964844,1.2901826504188234
gaussian_postrelu,0,train_probe,centre_frozen,0.005,102.89982845744264,117.68313598632706,1.1436669793380512
gaussian_postrelu,0,train_probe,centre_frozen,0.01,102.89982845744264,120.34925842285142,1.1695768615651825
gaussian_postrelu,0,train_probe,centre_frozen,0.02,102.89982845744264,117.93475341796875,1.146112245140858
gaussian_postrelu,0,train_probe,centre_frozen,0.025,102.89982845744264,117.97379760742183,1.146491683960518
gaussian_postrelu,0,train_probe,centre_frozen,0.05,102.89982845744264,124.31645050048826,1.208130784706829
gaussian_postrelu,0,train_probe,centre_frozen,0.1,102.89982845744264,140.41915054321285,1.364619870102966
gaussian_postrelu,0,train_probe,centre_frozen,0.2,102.89982845744264,151.1836433410644,1.4692312475874632
gaussian_postrelu,0,train_probe,centre_frozen,0.25,102.89982845744264,146.67435,1.4254090818106822
gaussian_postrelu,0,train_probe,centre_frozen,0.35,102.89982845744264,135.07595498844069,1.3126936848520157
gaussian_postrelu,0,train_probe,centre_frozen,0.5,102.89982845744264,132.35712971191407,1.286271626455183
gaussian_postrelu,0,test_probe,saved,0.005,110.46508579512499,61.8804016113268,0.5601806323320457
gaussian_postrelu,0,test_probe,saved,0.01,110.46508579512499,72.34476470947227,0.654910682309586
gaussian_postrelu,0,test_probe,saved,0.02,110.46508579512499,81.39140510559083,0.736806607442863
gaussian_postrelu,0,test_probe,saved,0.025,110.46508579512499,83.66317504882812,0.7573721094463706
gaussian_postrelu,0,test_probe,saved,0.05,110.46508579512499,94.86680480957028,0.8587944700058062
gaussian_postrelu,0,test_probe,saved,0.1,110.46508579512499,119.69192764282222,1.083527222934583
gaussian_postrelu,0,test_probe,saved,0.2,110.46508579512499,140.21011970520016,1.2692709075991853
gaussian_postrelu,0,test_probe,saved,0.25,110.46508579512499,138.14828134765625,1.2506058394221875
gaussian_postrelu,0,test_probe,saved,0.35,110.46508579512499,129.41381003866394,1.1715358668048506
gaussian_postrelu,0,test_probe,saved,0.5,110.46508579512499,128.37830979003905,1.1621618619672913
gaussian_postrelu,0,test_probe,centre_frozen,0.005,112.54711593348236,86.91845703124821,0.7722850675500098
gaussian_postrelu,0,test_probe,centre_frozen,0.01,112.54711593348236,82.17924499511653,0.7301763738102907
gaussian_postrelu,0,test_probe,centre_frozen,0.02,112.54711593348236,83.47673988342271,0.7417048334917722
gaussian_postrelu,0,test_probe,centre_frozen,0.025,112.54711593348236,85.11501464843735,0.7562611795289544
gaussian_postrelu,0,test_probe,centre_frozen,0.05,112.54711593348236,96.49847290039058,0.8574051151823664
gaussian_postrelu,0,test_probe,centre_frozen,0.1,112.54711593348236,122.21243927001952,1.0858780187868124
gaussian_postrelu,0,test_probe,centre_frozen,0.2,112.54711593348236,142.78580055236813,1.2686757840756884
gaussian_postrelu,0,test_probe,centre_frozen,0.25,112.54711593348236,140.35623349609378,1.2470886733254647
gaussian_postrelu,0,test_probe,centre_frozen,0.35,112.54711593348236,131.02899508729274,1.1642145958207721
gaussian_postrelu,0,test_probe,centre_frozen,0.5,112.54711593348236,130.0491701904297,1.155508687288721
gaussian_postrelu,1,train_probe,saved,0.005,106.1786577149771,119.50006103515554,1.1254621560195084
gaussian_postrelu,1,train_probe,saved,0.01,106.1786577149771,122.25609588622997,1.1514187362813595
gaussian_postrelu,1,train_probe,saved,0.02,106.1786577149771,121.79153442382804,1.14704345529364
gaussian_postrelu,1,train_probe,saved,0.025,106.1786577149771,122.17829956054678,1.150686043597562
gaussian_postrelu,1,train_probe,saved,0.05,106.1786577149771,127.9832107543945,1.2053572112198754
gaussian_postrelu,1,train_probe,saved,0.1,106.1786577149771,136.19556640624995,1.2827019039160332
gaussian_postrelu,1,train_probe,saved,0.2,106.1786577149771,140.86205413818357,1.326651298571786
gaussian_postrelu,1,train_probe,saved,0.25,106.1786577149771,139.13758662109373,1.3104101108020278
gaussian_postrelu,1,train_probe,saved,0.35,106.1786577149771,134.793331772162,1.2694955339706524
gaussian_postrelu,1,train_probe,saved,0.5,106.1786577149771,139.69975502929688,1.3157046626479574
gaussian_postrelu,1,train_probe,centre_frozen,0.005,103.99575496176733,122.55203247070588,1.1784330284996778
gaussian_postrelu,1,train_probe,centre_frozen,0.01,103.99575496176733,122.10557556152371,1.1741399983721856
gaussian_postrelu,1,train_probe,centre_frozen,0.02,103.99575496176733,121.50434494018569,1.168358698726262
gaussian_postrelu,1,train_probe,centre_frozen,0.025,103.99575496176733,121.72801757812502,1.1705094849580804
gaussian_postrelu,1,train_probe,centre_frozen,0.05,103.99575496176733,127.11337097167969,1.2222938428439818
gaussian_postrelu,1,train_probe,centre_frozen,0.1,103.99575496176733,135.3268019104004,1.3012723640513164
gaussian_postrelu,1,train_probe,centre_frozen,0.2,103.99575496176733,139.75437614440915,1.3438469310193286
gaussian_postrelu,1,train_probe,centre_frozen,0.25,103.99575496176733,137.7390797851563,1.3244682904200682
gaussian_postrelu,1,train_probe,centre_frozen,0.35,103.99575496176733,132.91937649473851,1.2781230978476437
gaussian_postrelu,1,train_probe,centre_frozen,0.5,103.99575496176733,137.56506813964842,1.322795033222485
gaussian_postrelu,1,test_probe,saved,0.005,121.43855481097278,83.42950439453611,0.6870100235003596
gaussian_postrelu,1,test_probe,saved,0.01,121.43855481097278,89.43207550048925,0.7364388981711472
gaussian_postrelu,1,test_probe,saved,0.02,121.43855481097278,95.4107246398929,0.7856707846071297
gaussian_postrelu,1,test_probe,saved,0.025,121.43855481097278,97.24130615234395,0.8007449224318137
gaussian_postrelu,1,test_probe,saved,0.05,121.43855481097278,108.44951782226565,0.8930402539051504
gaussian_postrelu,1,test_probe,saved,0.1,121.43855481097278,124.93064620971677,1.0287560355455454
gaussian_postrelu,1,test_probe,saved,0.2,121.43855481097278,133.75482162475583,1.1014197413083031
gaussian_postrelu,1,test_probe,saved,0.25,121.43855481097278,133.067795703125,1.0957623459061574
gaussian_postrelu,1,test_probe,saved,0.35,121.43855481097278,130.41012012715245,1.0738774051630022
gaussian_postrelu,1,test_probe,saved,0.5,121.43855481097278,137.00829028320314,1.1282108099562425
gaussian_postrelu,1,test_probe,centre_frozen,0.005,118.173053488735,90.76254272461128,0.7680477066902849
gaussian_postrelu,1,test_probe,centre_frozen,0.01,118.173053488735,88.98333740234409,0.7529917758351445
gaussian_postrelu,1,test_probe,centre_frozen,0.02,118.173053488735,92.76484107971208,0.7849914878314879
gaussian_postrelu,1,test_probe,centre_frozen,0.025,118.173053488735,94.65833251953129,0.8010145267893473
gaussian_postrelu,1,test_probe,centre_frozen,0.05,118.173053488735,106.35625305175782,0.900004272648302
gaussian_postrelu,1,test_probe,centre_frozen,0.1,118.173053488735,123.8404161071777,1.0479581634825317
gaussian_postrelu,1,test_probe,centre_frozen,0.2,118.173053488735,132.54415573120116,1.1216106533443861
gaussian_postrelu,1,test_probe,centre_frozen,0.25,118.173053488735,131.62613066406252,1.1138421727979633
gaussian_postrelu,1,test_probe,centre_frozen,0.35,118.173053488735,128.55136778539543,1.087823018787018
gaussian_postrelu,1,test_probe,centre_frozen,0.5,118.173053488735,134.87482983398434,1.141333204585777
gaussian_postrelu,2,train_probe,saved,0.005,88.65201422421882,102.51689147949136,1.156396641143488
gaussian_postrelu,2,train_probe,saved,0.01,88.65201422421882,104.04403305053681,1.1736228890117315
gaussian_postrelu,2,train_probe,saved,0.02,88.65201422421882,104.65530776977532,1.1805181042483812
gaussian_postrelu,2,train_probe,saved,0.025,88.65201422421882,105.47143493652338,1.189724067292649
gaussian_postrelu,2,train_probe,saved,0.05,88.65201422421882,110.94283630371092,1.2514418005564332
gaussian_postrelu,2,train_probe,saved,0.1,88.65201422421882,123.76373428344723,1.3960622932990987
gaussian_postrelu,2,train_probe,saved,0.2,88.65201422421882,135.2325930023193,1.525431702660346
gaussian_postrelu,2,train_probe,saved,0.25,88.65201422421882,134.78451640625,1.5203773719720883
gaussian_postrelu,2,train_probe,saved,0.35,88.65201422421882,133.39486278300382,1.5047019963429293
gaussian_postrelu,2,train_probe,saved,0.5,88.65201422421882,147.26488681640626,1.661156693450232
gaussian_postrelu,2,train_probe,centre_frozen,0.005,87.32858688171645,101.58633422851437,1.1632655222751922
gaussian_postrelu,2,train_probe,centre_frozen,0.01,87.32858688171645,103.16101837158158,1.1812972367377204
gaussian_postrelu,2,train_probe,centre_frozen,0.02,87.32858688171645,103.6906375885009,1.1873619085231082
gaussian_postrelu,2,train_probe,centre_frozen,0.025,87.32858688171645,104.43248657226555,1.1958568242231578
gaussian_postrelu,2,train_probe,centre_frozen,0.05,87.32858688171645,109.74705444335935,1.2567139623134855
gaussian_postrelu,2,train_probe,centre_frozen,0.1,87.32858688171645,122.56545135498045,1.403497476960106
gaussian_postrelu,2,train_probe,centre_frozen,0.2,87.32858688171645,134.15276420593258,1.5361838430712027
gaussian_postrelu,2,train_probe,centre_frozen,0.25,87.32858688171645,133.7092619628906,1.5311052971004233
gaussian_postrelu,2,train_probe,centre_frozen,0.35,87.32858688171645,132.16329350685587,1.513402406085724
gaussian_postrelu,2,train_probe,centre_frozen,0.5,87.32858688171645,145.43236726074218,1.6653466230677165
gaussian_postrelu,2,test_probe,saved,0.005,109.22068114337142,90.75756835937864,0.8309558904896712
gaussian_postrelu,2,test_probe,saved,0.01,109.22068114337142,83.64233398437615,0.7658104043004532
gaussian_postrelu,2,test_probe,saved,0.02,109.22068114337142,82.57032775878933,0.755995356322684
gaussian_postrelu,2,test_probe,saved,0.025,109.22068114337142,83.04247314453137,0.7603182133200896
gaussian_postrelu,2,test_probe,saved,0.05,109.22068114337142,91.27562988281252,0.8356991453202636
gaussian_postrelu,2,test_probe,saved,0.1,109.22068114337142,109.23572830200196,1.0001377684013046
gaussian_postrelu,2,test_probe,saved,0.2,109.22068114337142,126.09145904541015,1.1544650493425586
gaussian_postrelu,2,test_probe,saved,0.25,109.22068114337142,127.36208017578124,1.1660985707331017
gaussian_postrelu,2,test_probe,saved,0.35,109.22068114337142,128.3284808474171,1.17494671800264
gaussian_postrelu,2,test_probe,saved,0.5,109.22068114337142,143.7343845703125,1.3159997087148334
gaussian_postrelu,2,test_probe,centre_frozen,0.005,107.12404281217195,83.66290283203526,0.7809909020958745
gaussian_postrelu,2,test_probe,centre_frozen,0.01,107.12404281217195,80.51846313476696,0.7516376438102285
gaussian_postrelu,2,test_probe,centre_frozen,0.02,107.12404281217195,80.2586593627932,0.7492123827282761
gaussian_postrelu,2,test_probe,centre_frozen,0.025,107.12404281217195,80.79859375000014,0.754252655416207
gaussian_postrelu,2,test_probe,centre_frozen,0.05,107.12404281217195,89.38210021972658,0.8343794527662333
gaussian_postrelu,2,test_probe,centre_frozen,0.1,107.12404281217195,108.02912902832028,1.0084489549907605
gaussian_postrelu,2,test_probe,centre_frozen,0.2,107.12404281217195,125.03149894714356,1.167165611611298
gaussian_postrelu,2,test_probe,centre_frozen,0.25,107.12404281217195,126.31723359375,1.1791679092547955
gaussian_postrelu,2,test_probe,centre_frozen,0.35,107.12404281217195,127.1148324398119,1.186613472595421
gaussian_postrelu,2,test_probe,centre_frozen,0.5,107.12404281217195,141.9274404296875,1.3248887616997314
gaussian_postrelu,3,train_probe,saved,0.005,112.98242166935037,105.73324584960986,0.9358380205289311
gaussian_postrelu,3,train_probe,saved,0.01,112.98242166935037,114.38621902465846,1.0124249182710596
gaussian_postrelu,3,train_probe,saved,0.02,112.98242166935037,125.68857955932617,1.1124613696736039
gaussian_postrelu,3,train_probe,saved,0.025,112.98242166935037,130.85643432617186,1.1582017130871103
gaussian_postrelu,3,train_probe,saved,0.05,112.98242166935037,150.28839019775387,1.3301926793318486
gaussian_postrelu,3,train_probe,saved,0.1,112.98242166935037,165.49175842285158,1.4647566938082883
gaussian_postrelu,3,train_probe,saved,0.2,112.98242166935037,157.92633865356441,1.3977956598925187
gaussian_postrelu,3,train_probe,saved,0.25,112.98242166935037,148.46157265624998,1.314023637152436
gaussian_postrelu,3,train_probe,saved,0.35,112.98242166935037,133.70396658761166,1.1834050342707656
gaussian_postrelu,3,train_probe,saved,0.5,112.98242166935037,138.5637365478516,1.2264185392783173
gaussian_postrelu,3,train_probe,centre_frozen,0.005,111.37913823977877,114.92138671875128,1.0318035184591454
gaussian_postrelu,3,train_probe,centre_frozen,0.01,111.37913823977877,118.56934738159202,1.064556157063579
gaussian_postrelu,3,train_probe,centre_frozen,0.02,111.37913823977877,127.47732162475586,1.144534996763224
gaussian_postrelu,3,train_probe,centre_frozen,0.025,111.37913823977877,132.12179565429688,1.1862346732281497
gaussian_postrelu,3,train_probe,centre_frozen,0.05,111.37913823977877,149.7748910522461,1.3447302018965916
gaussian_postrelu,3,train_probe,centre_frozen,0.1,111.37913823977877,163.72019531249998,1.46993591349253
gaussian_postrelu,3,train_probe,centre_frozen,0.2,111.37913823977877,155.364326171875,1.3949140622492897
gaussian_postrelu,3,train_probe,centre_frozen,0.25,111.37913823977877,145.8577541992188,1.3095608073857952
gaussian_postrelu,3,train_probe,centre_frozen,0.35,111.37913823977877,130.9462718231824,1.1756804181881817
gaussian_postrelu,3,train_probe,centre_frozen,0.5,111.37913823977877,135.08405102539064,1.2128308151799447
gaussian_postrelu,3,test_probe,saved,0.005,142.11807854800946,114.41998291015575,0.8051050512303619
gaussian_postrelu,3,test_probe,saved,0.01,142.11807854800946,104.69276428222739,0.7366604259771266
gaussian_postrelu,3,test_probe,saved,0.02,142.11807854800946,108.24290084838887,0.7616406157069097
gaussian_postrelu,3,test_probe,saved,0.025,142.11807854800946,113.38073486328123,0.7977924836985439
gaussian_postrelu,3,test_probe,saved,0.05,142.11807854800946,135.47627624511716,0.9532656058205248
gaussian_postrelu,3,test_probe,saved,0.1,142.11807854800946,151.65613235473631,1.0671135854366676
gaussian_postrelu,3,test_probe,saved,0.2,142.11807854800946,149.40859741210937,1.0512990249979848
gaussian_postrelu,3,test_probe,saved,0.25,142.11807854800946,141.703408984375,0.9970822180550774
gaussian_postrelu,3,test_probe,saved,0.35,142.11807854800946,129.49496741470026,0.9111787095471816
gaussian_postrelu,3,test_probe,saved,0.5,142.11807854800946,135.8681678222656,0.9560231126849034
gaussian_postrelu,3,test_probe,centre_frozen,0.005,138.3088418795758,107.52984619141071,0.7774618363519805
gaussian_postrelu,3,test_probe,centre_frozen,0.01,138.3088418795758,104.01971435547009,0.7520828960887336
gaussian_postrelu,3,test_probe,centre_frozen,0.02,138.3088418795758,110.08281135559105,0.7959202742181813
gaussian_postrelu,3,test_probe,centre_frozen,0.025,138.3088418795758,115.20075927734385,0.8329240395031872
gaussian_postrelu,3,test_probe,centre_frozen,0.05,138.3088418795758,135.48698364257814,0.9795974125829596
gaussian_postrelu,3,test_probe,centre_frozen,0.1,138.3088418795758,149.8787371826172,1.0836526077856627
gaussian_postrelu,3,test_probe,centre_frozen,0.2,138.3088418795758,146.94521820068357,1.062442691325746
gaussian_postrelu,3,test_probe,centre_frozen,0.25,138.3088418795758,139.23461425781247,1.0066935155096066
gaussian_postrelu,3,test_probe,centre_frozen,0.35,138.3088418795758,126.81982242506379,0.9169321404302164
gaussian_postrelu,3,test_probe,centre_frozen,0.5,138.3088418795758,132.42804404296876,0.9574806805068371
gaussian_postrelu,4,train_probe,saved,0.005,102.92611712311415,120.84104919433454,1.174056231517911
gaussian_postrelu,4,train_probe,saved,0.01,102.92611712311415,123.43674468994118,1.1992752484997897
gaussian_postrelu,4,train_probe,saved,0.02,102.92611712311415,127.49354553222652,1.238689936974172
gaussian_postrelu,4,train_probe,saved,0.025,102.92611712311415,129.33638183593746,1.2565943946105818
gaussian_postrelu,4,train_probe,saved,0.05,102.92611712311415,138.75018249511714,1.3480561238810977
gaussian_postrelu,4,train_probe,saved,0.1,102.92611712311415,148.1067211914062,1.4389615126960407
gaussian_postrelu,4,train_probe,saved,0.2,102.92611712311415,143.32826675415038,1.392535449313701
gaussian_postrelu,4,train_probe,saved,0.25,102.92611712311415,136.48345766601562,1.3260332895173939
gaussian_postrelu,4,train_probe,saved,0.35,102.92611712311415,124.11097090740596,1.2058258329025637
gaussian_postrelu,4,train_probe,saved,0.5,102.92611712311415,123.1391870239258,1.1963842653913968
gaussian_postrelu,4,train_probe,centre_frozen,0.005,104.29104085517886,121.54388427734375,1.1654297749901894
gaussian_postrelu,4,train_probe,centre_frozen,0.01,104.29104085517886,124.28782653808591,1.1917402062433635
gaussian_postrelu,4,train_probe,centre_frozen,0.02,104.29104085517886,127.95433807373047,1.226896740357698
gaussian_postrelu,4,train_probe,centre_frozen,0.025,104.29104085517886,130.06568908691403,1.2471415379536435
gaussian_postrelu,4,train_probe,centre_frozen,0.05,104.29104085517886,140.30948364257807,1.3453646880120347
gaussian_postrelu,4,train_probe,centre_frozen,0.1,104.29104085517886,149.4431297302246,1.4329431224849414
gaussian_postrelu,4,train_probe,centre_frozen,0.2,104.29104085517886,143.95458122253416,1.3803158933127637
