policy,split,amplitude,method,n_seeds,mean,sd,n_negative,n_positive,n_zero,seed0,seed1,seed2,seed3,seed4,mean_relative_to_plain
centre_frozen,train_probe,0.005,gaussian_postrelu,5,-0.00022113040924071713,0.00023079052959338938,4,1,0,-8.734588623049151e-05,-0.00035391254425044686,-0.0005552764892578193,-0.0001266061782836754,1.748905181884748e-05,-0.12346276752706645
centre_frozen,train_probe,0.005,resolution_max_b1_gaussian_conv,5,-0.0007221467208862256,0.00024672926552318504,5,0,0,-0.0007355754852294976,-0.0009808069229125817,-0.00094280853271482,-0.0004195459365844839,-0.0005319967269897446,-0.42626520003772655
centre_frozen,train_probe,0.01,resolution_max_b1,5,-0.0023100138854980417,0.0007063190871118444,5,0,0,-0.0020880493164062673,-0.0030309343338012426,-0.0030894559860229435,-0.00170140380859373,-0.001640225982666027,-0.34971207769262036
centre_frozen,train_probe,0.01,gaussian_postrelu,5,-0.0006296940231323234,0.0008336709309032373,4,1,0,-9.224967956544469e-05,-0.0012547330856323017,-0.0017628774642944461,-0.0002080564498901259,0.00016944656372070138,-0.08923380386411046
centre_frozen,train_probe,0.01,resolution_max_b1_gaussian_conv,5,-0.002691259689331047,0.0007642905750975691,5,0,0,-0.002836869430542001,-0.003516216087341291,-0.0032815752029418696,-0.0017262153625488249,-0.0020954223632812493,-0.4088323941135058
centre_frozen,train_probe,0.02,resolution_max_b1,5,-0.008910550308227533,0.002331305392776883,5,0,0,-0.008288282585144045,-0.01163798999786373,-0.011087669563293458,-0.006819091987609854,-0.006719717407226575,-0.34192976568455785
centre_frozen,train_probe,0.02,gaussian_postrelu,5,-0.001854637298583979,0.0034396404216149334,3,2,0,-0.0005175085067749066,-0.004738682746887168,-0.006264039039611823,0.0009871671676635711,0.0012598766326904313,-0.06491458136097258
centre_frozen,train_probe,0.02,resolution_max_b1_gaussian_conv,5,-0.010446756820678707,0.00236611692997287,5,0,0,-0.011191694450378419,-0.01307044925689696,-0.011958815956115696,-0.0073905969619751065,-0.00862222747802735,-0.40264034699816464
centre_frozen,train_probe,0.025,resolution_max_b1,5,-0.01398182868957519,0.0034198717034764968,5,0,0,-0.013005161094665534,-0.018080381202697716,-0.017085531997680672,-0.010964242172241193,-0.010773826980590838,-0.3431532292643587
centre_frozen,train_probe,0.025,gaussian_postrelu,5,-0.002493802986145022,0.005577711593020089,3,2,0,-0.0007898027420044085,-0.00723973827362058,-0.009473875045776396,0.0027098514556884792,0.002324549674987797,-0.05498886259310827
centre_frozen,train_probe,0.025,resolution_max_b1_gaussian_conv,5,-0.016432191390991207,0.0033343075046084786,5,0,0,-0.017606298637390154,-0.020152019691467262,-0.018406994247436508,-0.012058368682861333,-0.013937275695800784,-0.4051998753706322
centre_frozen,train_probe,0.05,resolution_max_b1,5,-0.059723826141357426,0.01105271788792118,5,0,0,-0.05465526199340823,-0.07460568428039552,-0.06818359336853026,-0.05180594272613527,-0.04936864833831786,-0.35602153749264465
centre_frozen,train_probe,0.05,gaussian_postrelu,5,-0.004058301544189463,0.025670471291551485,2,3,0,0.0004475337982177141,-0.026173699951171858,-0.034398388671874974,0.025226590538024868,0.014606456565856935,-0.01848883130889319
centre_frozen,train_probe,0.05,resolution_max_b1_gaussian_conv,5,-0.07016492141723633,0.009823983400488451,5,0,0,-0.0747116855621338,-0.08149894981384276,-0.07405124053955074,-0.05664567394256598,-0.06391705722808841,-0.42027099055880257
centre_frozen,train_probe,0.1,resolution_max_b1,5,-0.2682739300537108,0.03790528626208519,5,0,0,-0.25310929107666,-0.32365187911987303,-0.2862185272216795,-0.2539831428527832,-0.22440680999755847,-0.3628115585526871
centre_frozen,train_probe,0.1,gaussian_postrelu,5,-0.025633215332031202,0.10920209896009168,2,3,0,0.009433236694335934,-0.14253093719482413,-0.13600886535644519,0.103266022491455,0.037674466705322374,-0.028909258324301485
centre_frozen,train_probe,0.1,resolution_max_b1_gaussian_conv,5,-0.3144587515258789,0.03988265511072826,5,0,0,-0.34524770889282225,-0.3609145690917969,-0.31077668380737294,-0.2612897766113282,-0.2940650192260742,-0.4267500102574707
centre_frozen,train_probe,0.2,resolution_max_b1,5,-1.053698433532715,0.16354339661770004,5,0,0,-1.2051167633056643,-1.2163138931274418,-1.0442522552490234,-0.9760318191528321,-0.8267774368286136,-0.3124106960646619
centre_frozen,train_probe,0.2,gaussian_postrelu,5,-0.46441217498779325,0.3517238543699686,5,0,0,-0.33204926300048854,-0.9600041503906258,-0.686628852844239,-0.09768348541259764,-0.24569512329101517,-0.13349544818699857
centre_frozen,train_probe,0.2,resolution_max_b1_gaussian_conv,5,-1.2430201478576661,0.2596064530929444,5,0,0,-1.5817505744934084,-1.4640588714599612,-1.0768082336425784,-1.0248455810546875,-1.0676374786376952,-0.36844761443637564
centre_frozen,train_probe,0.25,resolution_max_b1,5,-1.4621869482421874,0.27964335313555516,5,0,0,-1.8561870941162102,-1.6415220932006838,-1.3315855102539063,-1.312726359558106,-1.1689136840820322,-0.27580384789066087
centre_frozen,train_probe,0.25,gaussian_postrelu,5,-0.9000442996215818,0.4168953622451881,5,0,0,-0.8091978851318355,-1.5403858657836906,-1.044197230529786,-0.4650083511352525,-0.6414321655273447,-0.16730597612526626
centre_frozen,train_probe,0.25,resolution_max_b1_gaussian_conv,5,-1.7647046398925785,0.453051990283952,5,0,0,-2.3850620208740234,-2.1049516647338877,-1.3560950698852539,-1.5121824798583976,-1.4652319641113292,-0.33220560025545265
centre_frozen,train_probe,0.35,resolution_max_b1,5,-2.0862051464843754,0.7692609800550264,5,0,0,-3.305433297729495,-2.2303884231567377,-1.2550671691894504,-1.9368927963256857,-1.7032440460205072,-0.20695806478270704
centre_frozen,train_probe,0.35,gaussian_postrelu,5,-1.9447431158447266,0.49257909704888503,5,0,0,-2.2493543762207064,-2.61155015411377,-1.3858138366699198,-1.6050042495727528,-1.871992962646484,-0.19339690858624708
centre_frozen,train_probe,0.35,resolution_max_b1_gaussian_conv,5,-2.7067671551513675,1.0701424359317622,5,0,0,-4.058762103271487,-3.430063475036623,-1.390283547973631,-2.65043282623291,-2.004293823242187,-0.26761855029820064
centre_frozen,train_probe,0.5,resolution_max_b1,5,-3.140928528442385,2.014210831807244,5,0,0,-5.5669178833007855,-2.887429933166505,-0.45100574645995906,-4.605659193420411,-2.193629885864265,-0.14555720419136878
centre_frozen,train_probe,0.5,gaussian_postrelu,5,-4.320099135131838,1.3789217222835448,5,0,0,-5.861499871826176,-4.660211405944828,-2.0744680511474627,-4.551947352600095,-4.4523689941406275,-0.20261487255257546
centre_frozen,train_probe,0.5,resolution_max_b1_gaussian_conv,5,-4.600644903564455,2.59304361610245,5,0,0,-7.280149081420902,-5.77768413543701,-2.364135116577149,-6.241761125183107,-1.3394950592041077,-0.2128792197755983
centre_frozen,test_probe,0.005,resolution_max_b1,5,-0.0003198776245117574,0.00014816035825491273,5,0,0,-0.00012057800292973879,-0.00031680679321290377,-0.0004272087097168477,-0.0004939674377441583,-0.00024082717895513857,-0.24572462853545138
centre_frozen,test_probe,0.005,gaussian_postrelu,5,-5.668052673340374e-05,0.00024860494704172844,2,3,0,5.057983398432651e-05,-0.00024063529968264014,-0.0003714637756347507,2.4695587158252066e-05,0.0002534210205077936,-0.03054760408396045
centre_frozen,test_probe,0.005,resolution_max_b1_gaussian_conv,5,-0.0004773489379883124,0.00012080998313109757,5,0,0,-0.00035245666503904707,-0.0005614280700684483,-0.0006106426239014252,-0.000513780593872043,-0.0003484367370605978,-0.3733716528094728
centre_frozen,test_probe,0.01,resolution_max_b1,5,-0.0015014477539062698,0.0004576789448314722,5,0,0,-0.0008756256103516105,-0.0014520454406738211,-0.0017963500976562684,-0.002068766784667969,-0.0013144508361816794,-0.2872222311523821
centre_frozen,test_probe,0.01,gaussian_postrelu,5,-0.0005137886047363283,0.0008218150156174623,4,1,0,-0.0002553276062012338,-0.0011154014587402613,-0.0015044532775878696,-0.0002951156616210317,0.0006013549804687549,-0.09192849859089232
centre_frozen,test_probe,0.01,resolution_max_b1_gaussian_conv,5,-0.002055533370971715,0.00046329347637978104,5,0,0,-0.0015960266113280996,-0.002275373840332112,-0.0024648200988770463,-0.0024274429321288924,-0.001514003372192424,-0.3953524881502024
centre_frozen,test_probe,0.02,resolution_max_b1,5,-0.007050218811035192,0.001249854813653895,5,0,0,-0.005487873840332065,-0.0072295715332031385,-0.008488613891601614,-0.007945811462402386,-0.006099223327636748,-0.32944325215056536
centre_frozen,test_probe,0.02,gaussian_postrelu,5,-0.0024101482391357515,0.003317293205330711,4,1,0,-0.0020883174896240697,-0.004794779586791999,-0.00657107391357423,-0.00017777595520017744,0.0015812057495117188,-0.10681672120267416
centre_frozen,test_probe,0.02,resolution_max_b1_gaussian_conv,5,-0.008813440856933632,0.0017985598069297896,5,0,0,-0.007630649185180655,-0.009981333923339938,-0.010257260894775482,-0.009979242706298824,-0.006218717575073267,-0.41101356735256145
centre_frozen,test_probe,0.025,resolution_max_b1,5,-0.011399806671142595,0.0018073642871207693,5,0,0,-0.009326689147949218,-0.01174386978149413,-0.013691349029541035,-0.01239149322509769,-0.009845632171630897,-0.3376232004908402
centre_frozen,test_probe,0.025,gaussian_postrelu,5,-0.0034466145324707105,0.005469650650538394,3,2,0,-0.003342620849609422,-0.00723365936279298,-0.01036166839599608,0.001034542846679698,0.0026703330993652317,-0.0966112445102415
centre_frozen,test_probe,0.025,resolution_max_b1_gaussian_conv,5,-0.014001020507812528,0.002651267874918861,5,0,0,-0.012543619918823207,-0.01568115310668952,-0.016085545730590886,-0.015690195083618172,-0.010004588699340854,-0.41384530986248313
centre_frozen,test_probe,0.05,resolution_max_b1,5,-0.04838530029296877,0.006470052758273075,5,0,0,-0.04296165237426759,-0.05270300140380858,-0.056482579803466854,-0.04872255249023441,-0.041056715393066434,-0.3437557085778444
centre_frozen,test_probe,0.05,gaussian_postrelu,5,-0.0036067677307128785,0.026125456693295183,3,2,0,-0.007278184509277363,-0.021435312652587857,-0.03490912094116211,0.026325826263427776,0.01926295318603516,-0.020331206354154096
centre_frozen,test_probe,0.05,resolution_max_b1_gaussian_conv,5,-0.05765314483642581,0.008441902977672121,5,0,0,-0.05618172874450679,-0.06528955764770517,-0.06387602157592782,-0.05884599151611325,-0.044072424697876034,-0.4096106878264047
centre_frozen,test_probe,0.1,resolution_max_b1,5,-0.2122840647888185,0.036932005802638224,5,0,0,-0.19783499679565442,-0.25851815185546856,-0.24156327209472672,-0.19567735977172884,-0.16782654342651382,-0.3349326127763092
centre_frozen,test_probe,0.1,gaussian_postrelu,5,0.006740700683593626,0.11006654119604457,2,3,0,0.021683016967773194,-0.0924859901428221,-0.11682560119628915,0.1382321609497067,0.0830999168395995,0.019547725310528223
centre_frozen,test_probe,0.1,resolution_max_b1_gaussian_conv,5,-0.24765725662231453,0.0455465106344736,5,0,0,-0.2616847259521484,-0.3040838455200193,-0.27069387512207044,-0.20376407394409207,-0.19805976257324237,-0.391291076964169
centre_frozen,test_probe,0.2,resolution_max_b1,5,-0.8722482556152344,0.1546340271402179,5,0,0,-0.9702736618041992,-1.019449230957031,-0.9480510208129886,-0.7712891448974615,-0.6521782196044921,-0.28557597773793497
centre_frozen,test_probe,0.2,gaussian_postrelu,5,-0.3143646847534183,0.3681302659456808,4,1,0,-0.15111836853027372,-0.7758935424804689,-0.6310115386962893,0.07399195861816343,-0.08779193267822283,-0.09681636427904781
centre_frozen,test_probe,0.2,resolution_max_b1_gaussian_conv,5,-1.0388669564819337,0.2431191904302658,5,0,0,-1.2964422760009766,-1.2876541503906247,-0.9929454467773438,-0.8024858566284179,-0.8148070526123052,-0.3397267187529804
centre_frozen,test_probe,0.25,resolution_max_b1,5,-1.2360704373168947,0.24037617439738856,5,0,0,-1.5529515579223636,-1.3871029479980477,-1.2008393707275395,-1.100506713867187,-0.9389515960693355,-0.25273863737133373
centre_frozen,test_probe,0.25,gaussian_postrelu,5,-0.7033857067871095,0.42314664311207456,5,0,0,-0.559563912963867,-1.3066653900146488,-0.9561932250976564,-0.2635613220214852,-0.43094468383789053,-0.14058035749465406
centre_frozen,test_probe,0.25,resolution_max_b1_gaussian_conv,5,-1.511430445861817,0.40619961875582083,5,0,0,-2.0304125350952154,-1.8699520324707049,-1.2280777526855475,-1.265910459899902,-1.1627994491577152,-0.30817561520543896
centre_frozen,test_probe,0.35,resolution_max_b1,5,-1.8331529821777353,0.7102214797239152,5,0,0,-2.9673034088134767,-1.947183190917972,-1.1052898620605465,-1.736101922607424,-1.4098865264892577,-0.19156649681721233
centre_frozen,test_probe,0.35,gaussian_postrelu,5,-1.7091033386230474,0.45026156017730884,5,0,0,-1.9610064666748048,-2.3577420471191415,-1.264424234008792,-1.3691237487792964,-1.5932201965332027,-0.17903814038259042
centre_frozen,test_probe,0.35,resolution_max_b1_gaussian_conv,5,-2.4223868255615235,1.0074133660161135,5,0,0,-3.673083862304688,-3.1459194427490242,-1.2325879211425779,-2.3826604583740236,-1.6776824432373045,-0.2521109542911448
centre_frozen,test_probe,0.5,resolution_max_b1,5,-2.8916290588378915,1.9702573298506065,5,0,0,-5.28590839233399,-2.6231316894531282,-0.33419368286132567,-4.350305993652341,-1.8646055358886713,-0.1377349256531272
centre_frozen,test_probe,0.5,gaussian_postrelu,5,-4.03859898010254,1.3315100803351796,5,0,0,-5.595148275756838,-4.361245941162117,-1.9118332275390628,-4.236382751464841,-4.08838470458984,-0.19501961209956023
centre_frozen,test_probe,0.5,resolution_max_b1_gaussian_conv,5,-4.2903139428710935,2.55928986923369,5,0,0,-6.954938848876953,-5.435797125244143,-2.1838680358886684,-5.8776583435058605,-0.9993073608398433,-0.20404297805849064
