method,seed,checkpoint,update,reason,state_label,resolution,sigma_G,policy,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1,4,epoch_019.pt,7429,epoch_end,final,32,,recalibrated,0.40423321533203127,0.868,0.58306884765625,0.797
resolution_max_b1,4,epoch_020.pt,7820,epoch_end,final,32,,saved,0.3804439392089844,0.872,0.5754186401367187,0.803
resolution_max_b1,4,epoch_020.pt,7820,epoch_end,final,32,,recalibrated,0.37939927673339846,0.872,0.570328857421875,0.804
resolution_max_b1,4,epoch_021.pt,8211,epoch_end,final,32,,saved,0.3827138214111328,0.872,0.5763289489746094,0.815
resolution_max_b1,4,epoch_021.pt,8211,epoch_end,final,32,,recalibrated,0.3707010040283203,0.875,0.5636988830566406,0.811
resolution_max_b1,4,epoch_022.pt,8602,epoch_end,final,32,,saved,0.3500408172607422,0.884,0.5766418762207032,0.793
resolution_max_b1,4,epoch_022.pt,8602,epoch_end,final,32,,recalibrated,0.34626876831054687,0.883,0.569182861328125,0.796
resolution_max_b1,4,epoch_023.pt,8993,epoch_end,final,32,,saved,0.34300119018554687,0.883,0.578050537109375,0.8
resolution_max_b1,4,epoch_023.pt,8993,epoch_end,final,32,,recalibrated,0.3352246551513672,0.886,0.5663909912109375,0.806
resolution_max_b1,4,epoch_024.pt,9384,epoch_end,final,32,,saved,0.33162765502929686,0.884,0.5712389831542969,0.8
resolution_max_b1,4,epoch_024.pt,9384,epoch_end,final,32,,recalibrated,0.324557861328125,0.891,0.56462109375,0.804
resolution_max_b1,4,epoch_025.pt,9775,epoch_end,final,32,,saved,0.3176894073486328,0.896,0.5725106201171875,0.809
resolution_max_b1,4,epoch_025.pt,9775,epoch_end,final,32,,recalibrated,0.3209847869873047,0.9,0.5691918334960937,0.812
resolution_max_b1,4,epoch_026.pt,10166,epoch_end,final,32,,saved,0.3104500732421875,0.9,0.5732488708496094,0.806
resolution_max_b1,4,epoch_026.pt,10166,epoch_end,final,32,,recalibrated,0.308900390625,0.902,0.5673245544433594,0.804
resolution_max_b1,4,epoch_027.pt,10557,epoch_end,final,32,,saved,0.30606890869140624,0.903,0.5714780578613281,0.802
resolution_max_b1,4,epoch_027.pt,10557,epoch_end,final,32,,recalibrated,0.305180419921875,0.91,0.5642825927734375,0.81
resolution_max_b1,4,epoch_028.pt,10948,epoch_end,final,32,,saved,0.30522885131835936,0.91,0.5699841003417969,0.805
resolution_max_b1,4,epoch_028.pt,10948,epoch_end,final,32,,recalibrated,0.30329074096679687,0.911,0.5630729370117188,0.81
resolution_max_b1,4,epoch_029.pt,11339,epoch_end,final,32,,saved,0.3024525451660156,0.909,0.5652265014648438,0.811
resolution_max_b1,4,epoch_029.pt,11339,epoch_end,final,32,,recalibrated,0.302103759765625,0.908,0.562420654296875,0.808
resolution_max_b1,4,epoch_030.pt,11730,epoch_end,final,32,,saved,0.30783331298828126,0.902,0.5667562561035157,0.802
resolution_max_b1,4,epoch_030.pt,11730,epoch_end,final,32,,recalibrated,0.3020180816650391,0.908,0.5623948669433594,0.807
resolution_max_b1_gaussian_conv,0,epoch_000.pt,0,initialization,final,32,0.0,saved,2.7903797607421876,0.1,2.7843480224609376,0.1
resolution_max_b1_gaussian_conv,0,epoch_000.pt,0,initialization,final,32,0.0,recalibrated,2.3135784912109374,0.097,2.3123092041015627,0.081
resolution_max_b1_gaussian_conv,0,epoch_000.pt,0,initialization,current,16,1.0,saved,2.5472674560546875,0.1,2.5425732421875,0.1
resolution_max_b1_gaussian_conv,0,epoch_000.pt,0,initialization,current,16,1.0,recalibrated,2.3181719970703125,0.1,2.321174072265625,0.093
resolution_max_b1_gaussian_conv,0,epoch_001.pt,391,epoch_end,final,32,0.0,saved,4.422891845703125,0.099,4.398453369140625,0.101
resolution_max_b1_gaussian_conv,0,epoch_001.pt,391,epoch_end,final,32,0.0,recalibrated,1.8937021484375,0.276,1.8884968872070313,0.272
resolution_max_b1_gaussian_conv,0,epoch_001.pt,391,epoch_end,current,16,1.0,saved,1.4198306274414063,0.461,1.454379150390625,0.44
resolution_max_b1_gaussian_conv,0,epoch_001.pt,391,epoch_end,current,16,1.0,recalibrated,1.407564208984375,0.467,1.4398317260742188,0.464
resolution_max_b1_gaussian_conv,0,epoch_002.pt,782,epoch_end,final,32,0.0,saved,4.3086181640625,0.114,4.27901611328125,0.117
resolution_max_b1_gaussian_conv,0,epoch_002.pt,782,epoch_end,final,32,0.0,recalibrated,1.8879920654296876,0.274,1.8888978881835938,0.264
resolution_max_b1_gaussian_conv,0,epoch_002.pt,782,epoch_end,current,16,1.0,saved,1.1949684448242188,0.548,1.2237647705078125,0.539
resolution_max_b1_gaussian_conv,0,epoch_002.pt,782,epoch_end,current,16,1.0,recalibrated,1.1872076416015624,0.551,1.2205390625,0.547
resolution_max_b1_gaussian_conv,0,update_001123.pt,1123,transition_window,final,32,0.0,saved,5.052396728515625,0.107,5.0516572265625,0.104
resolution_max_b1_gaussian_conv,0,update_001123.pt,1123,transition_window,final,32,0.0,recalibrated,1.869388427734375,0.292,1.8710284423828125,0.294
resolution_max_b1_gaussian_conv,0,update_001123.pt,1123,transition_window,current,16,1.0,saved,1.03960595703125,0.629,1.0989928588867188,0.617
resolution_max_b1_gaussian_conv,0,update_001123.pt,1123,transition_window,current,16,1.0,recalibrated,1.0229326782226562,0.634,1.0694571533203125,0.617
resolution_max_b1_gaussian_conv,0,update_001163.pt,1163,transition_window,final,32,0.0,saved,4.162837158203125,0.11,4.1442099609375,0.108
resolution_max_b1_gaussian_conv,0,update_001163.pt,1163,transition_window,final,32,0.0,recalibrated,1.88999267578125,0.289,1.8762063598632812,0.308
resolution_max_b1_gaussian_conv,0,update_001163.pt,1163,transition_window,current,16,1.0,saved,0.9952192993164063,0.631,1.0766470947265625,0.617
resolution_max_b1_gaussian_conv,0,update_001163.pt,1163,transition_window,current,16,1.0,recalibrated,0.9942603759765625,0.631,1.0708301391601562,0.614
resolution_max_b1_gaussian_conv,0,update_001172.pt,1172,transition_window,final,32,0.0,saved,4.042655639648437,0.126,4.03842529296875,0.124
resolution_max_b1_gaussian_conv,0,update_001172.pt,1172,transition_window,final,32,0.0,recalibrated,1.8521465454101562,0.324,1.8497175903320313,0.321
resolution_max_b1_gaussian_conv,0,update_001172.pt,1172,transition_window,current,16,1.0,saved,1.036303680419922,0.634,1.0855113525390625,0.611
resolution_max_b1_gaussian_conv,0,update_001172.pt,1172,transition_window,current,16,1.0,recalibrated,1.026881591796875,0.649,1.077489990234375,0.618
resolution_max_b1_gaussian_conv,0,epoch_003.pt,1173,epoch_end,final,32,0.0,saved,4.1521884765625,0.12,4.147191162109375,0.115
resolution_max_b1_gaussian_conv,0,epoch_003.pt,1173,epoch_end,final,32,0.0,recalibrated,1.854688720703125,0.318,1.8528329467773437,0.315
resolution_max_b1_gaussian_conv,0,epoch_003.pt,1173,epoch_end,current,16,1.0,saved,1.0500376281738282,0.627,1.0933988647460937,0.614
resolution_max_b1_gaussian_conv,0,epoch_003.pt,1173,epoch_end,current,16,1.0,recalibrated,1.0278698120117187,0.639,1.0760836181640625,0.616
resolution_max_b1_gaussian_conv,0,update_001174.pt,1174,transition_window,final,32,0.0,saved,3.3897322998046877,0.116,3.39088037109375,0.115
resolution_max_b1_gaussian_conv,0,update_001174.pt,1174,transition_window,final,32,0.0,recalibrated,1.8494406127929688,0.323,1.84876953125,0.307
resolution_max_b1_gaussian_conv,0,update_001174.pt,1174,transition_window,current,16,0.85,saved,1.2557906494140625,0.552,1.2787374267578124,0.543
resolution_max_b1_gaussian_conv,0,update_001174.pt,1174,transition_window,current,16,0.85,recalibrated,1.1179129638671874,0.616,1.159043212890625,0.585
resolution_max_b1_gaussian_conv,0,update_001183.pt,1183,transition_window,final,32,0.0,saved,2.594501708984375,0.167,2.607259521484375,0.184
resolution_max_b1_gaussian_conv,0,update_001183.pt,1183,transition_window,final,32,0.0,recalibrated,1.77501904296875,0.346,1.77886962890625,0.364
resolution_max_b1_gaussian_conv,0,update_001183.pt,1183,transition_window,current,16,0.85,saved,1.0773912963867187,0.623,1.118472900390625,0.605
resolution_max_b1_gaussian_conv,0,update_001183.pt,1183,transition_window,current,16,0.85,recalibrated,1.0656128540039063,0.626,1.1024183349609376,0.601
resolution_max_b1_gaussian_conv,0,update_001223.pt,1223,transition_window,final,32,0.0,saved,2.945045654296875,0.168,2.958530517578125,0.179
resolution_max_b1_gaussian_conv,0,update_001223.pt,1223,transition_window,final,32,0.0,recalibrated,1.7368480224609375,0.359,1.7323968505859375,0.362
resolution_max_b1_gaussian_conv,0,update_001223.pt,1223,transition_window,current,16,0.85,saved,1.006323455810547,0.626,1.0606268005371093,0.625
resolution_max_b1_gaussian_conv,0,update_001223.pt,1223,transition_window,current,16,0.85,recalibrated,1.0018313598632813,0.626,1.0568952026367187,0.62
resolution_max_b1_gaussian_conv,0,epoch_004.pt,1564,epoch_end,final,32,0.0,saved,3.979051513671875,0.201,3.992235107421875,0.208
resolution_max_b1_gaussian_conv,0,epoch_004.pt,1564,epoch_end,final,32,0.0,recalibrated,1.7157301635742188,0.353,1.7155723266601564,0.349
resolution_max_b1_gaussian_conv,0,epoch_004.pt,1564,epoch_end,current,16,0.85,saved,0.9003525695800781,0.672,0.9740695190429688,0.649
resolution_max_b1_gaussian_conv,0,epoch_004.pt,1564,epoch_end,current,16,0.85,recalibrated,0.8996877136230469,0.674,0.9770921020507812,0.643
resolution_max_b1_gaussian_conv,0,epoch_005.pt,1955,epoch_end,final,32,0.0,saved,4.148435546875,0.159,4.188818603515625,0.157
resolution_max_b1_gaussian_conv,0,epoch_005.pt,1955,epoch_end,final,32,0.0,recalibrated,1.7143369140625,0.354,1.7344764404296875,0.33
resolution_max_b1_gaussian_conv,0,epoch_005.pt,1955,epoch_end,current,16,0.85,saved,0.8448208312988281,0.678,0.96503857421875,0.657
resolution_max_b1_gaussian_conv,0,epoch_005.pt,1955,epoch_end,current,16,0.85,recalibrated,0.8252724609375,0.698,0.9306902770996094,0.68
resolution_max_b1_gaussian_conv,0,update_002296.pt,2296,transition_window,final,32,0.0,saved,3.73724560546875,0.195,3.7721611328125,0.179
resolution_max_b1_gaussian_conv,0,update_002296.pt,2296,transition_window,final,32,0.0,recalibrated,1.7078330688476562,0.346,1.7374259033203125,0.354
resolution_max_b1_gaussian_conv,0,update_002296.pt,2296,transition_window,current,16,0.85,saved,0.7730836486816406,0.724,0.8705458068847656,0.691
resolution_max_b1_gaussian_conv,0,update_002296.pt,2296,transition_window,current,16,0.85,recalibrated,0.7458252868652344,0.722,0.8429149169921875,0.699
resolution_max_b1_gaussian_conv,0,update_002336.pt,2336,transition_window,final,32,0.0,saved,3.3862354736328126,0.162,3.4042467041015625,0.175
resolution_max_b1_gaussian_conv,0,update_002336.pt,2336,transition_window,final,32,0.0,recalibrated,1.6837401123046876,0.384,1.68568359375,0.41
resolution_max_b1_gaussian_conv,0,update_002336.pt,2336,transition_window,current,16,0.85,saved,0.783166015625,0.74,0.8869164428710937,0.681
resolution_max_b1_gaussian_conv,0,update_002336.pt,2336,transition_window,current,16,0.85,recalibrated,0.7403782043457031,0.744,0.8552201538085937,0.69
resolution_max_b1_gaussian_conv,0,update_002345.pt,2345,transition_window,final,32,0.0,saved,3.5292589111328123,0.197,3.526359619140625,0.2
resolution_max_b1_gaussian_conv,0,update_002345.pt,2345,transition_window,final,32,0.0,recalibrated,1.7440640869140625,0.354,1.7476196899414063,0.355
resolution_max_b1_gaussian_conv,0,update_002345.pt,2345,transition_window,current,16,0.85,saved,0.7875599975585937,0.715,0.8818502807617188,0.701
resolution_max_b1_gaussian_conv,0,update_002345.pt,2345,transition_window,current,16,0.85,recalibrated,0.778163818359375,0.71,0.8630699157714844,0.697
resolution_max_b1_gaussian_conv,0,epoch_006.pt,2346,epoch_end,final,32,0.0,saved,3.630821044921875,0.196,3.63327685546875,0.2
resolution_max_b1_gaussian_conv,0,epoch_006.pt,2346,epoch_end,final,32,0.0,recalibrated,1.7525302124023439,0.353,1.75435107421875,0.35
resolution_max_b1_gaussian_conv,0,epoch_006.pt,2346,epoch_end,current,16,0.85,saved,0.7986588745117188,0.722,0.8896516723632812,0.696
resolution_max_b1_gaussian_conv,0,epoch_006.pt,2346,epoch_end,current,16,0.85,recalibrated,0.7823203125,0.718,0.8623814697265625,0.69
resolution_max_b1_gaussian_conv,0,update_002347.pt,2347,transition_window,final,32,0.0,saved,3.6541756591796877,0.208,3.663499755859375,0.206
resolution_max_b1_gaussian_conv,0,update_002347.pt,2347,transition_window,final,32,0.0,recalibrated,1.7520560913085939,0.342,1.7527930908203124,0.354
resolution_max_b1_gaussian_conv,0,update_002347.pt,2347,transition_window,current,24,0.7,saved,1.224210693359375,0.576,1.291396728515625,0.572
resolution_max_b1_gaussian_conv,0,update_002347.pt,2347,transition_window,current,24,0.7,recalibrated,1.0060880737304687,0.65,1.0839697875976562,0.625
resolution_max_b1_gaussian_conv,0,update_002356.pt,2356,transition_window,final,32,0.0,saved,3.6450179443359376,0.185,3.6776441650390623,0.193
resolution_max_b1_gaussian_conv,0,update_002356.pt,2356,transition_window,final,32,0.0,recalibrated,1.6907867431640624,0.401,1.703714599609375,0.368
resolution_max_b1_gaussian_conv,0,update_002356.pt,2356,transition_window,current,24,0.7,saved,0.9707113037109375,0.643,1.024629638671875,0.65
resolution_max_b1_gaussian_conv,0,update_002356.pt,2356,transition_window,current,24,0.7,recalibrated,0.9139256286621094,0.665,0.978632080078125,0.655
resolution_max_b1_gaussian_conv,0,update_002396.pt,2396,transition_window,final,32,0.0,saved,3.400259033203125,0.185,3.4367742919921875,0.202
resolution_max_b1_gaussian_conv,0,update_002396.pt,2396,transition_window,final,32,0.0,recalibrated,1.654258544921875,0.391,1.67399365234375,0.397
resolution_max_b1_gaussian_conv,0,update_002396.pt,2396,transition_window,current,24,0.7,saved,0.8675852966308594,0.696,0.9838790893554688,0.659
resolution_max_b1_gaussian_conv,0,update_002396.pt,2396,transition_window,current,24,0.7,recalibrated,0.8492169799804687,0.695,0.9614996643066406,0.651
resolution_max_b1_gaussian_conv,0,epoch_007.pt,2737,epoch_end,final,32,0.0,saved,3.9366934814453125,0.175,3.9843367919921877,0.179
resolution_max_b1_gaussian_conv,0,epoch_007.pt,2737,epoch_end,final,32,0.0,recalibrated,1.6806368408203125,0.389,1.72118115234375,0.384
resolution_max_b1_gaussian_conv,0,epoch_007.pt,2737,epoch_end,current,24,0.7,saved,0.7598621826171875,0.725,0.8524053649902343,0.699
resolution_max_b1_gaussian_conv,0,epoch_007.pt,2737,epoch_end,current,24,0.7,recalibrated,0.7411421508789062,0.73,0.8287700805664062,0.698
resolution_max_b1_gaussian_conv,0,epoch_008.pt,3128,epoch_end,final,32,0.0,saved,3.7170784912109376,0.261,3.695426513671875,0.257
resolution_max_b1_gaussian_conv,0,epoch_008.pt,3128,epoch_end,final,32,0.0,recalibrated,1.5849215698242187,0.449,1.6174445190429687,0.424
resolution_max_b1_gaussian_conv,0,epoch_008.pt,3128,epoch_end,current,24,0.7,saved,0.6686037902832032,0.763,0.79303076171875,0.713
resolution_max_b1_gaussian_conv,0,epoch_008.pt,3128,epoch_end,current,24,0.7,recalibrated,0.6570830688476562,0.762,0.7793290100097656,0.726
resolution_max_b1_gaussian_conv,0,update_003469.pt,3469,transition_window,final,32,0.0,saved,4.4621416015625,0.228,4.388656005859375,0.239
resolution_max_b1_gaussian_conv,0,update_003469.pt,3469,transition_window,final,32,0.0,recalibrated,1.7464800415039063,0.365,1.7878221435546875,0.366
resolution_max_b1_gaussian_conv,0,update_003469.pt,3469,transition_window,current,24,0.7,saved,0.6867035522460937,0.757,0.8506217651367187,0.72
resolution_max_b1_gaussian_conv,0,update_003469.pt,3469,transition_window,current,24,0.7,recalibrated,0.6373137817382812,0.774,0.774953369140625,0.734
resolution_max_b1_gaussian_conv,0,update_003509.pt,3509,transition_window,final,32,0.0,saved,4.39991162109375,0.228,4.35048828125,0.223
resolution_max_b1_gaussian_conv,0,update_003509.pt,3509,transition_window,final,32,0.0,recalibrated,1.6419159545898439,0.42,1.679989990234375,0.408
resolution_max_b1_gaussian_conv,0,update_003509.pt,3509,transition_window,current,24,0.7,saved,0.6363829650878906,0.763,0.7415611267089843,0.752
resolution_max_b1_gaussian_conv,0,update_003509.pt,3509,transition_window,current,24,0.7,recalibrated,0.6256423645019531,0.775,0.7255269775390625,0.749
resolution_max_b1_gaussian_conv,0,update_003518.pt,3518,transition_window,final,32,0.0,saved,4.552759033203125,0.199,4.52211767578125,0.213
resolution_max_b1_gaussian_conv,0,update_003518.pt,3518,transition_window,final,32,0.0,recalibrated,1.6667734375,0.406,1.7026837768554688,0.387
resolution_max_b1_gaussian_conv,0,update_003518.pt,3518,transition_window,current,24,0.7,saved,0.6696415405273437,0.765,0.7602808837890624,0.741
resolution_max_b1_gaussian_conv,0,update_003518.pt,3518,transition_window,current,24,0.7,recalibrated,0.609975830078125,0.79,0.7328048095703125,0.758
resolution_max_b1_gaussian_conv,0,epoch_009.pt,3519,epoch_end,final,32,0.0,saved,4.613612060546875,0.191,4.5847529296875,0.207
resolution_max_b1_gaussian_conv,0,epoch_009.pt,3519,epoch_end,final,32,0.0,recalibrated,1.6662012329101563,0.405,1.7000636596679688,0.386
resolution_max_b1_gaussian_conv,0,epoch_009.pt,3519,epoch_end,current,24,0.7,saved,0.67499560546875,0.764,0.7746568298339844,0.741
resolution_max_b1_gaussian_conv,0,epoch_009.pt,3519,epoch_end,current,24,0.7,recalibrated,0.6111329650878906,0.785,0.7399639587402344,0.754
resolution_max_b1_gaussian_conv,0,update_003520.pt,3520,transition_window,final,32,0.0,saved,3.4356016845703126,0.201,3.4615484619140626,0.204
resolution_max_b1_gaussian_conv,0,update_003520.pt,3520,transition_window,final,32,0.0,recalibrated,1.6612255249023438,0.413,1.6934880981445313,0.392
resolution_max_b1_gaussian_conv,0,update_003520.pt,3520,transition_window,current,24,0.6,saved,0.9595558776855468,0.669,1.0389226989746094,0.654
resolution_max_b1_gaussian_conv,0,update_003520.pt,3520,transition_window,current,24,0.6,recalibrated,0.6943387756347656,0.748,0.7843884887695313,0.732
resolution_max_b1_gaussian_conv,0,update_003529.pt,3529,transition_window,final,32,0.0,saved,2.7261339111328127,0.223,2.762636962890625,0.217
resolution_max_b1_gaussian_conv,0,update_003529.pt,3529,transition_window,final,32,0.0,recalibrated,1.6342567749023438,0.434,1.671093994140625,0.415
resolution_max_b1_gaussian_conv,0,update_003529.pt,3529,transition_window,current,24,0.6,saved,0.6851068725585937,0.768,0.7715488586425782,0.727
resolution_max_b1_gaussian_conv,0,update_003529.pt,3529,transition_window,current,24,0.6,recalibrated,0.6812785339355468,0.766,0.769570068359375,0.728
resolution_max_b1_gaussian_conv,0,update_003569.pt,3569,transition_window,final,32,0.0,saved,3.6223887939453125,0.18,3.6496943359375,0.176
resolution_max_b1_gaussian_conv,0,update_003569.pt,3569,transition_window,final,32,0.0,recalibrated,1.5457478637695312,0.471,1.6032293701171876,0.439
