method,seed,checkpoint,update,reason,state_label,resolution,sigma_G,policy,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1,1,epoch_004.pt,1564,epoch_end,final,32,,saved,3.78115087890625,0.18,3.80177294921875,0.179
resolution_max_b1,1,epoch_004.pt,1564,epoch_end,final,32,,recalibrated,1.4959414672851563,0.454,1.537580078125,0.421
resolution_max_b1,1,epoch_004.pt,1564,epoch_end,current,16,,saved,0.9679898071289063,0.65,1.0736146240234374,0.61
resolution_max_b1,1,epoch_004.pt,1564,epoch_end,current,16,,recalibrated,0.9623213500976563,0.65,1.0580363159179687,0.61
resolution_max_b1,1,epoch_005.pt,1955,epoch_end,final,32,,saved,4.385608154296875,0.119,4.3899814453125,0.115
resolution_max_b1,1,epoch_005.pt,1955,epoch_end,final,32,,recalibrated,1.465724853515625,0.469,1.4857144775390625,0.455
resolution_max_b1,1,epoch_005.pt,1955,epoch_end,current,16,,saved,0.863576171875,0.7,0.9695516662597656,0.654
resolution_max_b1,1,epoch_005.pt,1955,epoch_end,current,16,,recalibrated,0.8567913513183594,0.689,0.9593269958496093,0.665
resolution_max_b1,1,update_002296.pt,2296,transition_window,final,32,,saved,4.40137646484375,0.118,4.415510986328125,0.114
resolution_max_b1,1,update_002296.pt,2296,transition_window,final,32,,recalibrated,1.47460595703125,0.47,1.4878116455078125,0.468
resolution_max_b1,1,update_002296.pt,2296,transition_window,current,16,,saved,0.8246889953613281,0.69,0.9183013916015625,0.673
resolution_max_b1,1,update_002296.pt,2296,transition_window,current,16,,recalibrated,0.8021959838867188,0.712,0.8990842590332031,0.687
resolution_max_b1,1,update_002336.pt,2336,transition_window,final,32,,saved,4.1376259765625,0.114,4.16323095703125,0.11
resolution_max_b1,1,update_002336.pt,2336,transition_window,final,32,,recalibrated,1.4424334106445313,0.476,1.457140380859375,0.473
resolution_max_b1,1,update_002336.pt,2336,transition_window,current,16,,saved,0.7997659912109375,0.727,0.925855712890625,0.672
resolution_max_b1,1,update_002336.pt,2336,transition_window,current,16,,recalibrated,0.7886030883789062,0.723,0.9064466552734375,0.684
resolution_max_b1,1,update_002345.pt,2345,transition_window,final,32,,saved,4.292160400390625,0.119,4.300307861328125,0.114
resolution_max_b1,1,update_002345.pt,2345,transition_window,final,32,,recalibrated,1.5061500854492187,0.436,1.5296951904296876,0.434
resolution_max_b1,1,update_002345.pt,2345,transition_window,current,16,,saved,0.7965995483398437,0.72,0.91982421875,0.685
resolution_max_b1,1,update_002345.pt,2345,transition_window,current,16,,recalibrated,0.7843118286132813,0.728,0.900888916015625,0.694
resolution_max_b1,1,epoch_006.pt,2346,epoch_end,final,32,,saved,4.25028515625,0.124,4.2547586669921875,0.121
resolution_max_b1,1,epoch_006.pt,2346,epoch_end,final,32,,recalibrated,1.5019767456054687,0.445,1.526615234375,0.426
resolution_max_b1,1,epoch_006.pt,2346,epoch_end,current,16,,saved,0.795326416015625,0.719,0.9194975280761719,0.686
resolution_max_b1,1,epoch_006.pt,2346,epoch_end,current,16,,recalibrated,0.7794854431152344,0.732,0.89855078125,0.692
resolution_max_b1,1,update_002347.pt,2347,transition_window,final,32,,saved,4.09468359375,0.147,4.0992454833984375,0.138
resolution_max_b1,1,update_002347.pt,2347,transition_window,final,32,,recalibrated,1.4860469360351563,0.453,1.511202880859375,0.434
resolution_max_b1,1,update_002347.pt,2347,transition_window,current,24,,saved,1.0626843872070313,0.624,1.072648193359375,0.617
resolution_max_b1,1,update_002347.pt,2347,transition_window,current,24,,recalibrated,1.0374824829101563,0.621,1.0499414367675781,0.625
resolution_max_b1,1,update_002356.pt,2356,transition_window,final,32,,saved,3.7836199951171876,0.147,3.80428173828125,0.132
resolution_max_b1,1,update_002356.pt,2356,transition_window,final,32,,recalibrated,1.3185216064453125,0.546,1.3476600341796876,0.527
resolution_max_b1,1,update_002356.pt,2356,transition_window,current,24,,saved,1.0059043579101563,0.641,1.0310658569335938,0.622
resolution_max_b1,1,update_002356.pt,2356,transition_window,current,24,,recalibrated,0.9940396118164062,0.661,1.0228840026855468,0.622
resolution_max_b1,1,update_002396.pt,2396,transition_window,final,32,,saved,3.244073486328125,0.195,3.278763671875,0.187
resolution_max_b1,1,update_002396.pt,2396,transition_window,final,32,,recalibrated,1.2743088989257811,0.551,1.3308085327148438,0.537
resolution_max_b1,1,update_002396.pt,2396,transition_window,current,24,,saved,0.9753161010742187,0.649,1.0200931396484374,0.645
resolution_max_b1,1,update_002396.pt,2396,transition_window,current,24,,recalibrated,0.9307750854492187,0.675,0.9783596801757812,0.658
resolution_max_b1,1,epoch_007.pt,2737,epoch_end,final,32,,saved,4.0547769775390625,0.154,4.086025146484375,0.133
resolution_max_b1,1,epoch_007.pt,2737,epoch_end,final,32,,recalibrated,1.0789384765625,0.629,1.17026513671875,0.58
resolution_max_b1,1,epoch_007.pt,2737,epoch_end,current,24,,saved,0.8157239379882812,0.701,0.9127151794433593,0.659
resolution_max_b1,1,epoch_007.pt,2737,epoch_end,current,24,,recalibrated,0.7877071228027344,0.713,0.8875988159179687,0.681
resolution_max_b1,1,epoch_008.pt,3128,epoch_end,final,32,,saved,4.3315263671875,0.129,4.349873779296875,0.131
resolution_max_b1,1,epoch_008.pt,3128,epoch_end,final,32,,recalibrated,1.0769577026367188,0.627,1.146167724609375,0.601
resolution_max_b1,1,epoch_008.pt,3128,epoch_end,current,24,,saved,0.730272705078125,0.745,0.8283376770019532,0.709
resolution_max_b1,1,epoch_008.pt,3128,epoch_end,current,24,,recalibrated,0.7201790466308594,0.739,0.813608154296875,0.716
resolution_max_b1,1,epoch_009.pt,3519,epoch_end,final,32,,saved,3.907139892578125,0.163,3.8974573974609377,0.162
resolution_max_b1,1,epoch_009.pt,3519,epoch_end,final,32,,recalibrated,1.0864089965820312,0.625,1.14877685546875,0.594
resolution_max_b1,1,epoch_009.pt,3519,epoch_end,current,24,,saved,0.6893129272460937,0.761,0.7872557373046875,0.714
resolution_max_b1,1,epoch_009.pt,3519,epoch_end,current,24,,recalibrated,0.673760986328125,0.773,0.768294189453125,0.729
resolution_max_b1,1,epoch_010.pt,3910,epoch_end,final,32,,saved,4.09689404296875,0.145,4.1127353515625,0.143
resolution_max_b1,1,epoch_010.pt,3910,epoch_end,final,32,,recalibrated,1.0166156311035157,0.653,1.1071588745117187,0.596
resolution_max_b1,1,epoch_010.pt,3910,epoch_end,current,24,,saved,0.622820556640625,0.779,0.7606662902832031,0.722
resolution_max_b1,1,epoch_010.pt,3910,epoch_end,current,24,,recalibrated,0.6140053100585937,0.781,0.7558547973632812,0.724
resolution_max_b1,1,epoch_011.pt,4301,epoch_end,final,32,,saved,3.4494212646484375,0.143,3.460583984375,0.143
resolution_max_b1,1,epoch_011.pt,4301,epoch_end,final,32,,recalibrated,0.9304334716796875,0.69,1.0162249145507813,0.636
resolution_max_b1,1,epoch_011.pt,4301,epoch_end,current,24,,saved,0.5795323791503906,0.806,0.7409776611328125,0.728
resolution_max_b1,1,epoch_011.pt,4301,epoch_end,current,24,,recalibrated,0.5437396392822266,0.815,0.6987807922363282,0.747
resolution_max_b1,1,update_004642.pt,4642,transition_window,final,32,,saved,3.5299412841796873,0.168,3.5553323974609374,0.173
resolution_max_b1,1,update_004642.pt,4642,transition_window,final,32,,recalibrated,0.9720496520996094,0.657,1.0432400817871095,0.639
resolution_max_b1,1,update_004642.pt,4642,transition_window,current,24,,saved,0.5071049346923828,0.827,0.6696000366210938,0.761
resolution_max_b1,1,update_004642.pt,4642,transition_window,current,24,,recalibrated,0.5032285766601563,0.837,0.6669024658203125,0.764
resolution_max_b1,1,update_004682.pt,4682,transition_window,final,32,,saved,3.118626953125,0.251,3.145494384765625,0.239
resolution_max_b1,1,update_004682.pt,4682,transition_window,final,32,,recalibrated,1.0054813842773438,0.638,1.0722655029296875,0.616
resolution_max_b1,1,update_004682.pt,4682,transition_window,current,24,,saved,0.5064032592773438,0.821,0.6747374572753906,0.748
resolution_max_b1,1,update_004682.pt,4682,transition_window,current,24,,recalibrated,0.5124442443847657,0.831,0.6772453002929687,0.752
resolution_max_b1,1,update_004691.pt,4691,transition_window,final,32,,saved,3.9385703125,0.164,3.9483380126953125,0.155
resolution_max_b1,1,update_004691.pt,4691,transition_window,final,32,,recalibrated,0.9330379638671875,0.678,1.004906036376953,0.657
resolution_max_b1,1,update_004691.pt,4691,transition_window,current,24,,saved,0.5081729278564453,0.812,0.6883154296875,0.756
resolution_max_b1,1,update_004691.pt,4691,transition_window,current,24,,recalibrated,0.49811572265625,0.831,0.6819475708007813,0.759
resolution_max_b1,1,epoch_012.pt,4692,epoch_end,final,32,,saved,3.92296923828125,0.16,3.934190673828125,0.148
resolution_max_b1,1,epoch_012.pt,4692,epoch_end,final,32,,recalibrated,0.9290115051269531,0.683,1.0039336547851563,0.657
resolution_max_b1,1,epoch_012.pt,4692,epoch_end,current,24,,saved,0.5121796569824218,0.816,0.6943160095214844,0.752
resolution_max_b1,1,epoch_012.pt,4692,epoch_end,current,24,,recalibrated,0.5021781463623047,0.832,0.6875833129882812,0.752
resolution_max_b1,1,update_004693.pt,4693,transition_window,final,32,,saved,2.36226123046875,0.311,2.400935791015625,0.314
resolution_max_b1,1,update_004693.pt,4693,transition_window,final,32,,recalibrated,0.9116214599609375,0.697,0.9865738220214844,0.66
resolution_max_b1,1,update_004702.pt,4702,transition_window,final,32,,saved,0.8546109313964844,0.705,0.9097300415039062,0.676
resolution_max_b1,1,update_004702.pt,4702,transition_window,final,32,,recalibrated,0.8013847961425781,0.725,0.849083740234375,0.706
resolution_max_b1,1,update_004742.pt,4742,transition_window,final,32,,saved,0.7671192016601562,0.738,0.8422378845214844,0.711
resolution_max_b1,1,update_004742.pt,4742,transition_window,final,32,,recalibrated,0.721622314453125,0.763,0.784326416015625,0.729
resolution_max_b1,1,epoch_013.pt,5083,epoch_end,final,32,,saved,0.6384079284667968,0.793,0.7205684509277344,0.738
resolution_max_b1,1,epoch_013.pt,5083,epoch_end,final,32,,recalibrated,0.613356201171875,0.786,0.6843106689453125,0.755
resolution_max_b1,1,epoch_014.pt,5474,epoch_end,final,32,,saved,0.577976318359375,0.798,0.68701806640625,0.757
resolution_max_b1,1,epoch_014.pt,5474,epoch_end,final,32,,recalibrated,0.5550629272460937,0.816,0.6599154663085938,0.761
resolution_max_b1,1,epoch_015.pt,5865,epoch_end,final,32,,saved,0.5225701751708984,0.823,0.6584672546386718,0.766
resolution_max_b1,1,epoch_015.pt,5865,epoch_end,final,32,,recalibrated,0.5176074523925781,0.826,0.6411551818847656,0.769
resolution_max_b1,1,epoch_016.pt,6256,epoch_end,final,32,,saved,0.4863327178955078,0.839,0.644734375,0.765
resolution_max_b1,1,epoch_016.pt,6256,epoch_end,final,32,,recalibrated,0.47811065673828124,0.844,0.6319239501953124,0.773
resolution_max_b1,1,epoch_017.pt,6647,epoch_end,final,32,,saved,0.47307878112792967,0.83,0.6158779296875,0.785
resolution_max_b1,1,epoch_017.pt,6647,epoch_end,final,32,,recalibrated,0.4628184356689453,0.843,0.6047929382324219,0.794
resolution_max_b1,1,epoch_018.pt,7038,epoch_end,final,32,,saved,0.4457609405517578,0.846,0.6198966674804688,0.777
resolution_max_b1,1,epoch_018.pt,7038,epoch_end,final,32,,recalibrated,0.4303564910888672,0.857,0.6068341979980468,0.773
resolution_max_b1,1,epoch_019.pt,7429,epoch_end,final,32,,saved,0.4234600524902344,0.857,0.6320729675292969,0.775
resolution_max_b1,1,epoch_019.pt,7429,epoch_end,final,32,,recalibrated,0.4074627227783203,0.868,0.605769287109375,0.787
resolution_max_b1,1,epoch_020.pt,7820,epoch_end,final,32,,saved,0.3927241973876953,0.872,0.5999974365234375,0.784
resolution_max_b1,1,epoch_020.pt,7820,epoch_end,final,32,,recalibrated,0.3845646820068359,0.88,0.5801671142578125,0.793
resolution_max_b1,1,epoch_021.pt,8211,epoch_end,final,32,,saved,0.3822793426513672,0.878,0.591827880859375,0.795
resolution_max_b1,1,epoch_021.pt,8211,epoch_end,final,32,,recalibrated,0.3678026123046875,0.89,0.5760936889648437,0.793
resolution_max_b1,1,epoch_022.pt,8602,epoch_end,final,32,,saved,0.3594560241699219,0.881,0.5774447021484375,0.809
resolution_max_b1,1,epoch_022.pt,8602,epoch_end,final,32,,recalibrated,0.3537068328857422,0.884,0.5647453308105469,0.813
resolution_max_b1,1,epoch_023.pt,8993,epoch_end,final,32,,saved,0.34434689331054685,0.889,0.5711373901367187,0.811
resolution_max_b1,1,epoch_023.pt,8993,epoch_end,final,32,,recalibrated,0.3418072509765625,0.895,0.574140380859375,0.808
resolution_max_b1,1,epoch_024.pt,9384,epoch_end,final,32,,saved,0.33059149169921875,0.898,0.5637993774414063,0.801
resolution_max_b1,1,epoch_024.pt,9384,epoch_end,final,32,,recalibrated,0.3282381591796875,0.9,0.5648555297851563,0.809
resolution_max_b1,1,epoch_025.pt,9775,epoch_end,final,32,,saved,0.3198550262451172,0.904,0.5680902709960938,0.797
resolution_max_b1,1,epoch_025.pt,9775,epoch_end,final,32,,recalibrated,0.31747430419921874,0.905,0.5624541625976562,0.808
resolution_max_b1,1,epoch_026.pt,10166,epoch_end,final,32,,saved,0.3126354064941406,0.902,0.5724388732910156,0.796
resolution_max_b1,1,epoch_026.pt,10166,epoch_end,final,32,,recalibrated,0.3117811126708984,0.903,0.5684822387695313,0.798
resolution_max_b1,1,epoch_027.pt,10557,epoch_end,final,32,,saved,0.3169552307128906,0.898,0.5667349243164063,0.798
resolution_max_b1,1,epoch_027.pt,10557,epoch_end,final,32,,recalibrated,0.3106971435546875,0.907,0.5656927490234375,0.797
resolution_max_b1,1,epoch_028.pt,10948,epoch_end,final,32,,saved,0.3066222534179687,0.904,0.5684407348632813,0.803
resolution_max_b1,1,epoch_028.pt,10948,epoch_end,final,32,,recalibrated,0.3067337188720703,0.911,0.5642968139648438,0.801
resolution_max_b1,1,epoch_029.pt,11339,epoch_end,final,32,,saved,0.30377749633789064,0.908,0.5665758056640625,0.804
resolution_max_b1,1,epoch_029.pt,11339,epoch_end,final,32,,recalibrated,0.30496705627441406,0.91,0.56373388671875,0.805
resolution_max_b1,1,epoch_030.pt,11730,epoch_end,final,32,,saved,0.3033616485595703,0.909,0.5634313049316406,0.798
resolution_max_b1,1,epoch_030.pt,11730,epoch_end,final,32,,recalibrated,0.30492636108398435,0.91,0.5631025390625,0.805
resolution_max_b1,4,epoch_000.pt,0,initialization,final,32,,saved,7.060340576171875,0.1,7.18523388671875,0.1
resolution_max_b1,4,epoch_000.pt,0,initialization,final,32,,recalibrated,2.317157958984375,0.094,2.3165225830078127,0.091
resolution_max_b1,4,epoch_000.pt,0,initialization,current,16,,saved,5.780662109375,0.1,5.85856494140625,0.1
resolution_max_b1,4,epoch_000.pt,0,initialization,current,16,,recalibrated,2.318469482421875,0.105,2.3166650390625,0.106
resolution_max_b1,4,epoch_001.pt,391,epoch_end,final,32,,saved,2.960938232421875,0.156,2.999861328125,0.152
resolution_max_b1,4,epoch_001.pt,391,epoch_end,final,32,,recalibrated,1.745002197265625,0.343,1.7563367309570312,0.352
resolution_max_b1,4,epoch_001.pt,391,epoch_end,current,16,,saved,1.505290283203125,0.433,1.49819384765625,0.442
resolution_max_b1,4,epoch_001.pt,391,epoch_end,current,16,,recalibrated,1.4936829223632813,0.439,1.4837506103515625,0.439
resolution_max_b1,4,epoch_002.pt,782,epoch_end,final,32,,saved,3.169972412109375,0.168,3.211822509765625,0.178
resolution_max_b1,4,epoch_002.pt,782,epoch_end,final,32,,recalibrated,1.6526156005859376,0.381,1.69269482421875,0.376
resolution_max_b1,4,epoch_002.pt,782,epoch_end,current,16,,saved,1.2464175415039063,0.542,1.269423583984375,0.526
resolution_max_b1,4,epoch_002.pt,782,epoch_end,current,16,,recalibrated,1.2382359008789063,0.539,1.2570131225585937,0.528
resolution_max_b1,4,epoch_003.pt,1173,epoch_end,final,32,,saved,3.2142139892578125,0.19,3.2802979736328126,0.195
resolution_max_b1,4,epoch_003.pt,1173,epoch_end,final,32,,recalibrated,1.5478479614257812,0.43,1.6405411376953125,0.398
resolution_max_b1,4,epoch_003.pt,1173,epoch_end,current,16,,saved,1.0786070556640626,0.589,1.1442364501953124,0.604
resolution_max_b1,4,epoch_003.pt,1173,epoch_end,current,16,,recalibrated,1.0717122802734376,0.598,1.13007958984375,0.596
resolution_max_b1,4,epoch_004.pt,1564,epoch_end,final,32,,saved,3.4441507568359375,0.192,3.490269287109375,0.184
resolution_max_b1,4,epoch_004.pt,1564,epoch_end,final,32,,recalibrated,1.5619497680664063,0.43,1.6506732177734376,0.406
resolution_max_b1,4,epoch_004.pt,1564,epoch_end,current,16,,saved,0.9587205200195312,0.643,1.0283541259765625,0.638
resolution_max_b1,4,epoch_004.pt,1564,epoch_end,current,16,,recalibrated,0.9514312438964844,0.654,1.0193899841308594,0.641
resolution_max_b1,4,epoch_005.pt,1955,epoch_end,final,32,,saved,3.300295166015625,0.175,3.3448162841796876,0.182
resolution_max_b1,4,epoch_005.pt,1955,epoch_end,final,32,,recalibrated,1.564267333984375,0.429,1.63225390625,0.404
resolution_max_b1,4,epoch_005.pt,1955,epoch_end,current,16,,saved,0.8994669799804688,0.679,0.9660952453613281,0.66
resolution_max_b1,4,epoch_005.pt,1955,epoch_end,current,16,,recalibrated,0.8904049377441406,0.684,0.95677685546875,0.665
resolution_max_b1,4,update_002296.pt,2296,transition_window,final,32,,saved,2.92801513671875,0.213,3.0287147216796875,0.227
resolution_max_b1,4,update_002296.pt,2296,transition_window,final,32,,recalibrated,1.558413330078125,0.435,1.6468340454101562,0.423
resolution_max_b1,4,update_002296.pt,2296,transition_window,current,16,,saved,0.8452723388671874,0.697,0.9691390991210938,0.66
resolution_max_b1,4,update_002296.pt,2296,transition_window,current,16,,recalibrated,0.8187033081054688,0.714,0.941044921875,0.67
resolution_max_b1,4,update_002336.pt,2336,transition_window,final,32,,saved,3.0140350341796873,0.175,3.085451416015625,0.188
resolution_max_b1,4,update_002336.pt,2336,transition_window,final,32,,recalibrated,1.5099384765625,0.45,1.57880078125,0.425
resolution_max_b1,4,update_002336.pt,2336,transition_window,current,16,,saved,0.8444352416992188,0.687,0.9452320251464844,0.66
resolution_max_b1,4,update_002336.pt,2336,transition_window,current,16,,recalibrated,0.8419370727539063,0.69,0.9443553466796875,0.664
resolution_max_b1,4,update_002345.pt,2345,transition_window,final,32,,saved,3.231126953125,0.179,3.3145599365234375,0.166
resolution_max_b1,4,update_002345.pt,2345,transition_window,final,32,,recalibrated,1.6306966552734374,0.414,1.737302978515625,0.37
resolution_max_b1,4,update_002345.pt,2345,transition_window,current,16,,saved,0.8374173889160156,0.699,0.9891136779785156,0.65
resolution_max_b1,4,update_002345.pt,2345,transition_window,current,16,,recalibrated,0.8205901489257813,0.702,0.95888134765625,0.663
resolution_max_b1,4,epoch_006.pt,2346,epoch_end,final,32,,saved,3.23225048828125,0.176,3.3200411376953123,0.163
resolution_max_b1,4,epoch_006.pt,2346,epoch_end,final,32,,recalibrated,1.663835693359375,0.396,1.7710031127929688,0.364
resolution_max_b1,4,epoch_006.pt,2346,epoch_end,current,16,,saved,0.8358128356933594,0.697,0.9866314086914062,0.653
resolution_max_b1,4,epoch_006.pt,2346,epoch_end,current,16,,recalibrated,0.8219534606933594,0.701,0.9610070190429687,0.649
resolution_max_b1,4,update_002347.pt,2347,transition_window,final,32,,saved,3.01036181640625,0.185,3.1060584716796873,0.155
resolution_max_b1,4,update_002347.pt,2347,transition_window,final,32,,recalibrated,1.689177490234375,0.391,1.7954413452148437,0.363
resolution_max_b1,4,update_002347.pt,2347,transition_window,current,24,,saved,1.1219525146484375,0.59,1.1741401977539063,0.58
resolution_max_b1,4,update_002347.pt,2347,transition_window,current,24,,recalibrated,1.0763486938476563,0.603,1.1325449829101562,0.582
resolution_max_b1,4,update_002356.pt,2356,transition_window,final,32,,saved,2.5984639892578123,0.203,2.68762646484375,0.218
resolution_max_b1,4,update_002356.pt,2356,transition_window,final,32,,recalibrated,1.4531988525390624,0.496,1.5122039184570313,0.447
resolution_max_b1,4,update_002356.pt,2356,transition_window,current,24,,saved,1.0887837524414063,0.601,1.1108920288085937,0.594
resolution_max_b1,4,update_002356.pt,2356,transition_window,current,24,,recalibrated,1.0463909912109375,0.62,1.069839599609375,0.625
resolution_max_b1,4,update_002396.pt,2396,transition_window,final,32,,saved,3.0436971435546876,0.17,3.136258056640625,0.15
resolution_max_b1,4,update_002396.pt,2396,transition_window,final,32,,recalibrated,1.3621069946289062,0.525,1.43808154296875,0.491
resolution_max_b1,4,update_002396.pt,2396,transition_window,current,24,,saved,0.9720852966308594,0.652,0.9925306396484375,0.633
resolution_max_b1,4,update_002396.pt,2396,transition_window,current,24,,recalibrated,0.9595622863769532,0.663,0.9807169189453125,0.64
resolution_max_b1,4,epoch_007.pt,2737,epoch_end,final,32,,saved,3.11445703125,0.218,3.15563037109375,0.215
resolution_max_b1,4,epoch_007.pt,2737,epoch_end,final,32,,recalibrated,1.2638528442382813,0.551,1.3387357788085938,0.532
resolution_max_b1,4,epoch_007.pt,2737,epoch_end,current,24,,saved,0.8208187866210938,0.712,0.8933405456542969,0.669
resolution_max_b1,4,epoch_007.pt,2737,epoch_end,current,24,,recalibrated,0.8166892700195313,0.71,0.88577685546875,0.675
resolution_max_b1,4,epoch_008.pt,3128,epoch_end,final,32,,saved,2.812885498046875,0.224,2.8570836181640624,0.211
resolution_max_b1,4,epoch_008.pt,3128,epoch_end,final,32,,recalibrated,1.2049246826171875,0.578,1.2933004760742188,0.536
resolution_max_b1,4,epoch_008.pt,3128,epoch_end,current,24,,saved,0.7546984252929687,0.73,0.8183620300292969,0.7
resolution_max_b1,4,epoch_008.pt,3128,epoch_end,current,24,,recalibrated,0.7359068908691406,0.741,0.8091821594238281,0.7
resolution_max_b1,4,epoch_009.pt,3519,epoch_end,final,32,,saved,2.6485469970703126,0.248,2.695393798828125,0.243
resolution_max_b1,4,epoch_009.pt,3519,epoch_end,final,32,,recalibrated,1.1785936279296876,0.581,1.2733243408203125,0.571
resolution_max_b1,4,epoch_009.pt,3519,epoch_end,current,24,,saved,0.7252850646972656,0.743,0.8562393188476562,0.701
resolution_max_b1,4,epoch_009.pt,3519,epoch_end,current,24,,recalibrated,0.6645899353027344,0.764,0.7901438293457032,0.723
resolution_max_b1,4,epoch_010.pt,3910,epoch_end,final,32,,saved,2.7223607177734377,0.247,2.7780186767578123,0.232
resolution_max_b1,4,epoch_010.pt,3910,epoch_end,final,32,,recalibrated,1.2087777709960938,0.59,1.3172030029296875,0.538
resolution_max_b1,4,epoch_010.pt,3910,epoch_end,current,24,,saved,0.6156021728515625,0.787,0.7532607421875,0.744
resolution_max_b1,4,epoch_010.pt,3910,epoch_end,current,24,,recalibrated,0.5962750244140625,0.795,0.7367487182617187,0.731
resolution_max_b1,4,epoch_011.pt,4301,epoch_end,final,32,,saved,2.4819359130859375,0.277,2.5447725830078123,0.255
resolution_max_b1,4,epoch_011.pt,4301,epoch_end,final,32,,recalibrated,1.1218585815429687,0.591,1.2300464477539061,0.563
resolution_max_b1,4,epoch_011.pt,4301,epoch_end,current,24,,saved,0.6023401794433594,0.791,0.7444170532226563,0.742
resolution_max_b1,4,epoch_011.pt,4301,epoch_end,current,24,,recalibrated,0.5838416748046875,0.801,0.7249893798828125,0.739
resolution_max_b1,4,update_004642.pt,4642,transition_window,final,32,,saved,2.5185201416015626,0.269,2.556493408203125,0.246
resolution_max_b1,4,update_004642.pt,4642,transition_window,final,32,,recalibrated,1.0391331787109375,0.633,1.139526123046875,0.595
resolution_max_b1,4,update_004642.pt,4642,transition_window,current,24,,saved,0.5352947082519531,0.814,0.7088771057128906,0.758
resolution_max_b1,4,update_004642.pt,4642,transition_window,current,24,,recalibrated,0.51440185546875,0.82,0.6927100219726563,0.765
resolution_max_b1,4,update_004682.pt,4682,transition_window,final,32,,saved,2.802743408203125,0.249,2.853343017578125,0.211
resolution_max_b1,4,update_004682.pt,4682,transition_window,final,32,,recalibrated,1.0538755493164063,0.631,1.1669005737304687,0.587
resolution_max_b1,4,update_004682.pt,4682,transition_window,current,24,,saved,0.5182397766113281,0.815,0.7055244750976563,0.747
resolution_max_b1,4,update_004682.pt,4682,transition_window,current,24,,recalibrated,0.5132322692871094,0.827,0.704252685546875,0.752
resolution_max_b1,4,update_004691.pt,4691,transition_window,final,32,,saved,2.9447091064453126,0.248,2.9973572998046873,0.223
resolution_max_b1,4,update_004691.pt,4691,transition_window,final,32,,recalibrated,1.10984521484375,0.632,1.25136083984375,0.571
resolution_max_b1,4,update_004691.pt,4691,transition_window,current,24,,saved,0.5100432586669922,0.821,0.6967384948730468,0.759
resolution_max_b1,4,update_004691.pt,4691,transition_window,current,24,,recalibrated,0.5031060485839843,0.829,0.69143359375,0.764
resolution_max_b1,4,epoch_012.pt,4692,epoch_end,final,32,,saved,2.93426513671875,0.256,2.98906982421875,0.227
resolution_max_b1,4,epoch_012.pt,4692,epoch_end,final,32,,recalibrated,1.1205453491210937,0.626,1.2589154052734375,0.569
resolution_max_b1,4,epoch_012.pt,4692,epoch_end,current,24,,saved,0.5140712890625,0.817,0.6981687316894531,0.762
resolution_max_b1,4,epoch_012.pt,4692,epoch_end,current,24,,recalibrated,0.5033207092285156,0.827,0.6889906921386719,0.763
resolution_max_b1,4,update_004693.pt,4693,transition_window,final,32,,saved,1.8832033081054687,0.413,1.9446026611328124,0.39
resolution_max_b1,4,update_004693.pt,4693,transition_window,final,32,,recalibrated,1.1054918518066406,0.622,1.2380421142578124,0.569
resolution_max_b1,4,update_004702.pt,4702,transition_window,final,32,,saved,0.934142333984375,0.67,1.0441984252929688,0.631
resolution_max_b1,4,update_004702.pt,4702,transition_window,final,32,,recalibrated,0.8423035888671875,0.695,0.9287868041992188,0.661
resolution_max_b1,4,update_004742.pt,4742,transition_window,final,32,,saved,0.7505611267089843,0.736,0.8428052062988282,0.704
resolution_max_b1,4,update_004742.pt,4742,transition_window,final,32,,recalibrated,0.7166277160644531,0.735,0.7959104614257813,0.722
resolution_max_b1,4,epoch_013.pt,5083,epoch_end,final,32,,saved,0.6187223205566407,0.797,0.7077450256347656,0.763
resolution_max_b1,4,epoch_013.pt,5083,epoch_end,final,32,,recalibrated,0.6114696044921875,0.802,0.6968190307617188,0.763
resolution_max_b1,4,epoch_014.pt,5474,epoch_end,final,32,,saved,0.5914447937011719,0.805,0.6931455078125,0.753
resolution_max_b1,4,epoch_014.pt,5474,epoch_end,final,32,,recalibrated,0.5526530151367187,0.815,0.6547813720703125,0.777
resolution_max_b1,4,epoch_015.pt,5865,epoch_end,final,32,,saved,0.52375048828125,0.816,0.6320863647460937,0.78
resolution_max_b1,4,epoch_015.pt,5865,epoch_end,final,32,,recalibrated,0.5014508209228515,0.83,0.6073112182617187,0.783
resolution_max_b1,4,epoch_016.pt,6256,epoch_end,final,32,,saved,0.4722797546386719,0.844,0.6044659729003906,0.807
resolution_max_b1,4,epoch_016.pt,6256,epoch_end,final,32,,recalibrated,0.465586181640625,0.843,0.5972038269042969,0.804
resolution_max_b1,4,epoch_017.pt,6647,epoch_end,final,32,,saved,0.4624849548339844,0.842,0.6197368774414063,0.78
resolution_max_b1,4,epoch_017.pt,6647,epoch_end,final,32,,recalibrated,0.4571549072265625,0.839,0.6061314697265625,0.789
resolution_max_b1,4,epoch_018.pt,7038,epoch_end,final,32,,saved,0.41800326538085936,0.864,0.5875087280273438,0.794
resolution_max_b1,4,epoch_018.pt,7038,epoch_end,final,32,,recalibrated,0.4167236328125,0.863,0.5811890869140625,0.802
resolution_max_b1,4,epoch_019.pt,7429,epoch_end,final,32,,saved,0.4160559997558594,0.86,0.6001147155761719,0.797
