method,seed,epoch,update,lr_last_update,train_loss_epoch,state_resolution,state_sigma_G,current_train_probe500_ce,current_train_probe500_acc,current_test_full_ce,current_test_full_acc,target_train_probe500_ce,target_train_probe500_acc,target_test_full_ce,target_test_full_acc
resolution_max_b1,0,21,8211,0.0010409010405754784,0.4571364350795746,32,,0.4010107421875,0.868,0.60138798828125,0.7956,0.4010107421875,0.868,0.60138798828125,0.7956
resolution_max_b1,0,22,8602,0.0008356933695777008,0.4398843919944763,32,,0.36710498046875,0.878,0.5968874694824219,0.7995,0.36710498046875,0.878,0.5968874694824219,0.7995
resolution_max_b1,0,23,8993,0.0006489079999188671,0.42232302167892455,32,,0.35798028564453127,0.886,0.5935524536132812,0.7977,0.35798028564453127,0.886,0.5935524536132812,0.7977
resolution_max_b1,0,24,9384,0.0004826124690963721,0.41011765775203707,32,,0.34627294921875,0.896,0.5891771026611328,0.8,0.34627294921875,0.896,0.5891771026611328,0.8
resolution_max_b1,0,25,9775,0.0003386475114581614,0.39516944606304166,32,,0.33181741333007814,0.896,0.5876235443115234,0.7988,0.33181741333007814,0.896,0.5876235443115234,0.7988
resolution_max_b1,0,26,10166,0.00021860668301331375,0.38694223868370053,32,,0.32730816650390626,0.898,0.5869797683715821,0.8014,0.32730816650390626,0.898,0.5869797683715821,0.8014
resolution_max_b1,0,27,10557,0.00012381872227320984,0.37889877020835877,32,,0.33267919921875,0.888,0.5862428588867188,0.802,0.33267919921875,0.888,0.5862428588867188,0.802
resolution_max_b1,0,28,10948,5.53328423720989e-05,0.3746677814245224,32,,0.32771783447265623,0.906,0.5872017913818359,0.7997,0.32771783447265623,0.906,0.5872017913818359,0.7997
resolution_max_b1,0,29,11339,1.3907117269393864e-05,0.3702414886045456,32,,0.31920623779296875,0.902,0.5887939605712891,0.8008,0.31920623779296875,0.902,0.5887939605712891,0.8008
resolution_max_b1,0,30,11730,9.058745198409212e-11,0.3708915512466431,32,,0.32161190795898437,0.906,0.5855790832519531,0.8031,0.32161190795898437,0.906,0.5855790832519531,0.8031
resolution_max_b1_gaussian_conv,0,0,0,8.333333333333333e-05,,,,2.55454296875,0.1,2.5492406494140627,0.1,2.79760546875,0.1,2.7896129272460937,0.1
resolution_max_b1_gaussian_conv,0,1,391,0.004990141512569891,1.7368065106582642,16,1.0,1.450121826171875,0.47,1.4412119323730468,0.466,4.459080078125,0.1,4.451260986328125,0.1002
resolution_max_b1_gaussian_conv,0,2,782,0.004953056580549272,1.352268059425354,16,1.0,1.199157958984375,0.562,1.2207032165527343,0.5513,4.3371123046875,0.114,4.320408520507812,0.1139
resolution_max_b1_gaussian_conv,0,3,1173,0.004888818630747975,1.1667150627136231,16,1.0,1.058373779296875,0.632,1.1012740783691406,0.5985,4.16022265625,0.118,4.174593603515625,0.1145
resolution_max_b1_gaussian_conv,0,4,1564,0.004798138716554241,1.0457988594436645,16,0.85,0.87354296875,0.694,0.9566299285888672,0.654,4.0551357421875,0.192,3.9811068603515625,0.1981
resolution_max_b1_gaussian_conv,0,5,1955,0.004682020578909872,0.9446058280563354,16,0.85,0.8338560180664063,0.724,0.946339794921875,0.6576,4.2335078125,0.146,4.165757568359375,0.1527
resolution_max_b1_gaussian_conv,0,6,2346,0.004541749535846712,0.8664222158813476,16,0.85,0.8000418701171875,0.712,0.8923040740966797,0.6815,3.734994873046875,0.18,3.614288037109375,0.1922
resolution_max_b1_gaussian_conv,0,7,2737,0.0043788782552308895,0.8986700436210633,24,0.7,0.8235194091796875,0.71,0.8504532653808594,0.7007,4.03945654296875,0.178,3.9796478759765623,0.1697
resolution_max_b1_gaussian_conv,0,8,3128,0.004195209568197074,0.8087752598762512,24,0.7,0.7601285400390625,0.746,0.7855753814697266,0.7245,3.74733203125,0.244,3.727852490234375,0.2617
resolution_max_b1_gaussian_conv,0,9,3519,0.0039927765135118086,0.74799746925354,24,0.7,0.671119873046875,0.778,0.7876240753173828,0.7271,4.62711083984375,0.202,4.638388671875,0.2077
resolution_max_b1_gaussian_conv,0,10,3910,0.0037738198337559444,0.6968079507255555,24,0.6,0.693085205078125,0.754,0.7378172821044922,0.7453,3.7705146484375,0.156,3.663254626464844,0.1558
resolution_max_b1_gaussian_conv,0,11,4301,0.0035407631724221527,0.6540686833000183,24,0.6,0.5969159545898437,0.792,0.6854988250732422,0.7606,3.7289287109375,0.16,3.605705993652344,0.1711
resolution_max_b1_gaussian_conv,0,12,4692,0.003296186246472237,0.6137093463516236,24,0.6,0.588440185546875,0.798,0.6780007049560547,0.7704,3.151564697265625,0.24,3.0767813720703123,0.2326
resolution_max_b1_gaussian_conv,0,13,5083,0.0030427962913086395,0.6971343940067292,32,0.5,0.6672362670898437,0.774,0.6901310913085937,0.7598,6.2811708984375,0.212,6.255796850585938,0.2063
resolution_max_b1_gaussian_conv,0,14,5474,0.0027833980942373526,0.626156736459732,32,0.5,0.5868135986328125,0.808,0.6566014404296875,0.7733,6.6126123046875,0.206,6.5055384765625,0.1857
resolution_max_b1_gaussian_conv,0,15,5865,0.0025208629481234496,0.5897787287139893,32,0.5,0.5681497802734375,0.792,0.6543788818359375,0.775,6.58501123046875,0.216,6.593256689453125,0.2062
resolution_max_b1_gaussian_conv,0,16,6256,0.0022580968688929426,0.585648908443451,32,0.4,0.5209591674804688,0.814,0.6077138610839844,0.7912,0.8964550170898438,0.686,0.9320207061767578,0.689
resolution_max_b1_gaussian_conv,0,17,6647,0.0019980084286831713,0.5340178970050812,32,0.4,0.4702991943359375,0.86,0.5789689437866211,0.8004,0.7471563110351562,0.748,0.7957505828857422,0.7311
resolution_max_b1_gaussian_conv,0,18,7038,0.0017434765606983522,0.5038118598890304,32,0.4,0.4516053466796875,0.848,0.5789563232421875,0.8016,0.82461279296875,0.72,0.9110043060302735,0.695
resolution_max_b1_gaussian_conv,0,19,7429,0.0014973186921401005,0.5203962371635437,32,0.3,0.45420758056640625,0.854,0.5672996109008789,0.8048,0.46411944580078124,0.852,0.5730218292236328,0.8037
resolution_max_b1_gaussian_conv,0,20,7820,0.0012622595579512698,0.48005707139968873,32,0.3,0.4299044189453125,0.866,0.5747573577880859,0.8023,0.440082275390625,0.856,0.5827320404052735,0.7971
resolution_max_b1_gaussian_conv,0,21,8211,0.0010409010405754784,0.45559859094619753,32,0.3,0.4062974548339844,0.868,0.5650305572509766,0.8073,0.41311685180664065,0.87,0.5685935211181641,0.8062
resolution_max_b1_gaussian_conv,0,22,8602,0.0008356933695777008,0.444649441614151,32,0.0,0.3881019287109375,0.886,0.5570995620727539,0.8082,0.3881019287109375,0.886,0.5570995620727539,0.8082
resolution_max_b1_gaussian_conv,0,23,8993,0.0006489079999188671,0.4248012156009674,32,0.0,0.3832648010253906,0.894,0.552353530883789,0.8098,0.3832648010253906,0.894,0.552353530883789,0.8098
resolution_max_b1_gaussian_conv,0,24,9384,0.0004826124690963721,0.4112763133811951,32,0.0,0.36310076904296873,0.902,0.550787873840332,0.8129,0.36310076904296873,0.902,0.550787873840332,0.8129
resolution_max_b1_gaussian_conv,0,25,9775,0.0003386475114581614,0.4021879194498062,32,0.0,0.3581739501953125,0.902,0.5474471817016602,0.8152,0.3581739501953125,0.902,0.5474471817016602,0.8152
resolution_max_b1_gaussian_conv,0,26,10166,0.00021860668301331375,0.3925204644012451,32,0.0,0.3367823181152344,0.908,0.5460587234497071,0.8134,0.3367823181152344,0.908,0.5460587234497071,0.8134
resolution_max_b1_gaussian_conv,0,27,10557,0.00012381872227320984,0.3839108116579056,32,0.0,0.353399169921875,0.898,0.5476744857788086,0.8146,0.353399169921875,0.898,0.5476744857788086,0.8146
resolution_max_b1_gaussian_conv,0,28,10948,5.53328423720989e-05,0.3803565046072006,32,0.0,0.3422048950195313,0.91,0.5438743606567383,0.8144,0.3422048950195313,0.91,0.5438743606567383,0.8144
resolution_max_b1_gaussian_conv,0,29,11339,1.3907117269393864e-05,0.37447805161952974,32,0.0,0.33395013427734377,0.906,0.5450731094360352,0.8137,0.33395013427734377,0.906,0.5450731094360352,0.8137
resolution_max_b1_gaussian_conv,0,30,11730,9.058745198409212e-11,0.3750873649215698,32,0.0,0.33555853271484376,0.91,0.5434872039794922,0.8134,0.33555853271484376,0.91,0.5434872039794922,0.8134
gaussian_postrelu,2,0,0,8.333333333333333e-05,,,,3.6023134765625,0.1,3.612704797363281,0.1,3.476427734375,0.1,3.4897026611328124,0.1
gaussian_postrelu,2,1,391,0.004990141512569891,1.7670253818893433,,1.0,1.54435693359375,0.412,1.5008546630859374,0.4405,2.74573974609375,0.192,2.781834338378906,0.1715
gaussian_postrelu,2,2,782,0.004953056580549272,1.3890767385482787,,1.0,1.309875,0.536,1.2723403991699218,0.5402,3.2714619140625,0.152,3.278679187011719,0.1513
gaussian_postrelu,2,3,1173,0.004888818630747975,1.224489542121887,,1.0,1.163318603515625,0.588,1.1530896850585937,0.5888,4.8818681640625,0.134,4.924638305664063,0.1316
gaussian_postrelu,2,4,1564,0.004798138716554241,1.0957155560302734,,0.85,1.0207823486328125,0.642,1.0480009643554689,0.6242,6.02857421875,0.116,6.0249410888671875,0.1154
gaussian_postrelu,2,5,1955,0.004682020578909872,0.9980722898101807,,0.85,0.9157473754882812,0.694,0.9564562866210937,0.6573,6.5292880859375,0.12,6.594021484375,0.1159
gaussian_postrelu,2,6,2346,0.004541749535846712,0.9233881221771241,,0.85,0.8925987548828125,0.694,0.9265877655029297,0.6714,8.4561083984375,0.108,8.6275470703125,0.1043
gaussian_postrelu,2,7,2737,0.0043788782552308895,0.844069556388855,,0.7,0.8009270629882812,0.718,0.8416646728515625,0.7033,5.732935546875,0.12,5.821662963867188,0.1145
gaussian_postrelu,2,8,3128,0.004195209568197074,0.7774228152465821,,0.7,0.7538720703125,0.736,0.8071807342529297,0.7183,4.04256689453125,0.15,4.1243462524414065,0.1445
gaussian_postrelu,2,9,3519,0.0039927765135118086,0.735230617389679,,0.7,0.67001318359375,0.77,0.7629982971191406,0.7406,5.22193115234375,0.136,5.309659619140625,0.127
gaussian_postrelu,2,10,3910,0.0037738198337559444,0.6879331964206695,,0.6,0.67876220703125,0.764,0.7582909301757812,0.7408,2.50454052734375,0.316,2.5321986328125,0.2877
gaussian_postrelu,2,11,4301,0.0035407631724221527,0.6465111339569092,,0.6,0.6364635620117187,0.802,0.7133710266113281,0.7533,2.597518310546875,0.308,2.6263818359375,0.2898
gaussian_postrelu,2,12,4692,0.003296186246472237,0.6110617015647888,,0.6,0.5913087158203125,0.808,0.6847415344238281,0.7653,2.849756103515625,0.294,2.912084814453125,0.2748
gaussian_postrelu,2,13,5083,0.0030427962913086395,0.5874151393413544,,0.5,0.5437645874023438,0.798,0.6511996673583984,0.7787,1.616770751953125,0.484,1.6690883911132812,0.4653
gaussian_postrelu,2,14,5474,0.0027833980942373526,0.5486709979534149,,0.5,0.48093280029296875,0.836,0.6304856872558594,0.784,1.74171728515625,0.496,1.7968436645507813,0.4715
gaussian_postrelu,2,15,5865,0.0025208629481234496,0.5234290574550629,,0.5,0.476471435546875,0.834,0.6219044952392578,0.7886,1.843594482421875,0.446,1.8451462890625,0.4379
gaussian_postrelu,2,16,6256,0.0022580968688929426,0.5515274443149567,,0.4,0.465317138671875,0.848,0.6137977767944336,0.7875,0.7515047607421875,0.76,0.8309311401367188,0.7069
gaussian_postrelu,2,17,6647,0.0019980084286831713,0.500624618806839,,0.4,0.46084381103515626,0.844,0.620727230834961,0.7905,0.650072265625,0.78,0.7633706726074219,0.7299
gaussian_postrelu,2,18,7038,0.0017434765606983522,0.4642703985452652,,0.4,0.40247396850585937,0.874,0.5946848236083985,0.7988,0.6355098876953125,0.784,0.7841382141113281,0.7278
gaussian_postrelu,2,19,7429,0.0014973186921401005,0.502675412492752,,0.3,0.413900146484375,0.858,0.6051906494140625,0.7915,0.42596844482421875,0.856,0.6125211791992188,0.7898
gaussian_postrelu,2,20,7820,0.0012622595579512698,0.4590412503194809,,0.3,0.43050643920898435,0.858,0.6245182525634766,0.7866,0.44150628662109376,0.858,0.6291505950927735,0.7845
gaussian_postrelu,2,21,8211,0.0010409010405754784,0.4285153498363495,,0.3,0.36826605224609377,0.89,0.6032027740478516,0.7938,0.37791815185546873,0.892,0.610063101196289,0.7908
gaussian_postrelu,2,22,8602,0.0008356933695777008,0.4114496141910553,,0.0,0.3534889221191406,0.88,0.6066345092773437,0.7932,0.3534889221191406,0.88,0.6066345092773437,0.7932
gaussian_postrelu,2,23,8993,0.0006489079999188671,0.3947436235284805,,0.0,0.329797119140625,0.88,0.6018121536254882,0.7957,0.329797119140625,0.88,0.6018121536254882,0.7957
gaussian_postrelu,2,24,9384,0.0004826124690963721,0.37551469902038576,,0.0,0.3018522338867187,0.904,0.5951703002929688,0.796,0.3018522338867187,0.904,0.5951703002929688,0.796
gaussian_postrelu,2,25,9775,0.0003386475114581614,0.3588099988603592,,0.0,0.3037063903808594,0.906,0.5943999969482422,0.8021,0.3037063903808594,0.906,0.5943999969482422,0.8021
gaussian_postrelu,2,26,10166,0.00021860668301331375,0.35102081238031385,,0.0,0.292128662109375,0.912,0.5964350021362305,0.8006,0.292128662109375,0.912,0.5964350021362305,0.8006
gaussian_postrelu,2,27,10557,0.00012381872227320984,0.34316062074184417,,0.0,0.288369140625,0.92,0.5936760696411133,0.8001,0.288369140625,0.92,0.5936760696411133,0.8001
gaussian_postrelu,2,28,10948,5.53328423720989e-05,0.33819516860485077,,0.0,0.28657305908203123,0.912,0.5931150405883789,0.8002,0.28657305908203123,0.912,0.5931150405883789,0.8002
gaussian_postrelu,2,29,11339,1.3907117269393864e-05,0.33446080025196073,,0.0,0.2922757568359375,0.918,0.5951057373046875,0.7976,0.2922757568359375,0.918,0.5951057373046875,0.7976
gaussian_postrelu,2,30,11730,9.058745198409212e-11,0.33652456655979157,,0.0,0.28320669555664063,0.918,0.5934026245117188,0.7987,0.28320669555664063,0.918,0.5934026245117188,0.7987
plain,2,0,0,8.333333333333333e-05,,,,3.476427734375,0.1,3.4897026611328124,0.1,3.476427734375,0.1,3.4897026611328124,0.1
plain,2,1,391,0.004990141512569891,1.8766199161529542,,,1.6237037353515624,0.372,1.5770283630371094,0.4037,1.6237037353515624,0.372,1.5770283630371094,0.4037
plain,2,2,782,0.004953056580549272,1.472349252204895,,,1.394133056640625,0.49,1.3753369873046875,0.4876,1.394133056640625,0.49,1.3753369873046875,0.4876
plain,2,3,1173,0.004888818630747975,1.2816575895309448,,,1.237911376953125,0.574,1.2149304138183594,0.5514,1.237911376953125,0.574,1.2149304138183594,0.5514
plain,2,4,1564,0.004798138716554241,1.1376561879730225,,,1.08865234375,0.602,1.0823477294921875,0.6078,1.08865234375,0.602,1.0823477294921875,0.6078
plain,2,5,1955,0.004682020578909872,1.030039525642395,,,0.99956689453125,0.65,1.0040221252441406,0.6354,0.99956689453125,0.65,1.0040221252441406,0.6354
plain,2,6,2346,0.004541749535846712,0.9553937794685364,,,0.9814539794921875,0.65,0.9868755218505859,0.6518,0.9814539794921875,0.65,0.9868755218505859,0.6518
plain,2,7,2737,0.0043788782552308895,0.8855752180671692,,,0.8623922119140625,0.704,0.9255121398925781,0.67,0.8623922119140625,0.704,0.9255121398925781,0.67
plain,2,8,3128,0.004195209568197074,0.8205901898384095,,,0.9033204345703125,0.676,0.9728558135986328,0.6565,0.9033204345703125,0.676,0.9728558135986328,0.6565
plain,2,9,3519,0.0039927765135118086,0.7756832532119751,,,0.723273681640625,0.764,0.8348696075439453,0.7085,0.723273681640625,0.764,0.8348696075439453,0.7085
plain,2,10,3910,0.0037738198337559444,0.7266280855560303,,,0.6726644897460937,0.756,0.7976875213623047,0.7233,0.6726644897460937,0.756,0.7976875213623047,0.7233
plain,2,11,4301,0.0035407631724221527,0.6789315738677979,,,0.6458935546875,0.754,0.7734780212402343,0.7263,0.6458935546875,0.754,0.7734780212402343,0.7263
plain,2,12,4692,0.003296186246472237,0.6386999884223938,,,0.590880126953125,0.794,0.75082412109375,0.7371,0.590880126953125,0.794,0.75082412109375,0.7371
plain,2,13,5083,0.0030427962913086395,0.6013167496967315,,,0.559450439453125,0.802,0.7346621215820313,0.7402,0.559450439453125,0.802,0.7346621215820313,0.7402
plain,2,14,5474,0.0027833980942373526,0.5643697647428513,,,0.5423549194335937,0.798,0.7342287567138672,0.7439,0.5423549194335937,0.798,0.7342287567138672,0.7439
plain,2,15,5865,0.0025208629481234496,0.5372806881427765,,,0.5220977783203125,0.832,0.7323826477050781,0.7501,0.5220977783203125,0.832,0.7323826477050781,0.7501
plain,2,16,6256,0.0022580968688929426,0.49772010219573976,,,0.514755615234375,0.83,0.7386116058349609,0.747,0.514755615234375,0.83,0.7386116058349609,0.747
plain,2,17,6647,0.0019980084286831713,0.4701370312166214,,,0.43102117919921873,0.846,0.7054240509033203,0.7616,0.43102117919921873,0.846,0.7054240509033203,0.7616
plain,2,18,7038,0.0017434765606983522,0.432716674489975,,,0.3800090942382813,0.862,0.7415056610107422,0.7561,0.3800090942382813,0.862,0.7415056610107422,0.7561
plain,2,19,7429,0.0014973186921401005,0.4067147714614868,,,0.3388921203613281,0.884,0.717056088256836,0.7618,0.3388921203613281,0.884,0.717056088256836,0.7618
plain,2,20,7820,0.0012622595579512698,0.3822686837530136,,,0.32090533447265623,0.888,0.7294195007324219,0.7608,0.32090533447265623,0.888,0.7294195007324219,0.7608
plain,2,21,8211,0.0010409010405754784,0.35543419253110886,,,0.2895250244140625,0.896,0.7184749755859375,0.764,0.2895250244140625,0.896,0.7184749755859375,0.764
plain,2,22,8602,0.0008356933695777008,0.33244651460170743,,,0.27115908813476564,0.912,0.7278348907470703,0.7607,0.27115908813476564,0.912,0.7278348907470703,0.7607
plain,2,23,8993,0.0006489079999188671,0.3153291654777527,,,0.23855892944335938,0.92,0.7341487487792969,0.7596,0.23855892944335938,0.92,0.7341487487792969,0.7596
plain,2,24,9384,0.0004826124690963721,0.29697851129055025,,,0.22617083740234376,0.934,0.7385602630615234,0.7607,0.22617083740234376,0.934,0.7385602630615234,0.7607
plain,2,25,9775,0.0003386475114581614,0.2817773218727112,,,0.2290618896484375,0.938,0.7438466430664062,0.7644,0.2290618896484375,0.938,0.7438466430664062,0.7644
plain,2,26,10166,0.00021860668301331375,0.2702204870724678,,,0.21013021850585936,0.944,0.7455167633056641,0.7616,0.21013021850585936,0.944,0.7455167633056641,0.7616
plain,2,27,10557,0.00012381872227320984,0.26115161189556124,,,0.21294346618652343,0.926,0.7502468688964844,0.762,0.21294346618652343,0.926,0.7502468688964844,0.762
plain,2,28,10948,5.53328423720989e-05,0.2568683724975586,,,0.20466229248046874,0.936,0.755552001953125,0.7595,0.20466229248046874,0.936,0.755552001953125,0.7595
plain,2,29,11339,1.3907117269393864e-05,0.2515445400094986,,,0.20506161499023437,0.934,0.7583023956298828,0.7611,0.20506161499023437,0.934,0.7583023956298828,0.7611
plain,2,30,11730,9.058745198409212e-11,0.25293673981904985,,,0.2044488067626953,0.94,0.751594076538086,0.7624,0.2044488067626953,0.94,0.751594076538086,0.7624
resolution_max_b1,2,0,0,8.333333333333333e-05,,,,2.952003662109375,0.1,2.960701953125,0.0997,3.476427734375,0.1,3.4897026611328124,0.1
resolution_max_b1,2,1,391,0.004990141512569891,1.8131747752380372,16,,1.5486578369140624,0.416,1.4925815307617187,0.4416,2.6169658203125,0.186,2.58292392578125,0.1858
resolution_max_b1,2,2,782,0.004953056580549272,1.4027222402191162,16,,1.2846402587890624,0.538,1.2615573608398438,0.5369,2.80167626953125,0.228,2.7808547607421876,0.2438
resolution_max_b1,2,3,1173,0.004888818630747975,1.2099367972564696,16,,1.10974169921875,0.608,1.1094388214111328,0.5917,3.548117431640625,0.196,3.5173981323242187,0.2033
resolution_max_b1,2,4,1564,0.004798138716554241,1.0655776159286499,16,,0.9881741943359375,0.65,1.0215086669921876,0.6306,4.56741259765625,0.152,4.493587548828125,0.1589
resolution_max_b1,2,5,1955,0.004682020578909872,0.9583870060539246,16,,0.8892972412109375,0.688,0.9293420379638672,0.6651,4.61425341796875,0.152,4.496379858398438,0.171
resolution_max_b1,2,6,2346,0.004541749535846712,0.8815542718887329,16,,0.8340576782226562,0.716,0.9036926818847656,0.6807,4.379751953125,0.162,4.257669763183594,0.1807
resolution_max_b1,2,7,2737,0.0043788782552308895,0.9299325024604798,24,,0.8546597900390625,0.694,0.8546717956542969,0.6915,5.24113720703125,0.124,5.104847875976563,0.1242
resolution_max_b1,2,8,3128,0.004195209568197074,0.8179654796218873,24,,0.809008056640625,0.696,0.8165325592041016,0.7068,4.783236328125,0.148,4.592892504882813,0.163
resolution_max_b1,2,9,3519,0.0039927765135118086,0.752352816734314,24,,0.701062255859375,0.76,0.7487608215332031,0.7376,3.8454208984375,0.16,3.7364132080078125,0.1517
resolution_max_b1,2,10,3910,0.0037738198337559444,0.6970654434967041,24,,0.6785333862304688,0.776,0.7203458770751953,0.7428,4.8648173828125,0.14,4.74638076171875,0.1396
resolution_max_b1,2,11,4301,0.0035407631724221527,0.6497655854892731,24,,0.6667364501953125,0.758,0.708878955078125,0.7525,4.21835888671875,0.162,4.095494641113281,0.1604
resolution_max_b1,2,12,4692,0.003296186246472237,0.6086124357128143,24,,0.5709788818359375,0.8,0.6872575714111329,0.763,4.35602490234375,0.166,4.244369018554687,0.1634
resolution_max_b1,2,13,5083,0.0030427962913086395,0.7313838257598877,32,,0.6643429565429687,0.764,0.6876892303466797,0.7597,0.6643429565429687,0.764,0.6876892303466797,0.7597
resolution_max_b1,2,14,5474,0.0027833980942373526,0.6414377812576294,32,,0.59844140625,0.81,0.6579288208007813,0.7702,0.59844140625,0.81,0.6579288208007813,0.7702
resolution_max_b1,2,15,5865,0.0025208629481234496,0.5979972737884521,32,,0.6181285400390625,0.79,0.6362878662109375,0.7809,0.6181285400390625,0.79,0.6362878662109375,0.7809
resolution_max_b1,2,16,6256,0.0022580968688929426,0.560042494688034,32,,0.54721435546875,0.806,0.6262715789794921,0.7844,0.54721435546875,0.806,0.6262715789794921,0.7844
resolution_max_b1,2,17,6647,0.0019980084286831713,0.529147611541748,32,,0.5085540466308593,0.844,0.6099739410400391,0.7917,0.5085540466308593,0.844,0.6099739410400391,0.7917
resolution_max_b1,2,18,7038,0.0017434765606983522,0.49982681021690367,32,,0.4547576904296875,0.836,0.5981129364013672,0.7967,0.4547576904296875,0.836,0.5981129364013672,0.7967
resolution_max_b1,2,19,7429,0.0014973186921401005,0.4769007291412353,32,,0.4452792663574219,0.838,0.5916329833984375,0.7986,0.4452792663574219,0.838,0.5916329833984375,0.7986
resolution_max_b1,2,20,7820,0.0012622595579512698,0.4553540840673447,32,,0.41556997680664065,0.854,0.5752578979492188,0.8038,0.41556997680664065,0.854,0.5752578979492188,0.8038
resolution_max_b1,2,21,8211,0.0010409010405754784,0.43460372148513793,32,,0.38014678955078124,0.874,0.5708365570068359,0.8051,0.38014678955078124,0.874,0.5708365570068359,0.8051
resolution_max_b1,2,22,8602,0.0008356933695777008,0.41345209589958193,32,,0.37768704223632815,0.872,0.576058561706543,0.8053,0.37768704223632815,0.872,0.576058561706543,0.8053
resolution_max_b1,2,23,8993,0.0006489079999188671,0.3999145183753967,32,,0.34489300537109374,0.882,0.5746682037353515,0.8045,0.34489300537109374,0.882,0.5746682037353515,0.8045
resolution_max_b1,2,24,9384,0.0004826124690963721,0.38604580826282503,32,,0.3551514282226563,0.896,0.5738674102783203,0.8054,0.3551514282226563,0.896,0.5738674102783203,0.8054
resolution_max_b1,2,25,9775,0.0003386475114581614,0.3722382552719116,32,,0.3465950927734375,0.89,0.5715445861816406,0.8061,0.3465950927734375,0.89,0.5715445861816406,0.8061
resolution_max_b1,2,26,10166,0.00021860668301331375,0.3645660499715805,32,,0.3308548583984375,0.898,0.5702793060302734,0.8066,0.3308548583984375,0.898,0.5702793060302734,0.8066
resolution_max_b1,2,27,10557,0.00012381872227320984,0.35766041659355163,32,,0.32663009643554686,0.89,0.5706974044799805,0.8073,0.32663009643554686,0.89,0.5706974044799805,0.8073
resolution_max_b1,2,28,10948,5.53328423720989e-05,0.35324261262893675,32,,0.32909564208984377,0.896,0.5714843597412109,0.8063,0.32909564208984377,0.896,0.5714843597412109,0.8063
resolution_max_b1,2,29,11339,1.3907117269393864e-05,0.3487490338850021,32,,0.3316491088867187,0.894,0.5708405822753906,0.8091,0.3316491088867187,0.894,0.5708405822753906,0.8091
resolution_max_b1,2,30,11730,9.058745198409212e-11,0.3496353890562057,32,,0.3239676513671875,0.902,0.5689506484985352,0.8081,0.3239676513671875,0.902,0.5689506484985352,0.8081
resolution_max_b1_gaussian_conv,2,0,0,8.333333333333333e-05,,,,2.865921630859375,0.1,2.8736927734375,0.1,3.476427734375,0.1,3.4897026611328124,0.1
resolution_max_b1_gaussian_conv,2,1,391,0.004990141512569891,1.6989864440917968,16,1.0,1.43002978515625,0.472,1.3944453491210937,0.4809,3.66031298828125,0.14,3.713364538574219,0.1404
resolution_max_b1_gaussian_conv,2,2,782,0.004953056580549272,1.2993705643844604,16,1.0,1.203304443359375,0.566,1.2009957946777343,0.562,4.1394677734375,0.138,4.155315661621094,0.138
resolution_max_b1_gaussian_conv,2,3,1173,0.004888818630747975,1.1334762645721435,16,1.0,1.0504801025390624,0.652,1.0556552032470703,0.6202,4.40941162109375,0.162,4.456113598632813,0.1637
resolution_max_b1_gaussian_conv,2,4,1564,0.004798138716554241,1.0115854961586,16,0.85,0.8839197998046875,0.688,0.942045947265625,0.6658,3.3172548828125,0.218,3.316456982421875,0.2109
resolution_max_b1_gaussian_conv,2,5,1955,0.004682020578909872,0.9077391128540039,16,0.85,0.7842238159179687,0.746,0.8761793518066406,0.6865,3.7499296875,0.2,3.7251953369140627,0.2131
resolution_max_b1_gaussian_conv,2,6,2346,0.004541749535846712,0.8370493725776672,16,0.85,0.7416397705078125,0.756,0.8438111206054687,0.703,3.621624267578125,0.186,3.5627198486328124,0.2081
resolution_max_b1_gaussian_conv,2,7,2737,0.0043788782552308895,0.883700032863617,24,0.7,0.7860455322265625,0.742,0.8038751495361328,0.7165,3.4057548828125,0.274,3.3882294189453126,0.2731
resolution_max_b1_gaussian_conv,2,8,3128,0.004195209568197074,0.7886000783157349,24,0.7,0.7225772705078125,0.754,0.7854737731933594,0.7233,3.79771630859375,0.338,3.7789345703125,0.3173
resolution_max_b1_gaussian_conv,2,9,3519,0.0039927765135118086,0.736179800567627,24,0.7,0.6699510498046874,0.774,0.7533833129882812,0.7369,3.9447314453125,0.244,3.9462734375,0.2444
resolution_max_b1_gaussian_conv,2,10,3910,0.0037738198337559444,0.6853488770484925,24,0.6,0.6183956298828125,0.798,0.6926391326904296,0.7572,3.65803564453125,0.198,3.6002717529296877,0.2065
resolution_max_b1_gaussian_conv,2,11,4301,0.0035407631724221527,0.6418027757072449,24,0.6,0.5743458251953125,0.796,0.6755753173828125,0.7644,2.99055859375,0.298,2.949837548828125,0.2785
resolution_max_b1_gaussian_conv,2,12,4692,0.003296186246472237,0.6023753125095368,24,0.6,0.5465133056640625,0.816,0.6717974670410156,0.7636,3.810112060546875,0.266,3.7933784301757814,0.2454
resolution_max_b1_gaussian_conv,2,13,5083,0.0030427962913086395,0.6832857537651063,32,0.5,0.5893502197265625,0.79,0.666812612915039,0.7734,3.45548193359375,0.388,3.473856188964844,0.3754
resolution_max_b1_gaussian_conv,2,14,5474,0.0027833980942373526,0.6144646078395843,32,0.5,0.5484776000976562,0.808,0.6548506439208984,0.7731,3.55730224609375,0.366,3.632947509765625,0.344
resolution_max_b1_gaussian_conv,2,15,5865,0.0025208629481234496,0.5803158968353271,32,0.5,0.543056640625,0.806,0.6202886932373047,0.7893,4.608388671875,0.276,4.49035185546875,0.2697
