method,seed,epoch,update,lr_last_update,train_loss_epoch,state_resolution,state_sigma_G,current_train_probe500_ce,current_train_probe500_acc,current_test_full_ce,current_test_full_acc,target_train_probe500_ce,target_train_probe500_acc,target_test_full_ce,target_test_full_acc
gaussian_postrelu,1,26,10166,0.00021860668301331375,0.35877250030517577,,0.0,0.3127103271484375,0.908,0.5973051483154297,0.797,0.3127103271484375,0.908,0.5973051483154297,0.797
gaussian_postrelu,1,27,10557,0.00012381872227320984,0.3498714976167679,,0.0,0.30468548583984373,0.9,0.6000726699829102,0.7969,0.30468548583984373,0.9,0.6000726699829102,0.7969
gaussian_postrelu,1,28,10948,5.53328423720989e-05,0.3437758478426933,,0.0,0.29812518310546876,0.904,0.5943996704101563,0.7994,0.29812518310546876,0.904,0.5943996704101563,0.7994
gaussian_postrelu,1,29,11339,1.3907117269393864e-05,0.3429277585935593,,0.0,0.2963875427246094,0.9,0.5938927474975586,0.7994,0.2963875427246094,0.9,0.5938927474975586,0.7994
gaussian_postrelu,1,30,11730,9.058745198409212e-11,0.34168933730602263,,0.0,0.3004356079101563,0.902,0.5938298919677735,0.8008,0.3004356079101563,0.902,0.5938298919677735,0.8008
gaussian_postrelu,4,0,0,8.333333333333333e-05,,,,5.885064453125,0.1,6.05412958984375,0.1,6.97040380859375,0.1,7.146914990234375,0.1
gaussian_postrelu,4,1,391,0.004990141512569891,1.753027021636963,,1.0,1.56670849609375,0.436,1.4809256164550781,0.4524,2.9936484375,0.156,2.9637150268554686,0.1444
gaussian_postrelu,4,2,782,0.004953056580549272,1.3628411432647705,,1.0,1.258354736328125,0.532,1.2148414367675782,0.5557,3.641059326171875,0.17,3.6250146850585936,0.1666
gaussian_postrelu,4,3,1173,0.004888818630747975,1.1986276717567443,,1.0,1.1433096923828125,0.576,1.1553766296386718,0.5764,4.1594755859375,0.194,4.21624267578125,0.1771
gaussian_postrelu,4,4,1564,0.004798138716554241,1.0639127286148071,,0.85,0.99165185546875,0.636,1.0093417907714843,0.6347,4.142037109375,0.146,4.089501293945313,0.1355
gaussian_postrelu,4,5,1955,0.004682020578909872,0.9716350837898254,,0.85,0.8708616943359375,0.704,0.9525322692871093,0.6674,3.5647763671875,0.176,3.5822070678710936,0.1843
gaussian_postrelu,4,6,2346,0.004541749535846712,0.8990539943504333,,0.85,0.8274456176757813,0.718,0.8859281341552734,0.6892,3.379697265625,0.218,3.403828039550781,0.2086
gaussian_postrelu,4,7,2737,0.0043788782552308895,0.8317290853881836,,0.7,0.7361477661132813,0.748,0.8264812377929688,0.7104,3.254771484375,0.242,3.33101943359375,0.238
gaussian_postrelu,4,8,3128,0.004195209568197074,0.7734298801612854,,0.7,0.6926033935546875,0.752,0.7776054779052735,0.7282,3.314990966796875,0.278,3.362732763671875,0.2451
gaussian_postrelu,4,9,3519,0.0039927765135118086,0.7330083618736267,,0.7,0.6908062744140625,0.77,0.7803617553710938,0.7281,3.46074072265625,0.23,3.495796337890625,0.2388
gaussian_postrelu,4,10,3910,0.0037738198337559444,0.6850883354187012,,0.6,0.6586915283203125,0.784,0.7551417938232422,0.7366,2.77791552734375,0.266,2.8152835083007814,0.2579
gaussian_postrelu,4,11,4301,0.0035407631724221527,0.6492895293807983,,0.6,0.6121943359375,0.802,0.6924546783447265,0.7593,2.775669189453125,0.304,2.825335986328125,0.3007
gaussian_postrelu,4,12,4692,0.003296186246472237,0.6125141081905365,,0.6,0.5438651123046875,0.808,0.6708281982421875,0.7678,3.145494140625,0.306,3.2467352905273437,0.2839
gaussian_postrelu,4,13,5083,0.0030427962913086395,0.5907644455718994,,0.5,0.5085631713867188,0.818,0.6333957550048828,0.7839,1.7322725830078125,0.446,1.814286444091797,0.4173
gaussian_postrelu,4,14,5474,0.0027833980942373526,0.5517147098064422,,0.5,0.49096240234375,0.842,0.6800589050292969,0.7648,2.16439697265625,0.39,2.2277803833007814,0.3671
gaussian_postrelu,4,15,5865,0.0025208629481234496,0.5253319764852524,,0.5,0.4987613525390625,0.826,0.6638679504394531,0.7746,2.081578369140625,0.422,2.133579528808594,0.3943
gaussian_postrelu,4,16,6256,0.0022580968688929426,0.5509715126895904,,0.4,0.4620892333984375,0.834,0.6252379455566406,0.784,0.7460147705078125,0.768,0.8548839477539063,0.7014
gaussian_postrelu,4,17,6647,0.0019980084286831713,0.5044486915683747,,0.4,0.45184173583984377,0.846,0.6359855346679687,0.7854,0.758213134765625,0.762,0.8861507720947266,0.6942
gaussian_postrelu,4,18,7038,0.0017434765606983522,0.47259890464305876,,0.4,0.41061370849609374,0.852,0.6194355773925782,0.7901,0.6636233520507813,0.774,0.8062083099365235,0.7209
gaussian_postrelu,4,19,7429,0.0014973186921401005,0.5087124693870544,,0.3,0.4458223876953125,0.838,0.6359624420166016,0.7832,0.4606378173828125,0.834,0.6444935577392578,0.7819
gaussian_postrelu,4,20,7820,0.0012622595579512698,0.4583081251001358,,0.3,0.40180258178710937,0.87,0.6154252624511719,0.7904,0.4117059326171875,0.87,0.6196656860351563,0.7876
gaussian_postrelu,4,21,8211,0.0010409010405754784,0.43482478481292725,,0.3,0.36211978149414065,0.888,0.6136277069091797,0.7909,0.3738609924316406,0.876,0.6212759124755859,0.7884
gaussian_postrelu,4,22,8602,0.0008356933695777008,0.4156377189397812,,0.0,0.345767578125,0.904,0.6227895935058594,0.7874,0.345767578125,0.904,0.6227895935058594,0.7874
gaussian_postrelu,4,23,8993,0.0006489079999188671,0.39623666712760924,,0.0,0.3341493530273438,0.896,0.6126972137451172,0.7929,0.3341493530273438,0.896,0.6126972137451172,0.7929
gaussian_postrelu,4,24,9384,0.0004826124690963721,0.37995919546604157,,0.0,0.3208006286621094,0.902,0.6169073486328125,0.797,0.3208006286621094,0.902,0.6169073486328125,0.797
gaussian_postrelu,4,25,9775,0.0003386475114581614,0.3699164185333252,,0.0,0.3033370666503906,0.902,0.6081581634521485,0.796,0.3033370666503906,0.902,0.6081581634521485,0.796
gaussian_postrelu,4,26,10166,0.00021860668301331375,0.3549435022687912,,0.0,0.3075638427734375,0.906,0.615486962890625,0.7953,0.3075638427734375,0.906,0.615486962890625,0.7953
gaussian_postrelu,4,27,10557,0.00012381872227320984,0.3470934509372711,,0.0,0.2889505615234375,0.926,0.6132969146728515,0.7977,0.2889505615234375,0.926,0.6132969146728515,0.7977
gaussian_postrelu,4,28,10948,5.53328423720989e-05,0.3459035083723068,,0.0,0.28838873291015626,0.914,0.6123636322021484,0.7968,0.28838873291015626,0.914,0.6123636322021484,0.7968
gaussian_postrelu,4,29,11339,1.3907117269393864e-05,0.33882131651878356,,0.0,0.28652154541015623,0.92,0.6066684753417969,0.7988,0.28652154541015623,0.92,0.6066684753417969,0.7988
gaussian_postrelu,4,30,11730,9.058745198409212e-11,0.3403094615602493,,0.0,0.2895192565917969,0.908,0.6086985260009765,0.7984,0.2895192565917969,0.908,0.6086985260009765,0.7984
plain,1,0,0,8.333333333333333e-05,,,,2.553639892578125,0.1,2.5560952514648436,0.1,2.553639892578125,0.1,2.5560952514648436,0.1
plain,1,1,391,0.004990141512569891,1.8712989337921142,,,1.670513671875,0.376,1.6130511657714843,0.3832,1.670513671875,0.376,1.6130511657714843,0.3832
plain,1,2,782,0.004953056580549272,1.4760911975097657,,,1.4049500732421876,0.478,1.3589842407226562,0.4933,1.4049500732421876,0.478,1.3589842407226562,0.4933
plain,1,3,1173,0.004888818630747975,1.2835723540878297,,,1.2687685546875,0.524,1.2459622192382813,0.5332,1.2687685546875,0.524,1.2459622192382813,0.5332
plain,1,4,1564,0.004798138716554241,1.145973720626831,,,1.104274169921875,0.622,1.0814151794433593,0.6061,1.104274169921875,0.622,1.0814151794433593,0.6061
plain,1,5,1955,0.004682020578909872,1.046264924659729,,,0.9958919067382812,0.64,0.9996373443603516,0.6383,0.9958919067382812,0.64,0.9996373443603516,0.6383
plain,1,6,2346,0.004541749535846712,0.9657042865753174,,,0.9669402465820313,0.652,0.9571708190917969,0.6556,0.9669402465820313,0.652,0.9571708190917969,0.6556
plain,1,7,2737,0.0043788782552308895,0.9002874825668334,,,0.8959049072265625,0.686,0.9086002075195313,0.6709,0.8959049072265625,0.686,0.9086002075195313,0.6709
plain,1,8,3128,0.004195209568197074,0.8449481365394592,,,0.8098712768554688,0.742,0.8608255401611328,0.6943,0.8098712768554688,0.742,0.8608255401611328,0.6943
plain,1,9,3519,0.0039927765135118086,0.7878230758285523,,,0.7483026733398438,0.736,0.8132699005126953,0.7084,0.7483026733398438,0.736,0.8132699005126953,0.7084
plain,1,10,3910,0.0037738198337559444,0.736870694694519,,,0.7109320068359375,0.736,0.809539224243164,0.7138,0.7109320068359375,0.736,0.809539224243164,0.7138
plain,1,11,4301,0.0035407631724221527,0.692666895160675,,,0.6880166625976563,0.758,0.8009243835449219,0.7201,0.6880166625976563,0.758,0.8009243835449219,0.7201
plain,1,12,4692,0.003296186246472237,0.6557835104942322,,,0.5652130737304687,0.798,0.7662463623046875,0.7317,0.5652130737304687,0.798,0.7662463623046875,0.7317
plain,1,13,5083,0.0030427962913086395,0.6171584615516663,,,0.5583243408203125,0.796,0.7732368194580078,0.7357,0.5583243408203125,0.796,0.7732368194580078,0.7357
plain,1,14,5474,0.0027833980942373526,0.5804350892066955,,,0.48351678466796877,0.84,0.7273658538818359,0.7479,0.48351678466796877,0.84,0.7273658538818359,0.7479
plain,1,15,5865,0.0025208629481234496,0.5430995128631592,,,0.47208065795898435,0.844,0.7640093841552734,0.7417,0.47208065795898435,0.844,0.7640093841552734,0.7417
plain,1,16,6256,0.0022580968688929426,0.5111405582427978,,,0.44397760009765624,0.854,0.7397923950195312,0.75,0.44397760009765624,0.854,0.7397923950195312,0.75
plain,1,17,6647,0.0019980084286831713,0.4831078341960907,,,0.39461102294921874,0.872,0.7307049224853516,0.7484,0.39461102294921874,0.872,0.7307049224853516,0.7484
plain,1,18,7038,0.0017434765606983522,0.4553307907009125,,,0.4015007019042969,0.862,0.7477005096435547,0.7502,0.4015007019042969,0.862,0.7477005096435547,0.7502
plain,1,19,7429,0.0014973186921401005,0.42891800070285796,,,0.3674085693359375,0.888,0.7777715728759765,0.7389,0.3674085693359375,0.888,0.7777715728759765,0.7389
plain,1,20,7820,0.0012622595579512698,0.4026938422679901,,,0.30099102783203124,0.908,0.7279537322998046,0.7554,0.30099102783203124,0.908,0.7279537322998046,0.7554
plain,1,21,8211,0.0010409010405754784,0.37725917194843295,,,0.30623095703125,0.91,0.7652139617919922,0.746,0.30623095703125,0.91,0.7652139617919922,0.746
plain,1,22,8602,0.0008356933695777008,0.3558372465324402,,,0.26164276123046876,0.914,0.7485750030517578,0.76,0.26164276123046876,0.914,0.7485750030517578,0.76
plain,1,23,8993,0.0006489079999188671,0.33803736805438994,,,0.24550674438476563,0.936,0.7506604217529297,0.7543,0.24550674438476563,0.936,0.7506604217529297,0.7543
plain,1,24,9384,0.0004826124690963721,0.31962202206611634,,,0.22837648010253905,0.946,0.7446400177001953,0.7582,0.22837648010253905,0.946,0.7446400177001953,0.7582
plain,1,25,9775,0.0003386475114581614,0.30631027305603026,,,0.2190980224609375,0.948,0.7477235260009766,0.7579,0.2190980224609375,0.948,0.7477235260009766,0.7579
plain,1,26,10166,0.00021860668301331375,0.29410466366767885,,,0.21610430908203124,0.944,0.748157290649414,0.7586,0.21610430908203124,0.944,0.748157290649414,0.7586
plain,1,27,10557,0.00012381872227320984,0.28283664277791976,,,0.20242718505859375,0.948,0.7570242431640625,0.7556,0.20242718505859375,0.948,0.7570242431640625,0.7556
plain,1,28,10948,5.53328423720989e-05,0.2776408761072159,,,0.2022662353515625,0.954,0.7491156311035156,0.7573,0.2022662353515625,0.954,0.7491156311035156,0.7573
plain,1,29,11339,1.3907117269393864e-05,0.2749077187156677,,,0.20246713256835938,0.952,0.751712466430664,0.7558,0.20246713256835938,0.952,0.751712466430664,0.7558
plain,1,30,11730,9.058745198409212e-11,0.2752220785474777,,,0.19957815551757813,0.95,0.7512493560791016,0.7565,0.19957815551757813,0.95,0.7512493560791016,0.7565
plain,4,0,0,8.333333333333333e-05,,,,6.97040380859375,0.1,7.146914990234375,0.1,6.97040380859375,0.1,7.146914990234375,0.1
plain,4,1,391,0.004990141512569891,1.8654795944213867,,,1.641964599609375,0.402,1.5971508422851564,0.4097,1.641964599609375,0.402,1.5971508422851564,0.4097
plain,4,2,782,0.004953056580549272,1.4940606560134888,,,1.3533778076171874,0.508,1.3416996276855468,0.5,1.3533778076171874,0.508,1.3416996276855468,0.5
plain,4,3,1173,0.004888818630747975,1.3084162976455689,,,1.293090576171875,0.528,1.2654670654296876,0.5361,1.293090576171875,0.528,1.2654670654296876,0.5361
plain,4,4,1564,0.004798138716554241,1.1528560721206664,,,1.1313751220703125,0.608,1.0869243103027344,0.6041,1.1313751220703125,0.608,1.0869243103027344,0.6041
plain,4,5,1955,0.004682020578909872,1.0433431685256958,,,1.01247802734375,0.62,1.0130480895996095,0.6342,1.01247802734375,0.62,1.0130480895996095,0.6342
plain,4,6,2346,0.004541749535846712,0.955879516582489,,,1.0272357177734375,0.646,1.0187215545654298,0.6316,1.0272357177734375,0.646,1.0187215545654298,0.6316
plain,4,7,2737,0.0043788782552308895,0.8916311686325074,,,0.86347216796875,0.68,0.9257726989746093,0.6659,0.86347216796875,0.68,0.9257726989746093,0.6659
plain,4,8,3128,0.004195209568197074,0.8265711159706116,,,0.769143310546875,0.712,0.8455518859863281,0.7014,0.769143310546875,0.712,0.8455518859863281,0.7014
plain,4,9,3519,0.0039927765135118086,0.7668795451164245,,,0.7408660888671875,0.74,0.8385013366699219,0.6993,0.7408660888671875,0.74,0.8385013366699219,0.6993
plain,4,10,3910,0.0037738198337559444,0.7179302207756042,,,0.6224564208984374,0.784,0.7613653137207032,0.7381,0.6224564208984374,0.784,0.7613653137207032,0.7381
plain,4,11,4301,0.0035407631724221527,0.6722312920665741,,,0.5854379272460938,0.802,0.7519490203857422,0.7335,0.5854379272460938,0.802,0.7519490203857422,0.7335
plain,4,12,4692,0.003296186246472237,0.6308082948493957,,,0.5368538818359375,0.828,0.7246066345214843,0.7493,0.5368538818359375,0.828,0.7246066345214843,0.7493
plain,4,13,5083,0.0030427962913086395,0.5914098563098907,,,0.5108184204101562,0.84,0.7027863739013672,0.7527,0.5108184204101562,0.84,0.7027863739013672,0.7527
plain,4,14,5474,0.0027833980942373526,0.5546346221542359,,,0.48843634033203126,0.834,0.7284893127441406,0.7498,0.48843634033203126,0.834,0.7284893127441406,0.7498
plain,4,15,5865,0.0025208629481234496,0.5225407889556885,,,0.44455560302734376,0.848,0.7363643585205079,0.747,0.44455560302734376,0.848,0.7363643585205079,0.747
plain,4,16,6256,0.0022580968688929426,0.4886581416034699,,,0.3980987548828125,0.874,0.7047555236816406,0.7592,0.3980987548828125,0.874,0.7047555236816406,0.7592
plain,4,17,6647,0.0019980084286831713,0.4599812022781372,,,0.39033526611328123,0.884,0.7162311370849609,0.7603,0.39033526611328123,0.884,0.7162311370849609,0.7603
plain,4,18,7038,0.0017434765606983522,0.42978057824134824,,,0.3062452392578125,0.92,0.7088481628417969,0.7607,0.3062452392578125,0.92,0.7088481628417969,0.7607
plain,4,19,7429,0.0014973186921401005,0.4005607274866104,,,0.3151070556640625,0.912,0.7059914031982422,0.7621,0.3151070556640625,0.912,0.7059914031982422,0.7621
plain,4,20,7820,0.0012622595579512698,0.369384400305748,,,0.2707191467285156,0.928,0.7181787384033204,0.761,0.2707191467285156,0.928,0.7181787384033204,0.761
plain,4,21,8211,0.0010409010405754784,0.3497191666555405,,,0.2659391174316406,0.932,0.7214140014648438,0.7632,0.2659391174316406,0.932,0.7214140014648438,0.7632
plain,4,22,8602,0.0008356933695777008,0.32212801183223727,,,0.23322634887695312,0.94,0.7288362274169922,0.7667,0.23322634887695312,0.94,0.7288362274169922,0.7667
plain,4,23,8993,0.0006489079999188671,0.3053890087413788,,,0.2264283752441406,0.944,0.7434276275634766,0.7654,0.2264283752441406,0.944,0.7434276275634766,0.7654
plain,4,24,9384,0.0004826124690963721,0.28739840390205385,,,0.22112681579589843,0.932,0.7520137176513672,0.7623,0.22112681579589843,0.932,0.7520137176513672,0.7623
plain,4,25,9775,0.0003386475114581614,0.27338406801700593,,,0.19098129272460937,0.946,0.7385379608154297,0.7665,0.19098129272460937,0.946,0.7385379608154297,0.7665
plain,4,26,10166,0.00021860668301331375,0.26344192584753034,,,0.19169906616210938,0.954,0.7459336700439453,0.7608,0.19169906616210938,0.954,0.7459336700439453,0.7608
plain,4,27,10557,0.00012381872227320984,0.25400531411170957,,,0.1813211669921875,0.96,0.7521387756347656,0.7633,0.1813211669921875,0.96,0.7521387756347656,0.7633
plain,4,28,10948,5.53328423720989e-05,0.251850089571476,,,0.17274777221679688,0.96,0.7520275604248047,0.7639,0.17274777221679688,0.96,0.7520275604248047,0.7639
plain,4,29,11339,1.3907117269393864e-05,0.24620801266908646,,,0.17546881103515624,0.962,0.7500628814697266,0.7668,0.17546881103515624,0.962,0.7500628814697266,0.7668
plain,4,30,11730,9.058745198409212e-11,0.24697521695137023,,,0.17491058349609376,0.96,0.753387744140625,0.765,0.17491058349609376,0.96,0.753387744140625,0.765
resolution_max_b1,1,0,0,8.333333333333333e-05,,,,2.47763818359375,0.096,2.479512048339844,0.0984,2.553639892578125,0.1,2.5560952514648436,0.1
resolution_max_b1,1,1,391,0.004990141512569891,1.8290539636993408,16,,1.5786031494140624,0.436,1.5254141174316407,0.4226,2.728795654296875,0.21,2.6805975830078124,0.2174
resolution_max_b1,1,2,782,0.004953056580549272,1.3954260414123536,16,,1.3354404296875,0.52,1.288385498046875,0.5245,3.107782470703125,0.178,2.9966446411132814,0.1938
resolution_max_b1,1,3,1173,0.004888818630747975,1.2238898336029054,16,,1.1531109619140625,0.588,1.14407734375,0.5822,3.3963359375,0.192,3.3052454345703124,0.2084
resolution_max_b1,1,4,1564,0.004798138716554241,1.0880340008926392,16,,1.048791748046875,0.628,1.0456447784423828,0.6244,3.8759853515625,0.166,3.764244104003906,0.1704
resolution_max_b1,1,5,1955,0.004682020578909872,0.9888072836494446,16,,0.9223115234375,0.664,0.9578066772460937,0.6562,4.4891728515625,0.114,4.3798320068359375,0.1101
resolution_max_b1,1,6,2346,0.004541749535846712,0.9036824323272705,16,,0.8742488403320312,0.698,0.9129274780273438,0.6733,4.30885400390625,0.116,4.211061865234375,0.1195
resolution_max_b1,1,7,2737,0.0043788782552308895,0.939281121044159,24,,0.8698846435546875,0.686,0.8785771575927734,0.6818,4.11965234375,0.13,4.0531988647460935,0.1363
resolution_max_b1,1,8,3128,0.004195209568197074,0.8332810180854797,24,,0.7892351684570312,0.726,0.8154329772949219,0.714,4.3721591796875,0.122,4.306448278808594,0.126
resolution_max_b1,1,9,3519,0.0039927765135118086,0.7650624277114868,24,,0.727779052734375,0.75,0.7794165161132812,0.7239,3.924648193359375,0.148,3.8566155029296874,0.1535
resolution_max_b1,1,10,3910,0.0037738198337559444,0.7056679098510742,24,,0.6660010375976563,0.76,0.7397759368896485,0.7395,4.15003125,0.124,4.071731665039063,0.1392
resolution_max_b1,1,11,4301,0.0035407631724221527,0.665278811378479,24,,0.6377939453125,0.784,0.7523568908691406,0.7346,3.518636474609375,0.124,3.4319744140625,0.1433
resolution_max_b1,1,12,4692,0.003296186246472237,0.6235415698814392,24,,0.5547064819335937,0.818,0.7008376251220703,0.7511,3.953842041015625,0.136,3.8845674194335937,0.1522
resolution_max_b1,1,13,5083,0.0030427962913086395,0.7406473172187805,32,,0.662135498046875,0.756,0.7199443359375,0.7465,0.662135498046875,0.756,0.7199443359375,0.7465
resolution_max_b1,1,14,5474,0.0027833980942373526,0.6580585913276672,32,,0.64455712890625,0.782,0.6765792877197265,0.7643,0.64455712890625,0.782,0.6765792877197265,0.7643
resolution_max_b1,1,15,5865,0.0025208629481234496,0.6118547648715973,32,,0.55958544921875,0.808,0.6542573211669922,0.7708,0.55958544921875,0.808,0.6542573211669922,0.7708
resolution_max_b1,1,16,6256,0.0022580968688929426,0.573474402179718,32,,0.5340015258789063,0.814,0.6330333587646484,0.7785,0.5340015258789063,0.814,0.6330333587646484,0.7785
resolution_max_b1,1,17,6647,0.0019980084286831713,0.5411867534828186,32,,0.5121221313476563,0.834,0.6301536529541015,0.7811,0.5121221313476563,0.834,0.6301536529541015,0.7811
resolution_max_b1,1,18,7038,0.0017434765606983522,0.5132758086967468,32,,0.5048687438964844,0.822,0.6129614990234376,0.7871,0.5048687438964844,0.822,0.6129614990234376,0.7871
resolution_max_b1,1,19,7429,0.0014973186921401005,0.48753796829223633,32,,0.4680419616699219,0.828,0.620012271118164,0.7865,0.4680419616699219,0.828,0.620012271118164,0.7865
resolution_max_b1,1,20,7820,0.0012622595579512698,0.46509729975700376,32,,0.4192866516113281,0.862,0.6065300903320312,0.7886,0.4192866516113281,0.862,0.6065300903320312,0.7886
resolution_max_b1,1,21,8211,0.0010409010405754784,0.44294717967033387,32,,0.411546875,0.86,0.6088124694824218,0.7897,0.411546875,0.86,0.6088124694824218,0.7897
resolution_max_b1,1,22,8602,0.0008356933695777008,0.4256296760082245,32,,0.389944580078125,0.86,0.5885495880126953,0.7967,0.389944580078125,0.86,0.5885495880126953,0.7967
resolution_max_b1,1,23,8993,0.0006489079999188671,0.4106922187757492,32,,0.36659912109375,0.876,0.5849349411010742,0.7949,0.36659912109375,0.876,0.5849349411010742,0.7949
resolution_max_b1,1,24,9384,0.0004826124690963721,0.39558141684055326,32,,0.35498699951171875,0.874,0.5841819458007812,0.7988,0.35498699951171875,0.874,0.5841819458007812,0.7988
resolution_max_b1,1,25,9775,0.0003386475114581614,0.38459144572257997,32,,0.3457867431640625,0.872,0.5829706665039063,0.7994,0.3457867431640625,0.872,0.5829706665039063,0.7994
resolution_max_b1,1,26,10166,0.00021860668301331375,0.3747164242553711,32,,0.3430008544921875,0.878,0.5823625183105469,0.7986,0.3430008544921875,0.878,0.5823625183105469,0.7986
resolution_max_b1,1,27,10557,0.00012381872227320984,0.364862001619339,32,,0.3371291198730469,0.886,0.5889239181518555,0.7961,0.3371291198730469,0.886,0.5889239181518555,0.7961
resolution_max_b1,1,28,10948,5.53328423720989e-05,0.3593066089987755,32,,0.335613525390625,0.888,0.580413784790039,0.7978,0.335613525390625,0.888,0.580413784790039,0.7978
resolution_max_b1,1,29,11339,1.3907117269393864e-05,0.3586066397380829,32,,0.3321949768066406,0.884,0.5816476043701172,0.7997,0.3321949768066406,0.884,0.5816476043701172,0.7997
resolution_max_b1,1,30,11730,9.058745198409212e-11,0.35799268502235415,32,,0.33311138916015626,0.884,0.5798480804443359,0.8002,0.33311138916015626,0.884,0.5798480804443359,0.8002
resolution_max_b1,4,0,0,8.333333333333333e-05,,,,5.69235302734375,0.1,5.824738159179687,0.1,6.97040380859375,0.1,7.146914990234375,0.1
resolution_max_b1,4,1,391,0.004990141512569891,1.8294917052078248,16,,1.5773919677734376,0.4,1.5087507934570312,0.435,3.0622265625,0.13,3.003292236328125,0.1469
resolution_max_b1,4,2,782,0.004953056580549272,1.4201858446884155,16,,1.3228165283203126,0.528,1.2734386047363282,0.5354,3.26598583984375,0.144,3.201488391113281,0.1676
resolution_max_b1,4,3,1173,0.004888818630747975,1.2200260792922974,16,,1.136415283203125,0.588,1.1260997253417968,0.5958,3.280235595703125,0.184,3.253697766113281,0.1864
resolution_max_b1,4,4,1564,0.004798138716554241,1.0704164540100098,16,,0.9946427612304688,0.652,1.0191095031738282,0.6314,3.5015126953125,0.172,3.4686538452148437,0.1765
resolution_max_b1,4,5,1955,0.004682020578909872,0.9771815726089478,16,,0.9047327270507812,0.668,0.9610715057373047,0.6561,3.37745751953125,0.176,3.3201083618164065,0.1793
resolution_max_b1,4,6,2346,0.004541749535846712,0.8995986964797974,16,,0.8429559326171875,0.708,0.9649366149902344,0.6579,3.325216552734375,0.146,3.2792178588867187,0.1641
resolution_max_b1,4,7,2737,0.0043788782552308895,0.9471499924087524,24,,0.838604248046875,0.69,0.8669059143066407,0.6873,3.1736201171875,0.216,3.12474140625,0.215
resolution_max_b1,4,8,3128,0.004195209568197074,0.8386705508613587,24,,0.7646204223632812,0.726,0.8130730316162109,0.7092,2.88993603515625,0.2,2.829285656738281,0.215
resolution_max_b1,4,9,3519,0.0039927765135118086,0.7675368300628662,24,,0.7670128784179687,0.722,0.8382197448730468,0.7021,2.734719482421875,0.232,2.6744224609375,0.2405
resolution_max_b1,4,10,3910,0.0037738198337559444,0.7161092861175538,24,,0.65568505859375,0.786,0.7506763946533204,0.7379,2.79070068359375,0.252,2.752152551269531,0.23
resolution_max_b1,4,11,4301,0.0035407631724221527,0.6630687310123443,24,,0.6073724365234375,0.794,0.7403037872314453,0.7406,2.59881689453125,0.236,2.530810595703125,0.26
resolution_max_b1,4,12,4692,0.003296186246472237,0.6262147497367859,24,,0.5498311767578125,0.804,0.6940588226318359,0.7552,3.041356201171875,0.238,2.967766064453125,0.2316
resolution_max_b1,4,13,5083,0.0030427962913086395,0.7448274740982056,32,,0.6692619018554687,0.766,0.7076521728515625,0.7558,0.6692619018554687,0.766,0.7076521728515625,0.7558
resolution_max_b1,4,14,5474,0.0027833980942373526,0.652821637134552,32,,0.6399512939453125,0.762,0.7037328399658204,0.7537,0.6399512939453125,0.762,0.7037328399658204,0.7537
resolution_max_b1,4,15,5865,0.0025208629481234496,0.6097136133337021,32,,0.5629876708984375,0.792,0.6604923461914063,0.7744,0.5629876708984375,0.792,0.6604923461914063,0.7744
resolution_max_b1,4,16,6256,0.0022580968688929426,0.5713502103805542,32,,0.5149900512695312,0.81,0.6277909332275391,0.785,0.5149900512695312,0.81,0.6277909332275391,0.785
resolution_max_b1,4,17,6647,0.0019980084286831713,0.5436924209737778,32,,0.48305950927734376,0.828,0.6281324127197265,0.7827,0.48305950927734376,0.828,0.6281324127197265,0.7827
resolution_max_b1,4,18,7038,0.0017434765606983522,0.5159350550460815,32,,0.437056884765625,0.84,0.6037541687011718,0.7918,0.437056884765625,0.84,0.6037541687011718,0.7918
resolution_max_b1,4,19,7429,0.0014973186921401005,0.4887576548957825,32,,0.43159149169921873,0.846,0.6160374084472656,0.7854,0.43159149169921873,0.846,0.6160374084472656,0.7854
resolution_max_b1,4,20,7820,0.0012622595579512698,0.4653412833738327,32,,0.3912438049316406,0.86,0.6020739013671875,0.7958,0.3912438049316406,0.86,0.6020739013671875,0.7958
resolution_max_b1,4,21,8211,0.0010409010405754784,0.4466669486427307,32,,0.3814879455566406,0.86,0.6119376495361328,0.7925,0.3814879455566406,0.86,0.6119376495361328,0.7925
resolution_max_b1,4,22,8602,0.0008356933695777008,0.42661170481204985,32,,0.3715374755859375,0.858,0.6031782012939453,0.7934,0.3715374755859375,0.858,0.6031782012939453,0.7934
resolution_max_b1,4,23,8993,0.0006489079999188671,0.4111093249607086,32,,0.3585265808105469,0.87,0.6019342697143555,0.7964,0.3585265808105469,0.87,0.6019342697143555,0.7964
resolution_max_b1,4,24,9384,0.0004826124690963721,0.39682563633441925,32,,0.3416929931640625,0.878,0.5990931106567383,0.7995,0.3416929931640625,0.878,0.5990931106567383,0.7995
resolution_max_b1,4,25,9775,0.0003386475114581614,0.38806264793395995,32,,0.31732403564453127,0.88,0.5960430145263672,0.799,0.31732403564453127,0.88,0.5960430145263672,0.799
resolution_max_b1,4,26,10166,0.00021860668301331375,0.3764624394321442,32,,0.32196563720703125,0.882,0.5952942184448242,0.7993,0.32196563720703125,0.882,0.5952942184448242,0.7993
resolution_max_b1,4,27,10557,0.00012381872227320984,0.3692217396068573,32,,0.31167800903320314,0.888,0.5986040939331054,0.7983,0.31167800903320314,0.888,0.5986040939331054,0.7983
