method,seed,checkpoint_update,state_label,resolution,sigma_G,policy,direction,amplitude,sign,train_probe_ce,train_probe_acc,test_probe_ce,test_probe_acc
resolution_max_b1,4,4692,before,24,,recalibrated,0,0.025,-1,0.5147584381103516,0.823,0.7037909545898438,0.758
resolution_max_b1,4,4692,before,24,,recalibrated,0,0.05,1,0.5226941223144531,0.82,0.6953038330078125,0.753
resolution_max_b1,4,4692,before,24,,recalibrated,0,0.05,-1,0.5421067504882813,0.818,0.7284179077148437,0.746
resolution_max_b1,4,4692,before,24,,recalibrated,0,0.1,1,0.5941524963378906,0.802,0.7437861328125,0.733
resolution_max_b1,4,4692,before,24,,recalibrated,0,0.1,-1,0.64324462890625,0.775,0.8010716857910156,0.727
resolution_max_b1,4,4692,before,24,,recalibrated,0,0.2,1,0.8624225158691406,0.687,0.9644452514648437,0.651
resolution_max_b1,4,4692,before,24,,recalibrated,0,0.2,-1,0.972515625,0.685,1.064463134765625,0.644
resolution_max_b1,4,4692,before,24,,recalibrated,0,0.25,1,1.0301849670410157,0.636,1.1218751220703125,0.609
resolution_max_b1,4,4692,before,24,,recalibrated,0,0.25,-1,1.19025048828125,0.607,1.261658447265625,0.581
resolution_max_b1,4,4692,after,32,,saved,,0.0,0,2.93426513671875,0.256,2.98906982421875,0.227
resolution_max_b1,4,4692,after,32,,recalibrated,,0.0,0,1.1205453491210937,0.626,1.2589154052734375,0.569
resolution_max_b1,4,4692,after,32,,recalibrated,0,0.025,1,1.097499542236328,0.63,1.247843505859375,0.574
resolution_max_b1,4,4692,after,32,,recalibrated,0,0.025,-1,1.1613167724609375,0.608,1.2941265258789063,0.559
resolution_max_b1,4,4692,after,32,,recalibrated,0,0.05,1,1.08961083984375,0.621,1.255679443359375,0.567
resolution_max_b1,4,4692,after,32,,recalibrated,0,0.05,-1,1.2184398803710939,0.582,1.3462251586914062,0.563
resolution_max_b1,4,4692,after,32,,recalibrated,0,0.1,1,1.12362744140625,0.605,1.2930601806640625,0.553
resolution_max_b1,4,4692,after,32,,recalibrated,0,0.1,-1,1.37676220703125,0.535,1.4868051147460937,0.522
resolution_max_b1,4,4692,after,32,,recalibrated,0,0.2,1,1.355760009765625,0.522,1.4865734252929688,0.487
resolution_max_b1,4,4692,after,32,,recalibrated,0,0.2,-1,1.8183501586914061,0.427,1.8780581665039062,0.392
resolution_max_b1,4,4692,after,32,,recalibrated,0,0.25,1,1.5107532958984375,0.474,1.6189835815429687,0.439
resolution_max_b1,4,4692,after,32,,recalibrated,0,0.25,-1,2.0533551025390624,0.357,2.102012939453125,0.343
resolution_max_b1,4,4692,r=16,16,,saved,,0.0,0,0.8962281188964843,0.662,0.996478759765625,0.664
resolution_max_b1,4,4692,r=16,16,,recalibrated,,0.0,0,0.8258057250976563,0.714,0.9624988403320313,0.688
resolution_max_b1,4,4692,r=16,16,,recalibrated,0,0.025,1,0.8309268798828126,0.71,0.959513671875,0.69
resolution_max_b1,4,4692,r=16,16,,recalibrated,0,0.025,-1,0.8342935791015625,0.715,0.9694697875976562,0.691
resolution_max_b1,4,4692,r=16,16,,recalibrated,0,0.05,1,0.8442911376953125,0.714,0.9627526550292969,0.7
resolution_max_b1,4,4692,r=16,16,,recalibrated,0,0.05,-1,0.8549364624023438,0.717,0.9878345336914063,0.684
resolution_max_b1,4,4692,r=16,16,,recalibrated,0,0.1,1,0.9046636352539063,0.696,1.010399658203125,0.675
resolution_max_b1,4,4692,r=16,16,,recalibrated,0,0.1,-1,0.9342998657226562,0.693,1.0577247924804687,0.66
resolution_max_b1,4,4692,r=16,16,,recalibrated,0,0.2,1,1.1498300170898437,0.622,1.2342667236328124,0.599
resolution_max_b1,4,4692,r=16,16,,recalibrated,0,0.2,-1,1.2207846069335937,0.601,1.337437255859375,0.587
resolution_max_b1,4,4692,r=16,16,,recalibrated,0,0.25,1,1.3048084716796875,0.582,1.3808551025390625,0.566
resolution_max_b1,4,4692,r=16,16,,recalibrated,0,0.25,-1,1.4109693603515625,0.556,1.5274500732421874,0.54
resolution_max_b1,4,4692,before,24,,recalibrated,1,0.025,1,0.5165844879150391,0.81,0.6948399047851562,0.757
resolution_max_b1,4,4692,before,24,,recalibrated,1,0.025,-1,0.5038497314453125,0.824,0.6937930908203125,0.76
resolution_max_b1,4,4692,before,24,,recalibrated,1,0.05,1,0.5436572570800782,0.804,0.7103012084960938,0.751
resolution_max_b1,4,4692,before,24,,recalibrated,1,0.05,-1,0.5176676330566407,0.824,0.7085613403320312,0.754
resolution_max_b1,4,4692,before,24,,recalibrated,1,0.1,1,0.6328155822753906,0.775,0.7678640747070312,0.725
resolution_max_b1,4,4692,before,24,,recalibrated,1,0.1,-1,0.5761664733886719,0.793,0.7582886047363281,0.745
resolution_max_b1,4,4692,before,24,,recalibrated,1,0.2,1,0.9036217956542969,0.681,0.971880615234375,0.657
resolution_max_b1,4,4692,before,24,,recalibrated,1,0.2,-1,0.787322021484375,0.724,0.9440789489746094,0.68
resolution_max_b1,4,4692,before,24,,recalibrated,1,0.25,1,1.0748810424804687,0.629,1.1113472900390624,0.62
resolution_max_b1,4,4692,before,24,,recalibrated,1,0.25,-1,0.9405673217773437,0.656,1.08575732421875,0.642
resolution_max_b1,4,4692,after,32,,recalibrated,1,0.025,1,1.1294677124023438,0.617,1.2518229370117187,0.566
resolution_max_b1,4,4692,after,32,,recalibrated,1,0.025,-1,1.1289950561523439,0.62,1.2840840454101563,0.565
resolution_max_b1,4,4692,after,32,,recalibrated,1,0.05,1,1.1518666381835938,0.59,1.2588618774414062,0.567
resolution_max_b1,4,4692,after,32,,recalibrated,1,0.05,-1,1.1523030395507812,0.61,1.3232999267578125,0.558
resolution_max_b1,4,4692,after,32,,recalibrated,1,0.1,1,1.2339701538085937,0.563,1.3133136596679686,0.554
resolution_max_b1,4,4692,after,32,,recalibrated,1,0.1,-1,1.221991455078125,0.591,1.4067127075195311,0.543
resolution_max_b1,4,4692,after,32,,recalibrated,1,0.2,1,1.4816563720703124,0.495,1.5010162963867189,0.494
resolution_max_b1,4,4692,after,32,,recalibrated,1,0.2,-1,1.4860848388671875,0.485,1.6568396606445313,0.466
resolution_max_b1,4,4692,after,32,,recalibrated,1,0.25,1,1.6294149780273437,0.459,1.6252192993164063,0.451
resolution_max_b1,4,4692,after,32,,recalibrated,1,0.25,-1,1.6634400024414062,0.431,1.8282772827148437,0.411
resolution_max_b1,4,4692,r=16,16,,recalibrated,1,0.025,1,0.8407107849121094,0.709,0.9695192565917968,0.687
resolution_max_b1,4,4692,r=16,16,,recalibrated,1,0.025,-1,0.8260806884765625,0.716,0.9659408569335938,0.688
resolution_max_b1,4,4692,r=16,16,,recalibrated,1,0.05,1,0.8693031616210938,0.699,0.9874042358398437,0.68
resolution_max_b1,4,4692,r=16,16,,recalibrated,1,0.05,-1,0.8395219116210938,0.723,0.9746607055664063,0.686
resolution_max_b1,4,4692,r=16,16,,recalibrated,1,0.1,1,0.9641727600097656,0.666,1.0605007934570312,0.673
resolution_max_b1,4,4692,r=16,16,,recalibrated,1,0.1,-1,0.8893021240234374,0.71,1.0143899230957032,0.666
resolution_max_b1,4,4692,r=16,16,,recalibrated,1,0.2,1,1.2472677001953125,0.576,1.3076278686523437,0.594
resolution_max_b1,4,4692,r=16,16,,recalibrated,1,0.2,-1,1.0791184692382811,0.642,1.18598974609375,0.615
resolution_max_b1,4,4692,r=16,16,,recalibrated,1,0.25,1,1.4278724975585937,0.529,1.4537078857421875,0.55
resolution_max_b1,4,4692,r=16,16,,recalibrated,1,0.25,-1,1.2130595092773437,0.599,1.3142252807617187,0.579
resolution_max_b1,4,4692,before,24,,recalibrated,2,0.025,1,0.5084048767089844,0.828,0.690650634765625,0.754
resolution_max_b1,4,4692,before,24,,recalibrated,2,0.025,-1,0.5065633697509766,0.818,0.693659912109375,0.768
resolution_max_b1,4,4692,before,24,,recalibrated,2,0.05,1,0.5219836730957031,0.822,0.7000434875488282,0.751
resolution_max_b1,4,4692,before,24,,recalibrated,2,0.05,-1,0.5187102661132813,0.815,0.7042961120605469,0.756
resolution_max_b1,4,4692,before,24,,recalibrated,2,0.1,1,0.5804174194335937,0.805,0.7461863708496094,0.733
resolution_max_b1,4,4692,before,24,,recalibrated,2,0.1,-1,0.5692685546875,0.809,0.7414737854003907,0.736
resolution_max_b1,4,4692,before,24,,recalibrated,2,0.2,1,0.837362060546875,0.695,0.9449524536132813,0.668
resolution_max_b1,4,4692,before,24,,recalibrated,2,0.2,-1,0.7639351196289063,0.737,0.9036271362304688,0.682
resolution_max_b1,4,4692,before,24,,recalibrated,2,0.25,1,1.04528564453125,0.634,1.1058558349609375,0.613
resolution_max_b1,4,4692,before,24,,recalibrated,2,0.25,-1,0.9127263793945313,0.677,1.0314322509765625,0.64
resolution_max_b1,4,4692,after,32,,recalibrated,2,0.025,1,1.1439976806640626,0.615,1.2941332397460938,0.566
resolution_max_b1,4,4692,after,32,,recalibrated,2,0.025,-1,1.108344970703125,0.624,1.234504150390625,0.574
resolution_max_b1,4,4692,after,32,,recalibrated,2,0.05,1,1.1772034912109375,0.601,1.3342710571289063,0.555
resolution_max_b1,4,4692,after,32,,recalibrated,2,0.05,-1,1.1054033508300782,0.611,1.2243569946289063,0.582
resolution_max_b1,4,4692,after,32,,recalibrated,2,0.1,1,1.2696566772460938,0.574,1.423826416015625,0.52
resolution_max_b1,4,4692,after,32,,recalibrated,2,0.1,-1,1.1283872680664062,0.612,1.2389119262695312,0.576
resolution_max_b1,4,4692,after,32,,recalibrated,2,0.2,1,1.5908510131835938,0.491,1.7139889526367187,0.455
resolution_max_b1,4,4692,after,32,,recalibrated,2,0.2,-1,1.321822998046875,0.533,1.4136978759765626,0.514
resolution_max_b1,4,4692,after,32,,recalibrated,2,0.25,1,1.7784449462890626,0.422,1.8873873901367189,0.396
resolution_max_b1,4,4692,after,32,,recalibrated,2,0.25,-1,1.473048828125,0.5,1.5576541137695312,0.467
resolution_max_b1,4,4692,r=16,16,,recalibrated,2,0.025,1,0.8296969909667968,0.717,0.960985107421875,0.693
resolution_max_b1,4,4692,r=16,16,,recalibrated,2,0.025,-1,0.8338192138671875,0.714,0.9688131713867187,0.686
resolution_max_b1,4,4692,r=16,16,,recalibrated,2,0.05,1,0.8452359008789062,0.714,0.967945068359375,0.688
resolution_max_b1,4,4692,r=16,16,,recalibrated,2,0.05,-1,0.8474821472167968,0.716,0.9798186340332031,0.687
resolution_max_b1,4,4692,r=16,16,,recalibrated,2,0.1,1,0.9024395141601562,0.696,1.0011993103027343,0.673
resolution_max_b1,4,4692,r=16,16,,recalibrated,2,0.1,-1,0.8979866333007812,0.699,1.0256747436523437,0.667
resolution_max_b1,4,4692,r=16,16,,recalibrated,2,0.2,1,1.1192669067382812,0.623,1.19629931640625,0.61
resolution_max_b1,4,4692,r=16,16,,recalibrated,2,0.2,-1,1.0909267578125,0.633,1.2228997802734376,0.597
resolution_max_b1,4,4692,r=16,16,,recalibrated,2,0.25,1,1.2762021484375,0.583,1.3636998901367188,0.539
resolution_max_b1,4,4692,r=16,16,,recalibrated,2,0.25,-1,1.2491974487304687,0.602,1.3705249633789063,0.554
resolution_max_b1,4,4692,before,24,,recalibrated,3,0.025,1,0.5106371002197265,0.817,0.6953533020019531,0.757
resolution_max_b1,4,4692,before,24,,recalibrated,3,0.025,-1,0.5051439208984375,0.823,0.6905809936523437,0.764
resolution_max_b1,4,4692,before,24,,recalibrated,3,0.05,1,0.5264940185546875,0.81,0.7079490966796875,0.757
resolution_max_b1,4,4692,before,24,,recalibrated,3,0.05,-1,0.5159887237548828,0.816,0.7000281066894531,0.756
resolution_max_b1,4,4692,before,24,,recalibrated,3,0.1,1,0.5813221130371093,0.786,0.7453901672363281,0.745
resolution_max_b1,4,4692,before,24,,recalibrated,3,0.1,-1,0.5661567687988281,0.803,0.7413877868652343,0.742
resolution_max_b1,4,4692,before,24,,recalibrated,3,0.2,1,0.7757944641113281,0.718,0.9057208251953125,0.683
resolution_max_b1,4,4692,before,24,,recalibrated,3,0.2,-1,0.764836181640625,0.706,0.9105995788574218,0.679
resolution_max_b1,4,4692,before,24,,recalibrated,3,0.25,1,0.9220510864257813,0.683,1.0319784851074219,0.646
resolution_max_b1,4,4692,before,24,,recalibrated,3,0.25,-1,0.91156689453125,0.678,1.0309838256835937,0.637
resolution_max_b1,4,4692,after,32,,recalibrated,3,0.025,1,1.127906005859375,0.617,1.2605319213867188,0.573
resolution_max_b1,4,4692,after,32,,recalibrated,3,0.025,-1,1.124509765625,0.615,1.2681192016601563,0.563
resolution_max_b1,4,4692,after,32,,recalibrated,3,0.05,1,1.14317529296875,0.605,1.2711832275390624,0.571
resolution_max_b1,4,4692,after,32,,recalibrated,3,0.05,-1,1.1401982421875,0.605,1.2893306884765625,0.565
resolution_max_b1,4,4692,after,32,,recalibrated,3,0.1,1,1.1978973388671874,0.585,1.3138858642578124,0.545
resolution_max_b1,4,4692,after,32,,recalibrated,3,0.1,-1,1.2011704711914062,0.581,1.351108642578125,0.539
resolution_max_b1,4,4692,after,32,,recalibrated,3,0.2,1,1.4218468017578125,0.523,1.516584716796875,0.497
resolution_max_b1,4,4692,after,32,,recalibrated,3,0.2,-1,1.387870849609375,0.536,1.5389284057617187,0.481
resolution_max_b1,4,4692,after,32,,recalibrated,3,0.25,1,1.58122314453125,0.465,1.663262451171875,0.445
resolution_max_b1,4,4692,after,32,,recalibrated,3,0.25,-1,1.5452438354492188,0.479,1.6829420166015625,0.447
resolution_max_b1,4,4692,r=16,16,,recalibrated,3,0.025,1,0.8356067504882813,0.713,0.967556396484375,0.684
resolution_max_b1,4,4692,r=16,16,,recalibrated,3,0.025,-1,0.8248496398925781,0.711,0.9635279846191406,0.692
resolution_max_b1,4,4692,r=16,16,,recalibrated,3,0.05,1,0.8513413696289063,0.716,0.9778215026855469,0.684
resolution_max_b1,4,4692,r=16,16,,recalibrated,3,0.05,-1,0.8307245788574219,0.71,0.9726657409667969,0.687
resolution_max_b1,4,4692,r=16,16,,recalibrated,3,0.1,1,0.9068799743652344,0.694,1.0203998413085937,0.68
resolution_max_b1,4,4692,r=16,16,,recalibrated,3,0.1,-1,0.8679117431640625,0.702,1.006789093017578,0.673
resolution_max_b1,4,4692,r=16,16,,recalibrated,3,0.2,1,1.085718017578125,0.641,1.1845474243164062,0.616
resolution_max_b1,4,4692,r=16,16,,recalibrated,3,0.2,-1,1.0535838928222656,0.644,1.1653958129882813,0.613
resolution_max_b1,4,4692,r=16,16,,recalibrated,3,0.25,1,1.2251416015625,0.585,1.3087265625,0.587
resolution_max_b1,4,4692,r=16,16,,recalibrated,3,0.25,-1,1.1909513549804687,0.607,1.277894775390625,0.559
resolution_max_b1,4,4692,before,24,,recalibrated,4,0.025,1,0.5086333618164063,0.823,0.6941325073242187,0.763
resolution_max_b1,4,4692,before,24,,recalibrated,4,0.025,-1,0.5072444152832031,0.82,0.6957138061523438,0.759
resolution_max_b1,4,4692,before,24,,recalibrated,4,0.05,1,0.5238725280761719,0.822,0.7074962463378907,0.754
resolution_max_b1,4,4692,before,24,,recalibrated,4,0.05,-1,0.5223771514892578,0.814,0.7118114013671875,0.749
resolution_max_b1,4,4692,before,24,,recalibrated,4,0.1,1,0.5838778686523437,0.794,0.756733154296875,0.738
resolution_max_b1,4,4692,before,24,,recalibrated,4,0.1,-1,0.5809594116210938,0.802,0.7650444030761718,0.74
resolution_max_b1,4,4692,before,24,,recalibrated,4,0.2,1,0.7996527404785156,0.718,0.9451419982910156,0.669
resolution_max_b1,4,4692,before,24,,recalibrated,4,0.2,-1,0.8078888244628907,0.718,0.9657592163085937,0.656
resolution_max_b1,4,4692,before,24,,recalibrated,4,0.25,1,0.9635445861816406,0.658,1.0923661499023438,0.613
resolution_max_b1,4,4692,before,24,,recalibrated,4,0.25,-1,0.9678079528808594,0.66,1.1124935302734376,0.612
resolution_max_b1,4,4692,after,32,,recalibrated,4,0.025,1,1.1235567016601562,0.615,1.2760828857421875,0.565
resolution_max_b1,4,4692,after,32,,recalibrated,4,0.025,-1,1.1321723022460937,0.614,1.2629229736328125,0.576
resolution_max_b1,4,4692,after,32,,recalibrated,4,0.05,1,1.1396317138671874,0.602,1.3062234497070313,0.554
resolution_max_b1,4,4692,after,32,,recalibrated,4,0.05,-1,1.15816162109375,0.601,1.287051025390625,0.573
resolution_max_b1,4,4692,after,32,,recalibrated,4,0.1,1,1.2078558349609374,0.57,1.394931396484375,0.529
resolution_max_b1,4,4692,after,32,,recalibrated,4,0.1,-1,1.2376115112304686,0.57,1.3574298095703126,0.55
resolution_max_b1,4,4692,after,32,,recalibrated,4,0.2,1,1.4504196166992187,0.493,1.6343824462890626,0.469
resolution_max_b1,4,4692,after,32,,recalibrated,4,0.2,-1,1.4883009033203125,0.495,1.5602779541015626,0.493
resolution_max_b1,4,4692,after,32,,recalibrated,4,0.25,1,1.5925542602539062,0.454,1.7800360107421875,0.411
resolution_max_b1,4,4692,after,32,,recalibrated,4,0.25,-1,1.6529990844726563,0.449,1.717746826171875,0.441
resolution_max_b1,4,4692,r=16,16,,recalibrated,4,0.025,1,0.8351561584472657,0.714,0.9705728759765625,0.684
resolution_max_b1,4,4692,r=16,16,,recalibrated,4,0.025,-1,0.8273603820800781,0.713,0.962872802734375,0.689
resolution_max_b1,4,4692,r=16,16,,recalibrated,4,0.05,1,0.8546873168945313,0.722,0.9838067626953125,0.678
resolution_max_b1,4,4692,r=16,16,,recalibrated,4,0.05,-1,0.8390556030273437,0.71,0.9707904663085938,0.691
resolution_max_b1,4,4692,r=16,16,,recalibrated,4,0.1,1,0.9210752563476563,0.702,1.0282373657226562,0.661
resolution_max_b1,4,4692,r=16,16,,recalibrated,4,0.1,-1,0.8871120910644531,0.693,1.0050702209472657,0.673
resolution_max_b1,4,4692,r=16,16,,recalibrated,4,0.2,1,1.146292724609375,0.63,1.20828173828125,0.6
resolution_max_b1,4,4692,r=16,16,,recalibrated,4,0.2,-1,1.1025868530273437,0.63,1.18233642578125,0.611
resolution_max_b1,4,4692,r=16,16,,recalibrated,4,0.25,1,1.3004457397460938,0.589,1.3548325805664063,0.556
resolution_max_b1,4,4692,r=16,16,,recalibrated,4,0.25,-1,1.2562037353515625,0.587,1.33184130859375,0.562
resolution_max_b1,4,4692,before,24,,recalibrated,5,0.025,1,0.5107991333007813,0.821,0.6967477722167968,0.758
resolution_max_b1,4,4692,before,24,,recalibrated,5,0.025,-1,0.5078843231201172,0.827,0.6943816528320312,0.758
resolution_max_b1,4,4692,before,24,,recalibrated,5,0.05,1,0.5314475708007812,0.813,0.7164497680664063,0.745
resolution_max_b1,4,4692,before,24,,recalibrated,5,0.05,-1,0.5262691040039063,0.816,0.70791845703125,0.749
resolution_max_b1,4,4692,before,24,,recalibrated,5,0.1,1,0.602870361328125,0.789,0.78654736328125,0.723
resolution_max_b1,4,4692,before,24,,recalibrated,5,0.1,-1,0.5903067626953125,0.796,0.7592239685058594,0.734
resolution_max_b1,4,4692,before,24,,recalibrated,5,0.2,1,0.84535009765625,0.697,0.9937777709960938,0.654
resolution_max_b1,4,4692,before,24,,recalibrated,5,0.2,-1,0.7919607238769532,0.713,0.9487078857421875,0.662
resolution_max_b1,4,4692,before,24,,recalibrated,5,0.25,1,1.0284818115234375,0.646,1.1519406127929688,0.594
resolution_max_b1,4,4692,before,24,,recalibrated,5,0.25,-1,0.9398163452148437,0.66,1.09637548828125,0.609
resolution_max_b1,4,4692,after,32,,recalibrated,5,0.025,1,1.1329274291992188,0.621,1.2896205444335938,0.568
resolution_max_b1,4,4692,after,32,,recalibrated,5,0.025,-1,1.1268138427734375,0.61,1.2545838623046874,0.577
resolution_max_b1,4,4692,after,32,,recalibrated,5,0.05,1,1.1726964111328124,0.609,1.3404019165039063,0.552
resolution_max_b1,4,4692,after,32,,recalibrated,5,0.05,-1,1.1486343994140624,0.608,1.2750626831054688,0.564
resolution_max_b1,4,4692,after,32,,recalibrated,5,0.1,1,1.2981992797851563,0.568,1.4643309326171876,0.521
resolution_max_b1,4,4692,after,32,,recalibrated,5,0.1,-1,1.2423759155273437,0.559,1.3632158813476563,0.543
resolution_max_b1,4,4692,after,32,,recalibrated,5,0.2,1,1.634657470703125,0.468,1.7487678833007811,0.45
resolution_max_b1,4,4692,after,32,,recalibrated,5,0.2,-1,1.5270661010742188,0.5,1.63590869140625,0.462
resolution_max_b1,4,4692,after,32,,recalibrated,5,0.25,1,1.8343441772460938,0.412,1.9183068237304688,0.406
resolution_max_b1,4,4692,after,32,,recalibrated,5,0.25,-1,1.690120361328125,0.443,1.8149036865234376,0.412
resolution_max_b1,4,4692,r=16,16,,recalibrated,5,0.025,1,0.8319228820800781,0.711,0.9665533752441406,0.683
resolution_max_b1,4,4692,r=16,16,,recalibrated,5,0.025,-1,0.830964111328125,0.715,0.9670252685546875,0.684
resolution_max_b1,4,4692,r=16,16,,recalibrated,5,0.05,1,0.8471082763671876,0.717,0.9813389587402344,0.682
resolution_max_b1,4,4692,r=16,16,,recalibrated,5,0.05,-1,0.8418651123046875,0.723,0.9768713073730468,0.681
resolution_max_b1,4,4692,r=16,16,,recalibrated,5,0.1,1,0.9145949096679687,0.69,1.0429961547851563,0.659
resolution_max_b1,4,4692,r=16,16,,recalibrated,5,0.1,-1,0.8851753540039062,0.707,1.0281412963867187,0.666
resolution_max_b1,4,4692,r=16,16,,recalibrated,5,0.2,1,1.167357666015625,0.608,1.2512591552734376,0.59
resolution_max_b1,4,4692,r=16,16,,recalibrated,5,0.2,-1,1.0550062255859376,0.643,1.197607177734375,0.62
resolution_max_b1,4,4692,r=16,16,,recalibrated,5,0.25,1,1.3401114501953124,0.574,1.4142489624023438,0.541
resolution_max_b1,4,4692,r=16,16,,recalibrated,5,0.25,-1,1.1794700317382814,0.606,1.3245972900390626,0.584
resolution_max_b1,4,4692,before,24,,recalibrated,6,0.025,1,0.5071926879882812,0.818,0.6943635559082031,0.757
resolution_max_b1,4,4692,before,24,,recalibrated,6,0.025,-1,0.5086845397949219,0.824,0.6912176208496094,0.764
resolution_max_b1,4,4692,before,24,,recalibrated,6,0.05,1,0.5186918029785156,0.817,0.706406005859375,0.756
resolution_max_b1,4,4692,before,24,,recalibrated,6,0.05,-1,0.5226878662109375,0.816,0.70298486328125,0.761
resolution_max_b1,4,4692,before,24,,recalibrated,6,0.1,1,0.5667829895019532,0.796,0.7447823181152343,0.746
resolution_max_b1,4,4692,before,24,,recalibrated,6,0.1,-1,0.5835469360351563,0.787,0.7517975158691407,0.744
resolution_max_b1,4,4692,before,24,,recalibrated,6,0.2,1,0.7330775451660156,0.734,0.8892507019042969,0.688
resolution_max_b1,4,4692,before,24,,recalibrated,6,0.2,-1,0.8170840454101562,0.707,0.9566717224121094,0.665
resolution_max_b1,4,4692,before,24,,recalibrated,6,0.25,1,0.8518280029296875,0.694,0.9975731506347656,0.65
