method,seed,probe,policy,direction,dHd,g_dot_d,L0,grad_norm
gaussian_postrelu,3,train_probe,centre_frozen,7,131.09214460684922,0.1331075978677709,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,train_probe,centre_frozen,8,72.10669736216298,-0.021952982121455578,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,train_probe,centre_frozen,9,134.96276538585667,-0.06138840944740042,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,train_probe,centre_frozen,10,92.9258882592239,-0.12717977056017987,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,train_probe,centre_frozen,11,145.23672475457437,-0.1938997714748822,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,train_probe,centre_frozen,12,135.76244809427854,-0.16533908306394846,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,train_probe,centre_frozen,13,141.9001786009721,0.032807834563649246,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,train_probe,centre_frozen,14,148.82066329896753,-0.32580539060929614,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,train_probe,centre_frozen,15,77.72350057270587,0.19496089719608073,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,train_probe,centre_frozen,16,79.13447427163207,0.346253974964952,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,train_probe,centre_frozen,17,79.05944988609002,-0.294376549430778,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,train_probe,centre_frozen,18,147.2170015887135,-0.1603322403450984,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,train_probe,centre_frozen,19,132.97951909251958,-0.2835885562450105,0.2561737596988678,2.517048171921544
gaussian_postrelu,3,test_probe,saved,0,266.1583125215269,-0.030926448000515777,0.564039945602417,4.603852234101029
gaussian_postrelu,3,test_probe,saved,1,113.16408620837505,0.20287414169775822,0.564039945602417,4.603852234101029
gaussian_postrelu,3,test_probe,saved,2,131.67134779435054,0.44831691766204906,0.564039945602417,4.603852234101029
gaussian_postrelu,3,test_probe,saved,3,143.14841088442583,-0.0016980773412558214,0.564039945602417,4.603852234101029
gaussian_postrelu,3,test_probe,saved,4,72.71844471887482,-0.08597873357819019,0.564039945602417,4.603852234101029
gaussian_postrelu,3,test_probe,saved,5,98.94871240653296,0.07568817644093148,0.564039945602417,4.603852234101029
gaussian_postrelu,3,test_probe,saved,6,84.32312990723582,0.39416345692953236,0.564039945602417,4.603852234101029
gaussian_postrelu,3,test_probe,saved,7,170.3871672481841,0.5371026508331203,0.564039945602417,4.603852234101029
gaussian_postrelu,3,test_probe,saved,8,98.86674792714602,0.10179895287580437,0.564039945602417,4.603852234101029
