policy,split,method_state,method,epoch,quantity,n_seeds,mean,sd,n_negative,n_positive,n_zero,seed0,seed1,seed2,seed3,seed4
saved,train_probe,final,resolution_max_b1,9,S_eps0.25,5,-1.4366521997070314,0.6553975837799171,5,0,0,-1.4404410919189454,-2.3705753662109377,-0.8212857299804686,-1.7311810089111326,-0.8197778015136723
saved,train_probe,final,resolution_max_b1,12,centre_ce,5,3.00025407409668,0.6336238191204803,0,5,0,2.2917470703125,3.3591011962890622,3.760617004394531,3.190296569824219,2.399508529663086
saved,train_probe,final,resolution_max_b1,12,S_eps0.1,5,-0.14067430877685544,0.11699796558159153,5,0,0,-0.051780101013183505,-0.32814339752197275,-0.10670234832763625,-0.1734358703613284,-0.0433098266601562
saved,train_probe,final,resolution_max_b1,12,S_eps0.25,5,-1.529413327636719,0.7591500721802628,5,0,0,-1.2165456237792973,-2.7601856201171877,-1.028310946655273,-1.7420722290039068,-0.8999522186279296
saved,train_probe,final,resolution_max_b1,18,centre_ce,5,0.06897863769531247,0.03693315835979938,0,5,0,0.08452407836914061,0.06561013793945314,0.00659509277343745,0.08902392578124996,0.0991399536132812
saved,train_probe,final,resolution_max_b1,18,S_eps0.1,5,-0.19338363067626949,0.08119850916200867,5,0,0,-0.15317565155029295,-0.29666282348632816,-0.08695961761474608,-0.24525700988769522,-0.18486305084228516
saved,train_probe,final,resolution_max_b1,18,S_eps0.25,5,-1.146435210571289,0.4768053241085584,5,0,0,-1.5064534301757808,-1.5276444244384773,-0.3875378662109372,-1.326089358520508,-0.9844509735107412
saved,train_probe,final,resolution_max_b1,21,centre_ce,5,0.0884443832397461,0.02340807244305381,0,5,0,0.07880049133300782,0.07283995056152348,0.07057976531982418,0.09258332061767577,0.12741838836669922
saved,train_probe,final,resolution_max_b1,21,S_eps0.1,5,-0.2513426843261718,0.08306271457292218,5,0,0,-0.20457799530029297,-0.3308612243652344,-0.12917082977294914,-0.3051007781982421,-0.28700259399414046
saved,train_probe,final,resolution_max_b1,21,S_eps0.25,5,-1.4435777511596677,0.45440136019046123,5,0,0,-1.7985012786865235,-1.5999460968017578,-0.6489145645141594,-1.6292030471801748,-1.5413237686157228
saved,train_probe,final,resolution_max_b1,30,centre_ce,5,0.10828756408691406,0.0174926841178037,0,5,0,0.09702378845214843,0.10655354309082032,0.09438659667968752,0.10531915283203125,0.13815473937988282
saved,train_probe,final,resolution_max_b1,30,S_eps0.1,5,-0.30704795471191404,0.0824421619797329,5,0,0,-0.25349973449707025,-0.358433773803711,-0.19215530395507796,-0.394103205871582,-0.33704775543212895
saved,train_probe,final,resolution_max_b1,30,S_eps0.25,5,-1.7358149371337894,0.5302772752194665,5,0,0,-2.0510695739746105,-1.7604089569091794,-0.8400229614257819,-2.1979140686035157,-1.8296591247558598
