method,seed,split,amplitude,S_centre_frozen,S_pointwise,S_saved,ratio_pointwise_over_centre_frozen,ratio_saved_over_centre_frozen,delta_vs_plain_centre_frozen,relchange_vs_plain_centre_frozen,delta_vs_plain_pointwise,relchange_vs_plain_pointwise,delta_vs_plain_saved,relchange_vs_plain_saved,delta_sign_differs_cf_vs_pw
plain,4,test_probe,0.005,0.0011688827514648,0.0001678680419922,0.0011519866943359,0.14361409797675093,0.9855451223762806,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,4,test_probe,0.01,0.0048093635559082,0.0009082038879394,0.0044935241699219,0.18884076393511381,0.934328236508904,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,4,test_probe,0.02,0.0195380058288574,0.0035336601257324,0.0188593742370606,0.1808608389558993,0.9652660769097289,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,4,test_probe,0.025,0.0308877716064453,0.0054758979797363,0.0300354911804199,0.17728368525600122,0.9724071895867179,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,4,test_probe,0.05,0.1300612327575683,0.0224200202941894,0.126997445678711,0.17238049969878338,0.9764435026956252,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,4,test_probe,0.1,0.582964505004883,0.0952863594055176,0.5711698097229005,0.1634513912724746,0.979767729972027,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,4,test_probe,0.2,2.766475724792481,0.4207141456604003,2.74963094329834,0.1520758493884702,0.9939111045352099,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,4,test_probe,0.25,4.462734951782227,0.6793300796508788,4.453364620971679,0.1522228156031501,0.9979003165297089,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,4,test_probe,0.35,8.90925082397461,1.342246098327637,8.913238684082033,0.15065757209525188,1.000447608916419,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,4,test_probe,0.5,19.24208502807617,2.3970169860839845,19.221044921875,0.12457158268381475,0.9989065578823464,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,4,train_probe,0.005,0.0015018095016479,0.0005513689041137,0.0014633022308349,0.36713638015253997,0.9743594172425017,0.0,0.0,0.0,0.0,0.0,0.0,False
plain,4,train_probe,0.01,0.0060449447631835,0.0022151622772216,0.0058758764266967,0.3664487210392656,0.9720314505574139,0.0,0.0,0.0,0.0,0.0,0.0,False
