campaign,arm,seed,epoch,update,evaluated_state,state_note,per_site_sigma_max,train_acc,train_ce,test_acc,test_ce,bn
sgd_standard_aug_160,resolution_max_b1_gaussian_conv,1,40,15640,"{""label"": ""epoch 39"", ""resolution"": 24, ""sigma"": 0.7}",scheduled state of the last update of epoch 39,0.5249999999999999,0.84278,0.444243014831543,0.8212,0.5259038940429688,P1
sgd_standard_aug_160,resolution_max_b1_gaussian_conv,1,80,31280,"{""label"": ""epoch 79"", ""resolution"": 32, ""sigma"": 0.5}",scheduled state of the last update of epoch 79,0.5,0.87812,0.3457575653076172,0.8412,0.4748323760986328,P1
sgd_standard_aug_160,resolution_max_b1_gaussian_conv,1,120,46920,"{""label"": ""epoch 119"", ""resolution"": 32, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.9442,0.15834421951293945,0.8843,0.41226875915527345,P1
sgd_standard_aug_160,resolution_max_b1_gaussian_conv,1,160,62560,"{""label"": ""native"", ""resolution"": 32, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,0.94916,0.1442930906677246,0.8835,0.4302086959838867,P1
sgd_standard_aug_160,resolution_max_b1_gaussian_conv,2,40,15640,"{""label"": ""epoch 39"", ""resolution"": 24, ""sigma"": 0.7}",scheduled state of the last update of epoch 39,0.5249999999999999,0.82784,0.49147929321289063,0.8,0.5737605346679687,P1
sgd_standard_aug_160,resolution_max_b1_gaussian_conv,2,80,31280,"{""label"": ""epoch 79"", ""resolution"": 32, ""sigma"": 0.5}",scheduled state of the last update of epoch 79,0.5,0.86386,0.396119499206543,0.8324,0.5122750610351563,P1
sgd_standard_aug_160,resolution_max_b1_gaussian_conv,2,120,46920,"{""label"": ""epoch 119"", ""resolution"": 32, ""sigma"": 0.0}",scheduled state of the last update of epoch 119,0.0,0.9199,0.23772592666625977,0.8585,0.5263421752929688,P1
sgd_standard_aug_160,resolution_max_b1_gaussian_conv,2,160,62560,"{""label"": ""native"", ""resolution"": 32, ""sigma"": 0.0}",native inference state (endpoint P1 reused),0.0,0.92384,0.23095541748046874,0.8611,0.5459882461547851,P1
sgd_standard_aug_160,sdpoint,0,40,15640,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.83828,0.47280491394042967,0.8162,0.5341943756103515,P1
sgd_standard_aug_160,sdpoint,0,80,31280,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.8546,0.42283634368896483,0.8331,0.4915516143798828,P1
sgd_standard_aug_160,sdpoint,0,120,46920,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.9178,0.2350044691467285,0.8785,0.36737971038818357,P1
sgd_standard_aug_160,sdpoint,0,160,62560,"{""label"": ""native"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,0.9216,0.2258340086364746,0.8795,0.3717139007568359,P1
sgd_standard_aug_160,sdpoint,1,40,15640,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.85554,0.4253254327392578,0.8327,0.48355445556640625,P1
sgd_standard_aug_160,sdpoint,1,80,31280,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.85118,0.43182432067871096,0.8274,0.5015598403930664,P1
sgd_standard_aug_160,sdpoint,1,120,46920,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.92088,0.22510890350341797,0.8833,0.3490611038208008,P1
sgd_standard_aug_160,sdpoint,1,160,62560,"{""label"": ""native"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,0.9252,0.2116168846130371,0.8856,0.34574896087646484,P1
sgd_standard_aug_160,sdpoint,2,40,15640,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.82936,0.49781152435302733,0.8039,0.5763721527099609,P1
sgd_standard_aug_160,sdpoint,2,80,31280,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.88024,0.3472248590087891,0.853,0.4264477035522461,P1
sgd_standard_aug_160,sdpoint,2,120,46920,"{""label"": ""full-resolution instance"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",fixed full-resolution instance,0.0,0.92046,0.22751198303222656,0.8796,0.3583674926757813,P1
sgd_standard_aug_160,sdpoint,2,160,62560,"{""label"": ""native"", ""resolution"": null, ""sd_point"": 0, ""sd_ratio"": null, ""sigma"": null}",native inference state (endpoint P1 reused),0.0,0.92818,0.2032566926574707,0.8878,0.3411840621948242,P1
